gene_symbol,gene_id,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,number_of_independent_references,number_of_species,number_of_tissues_or_cells,perturbation_direction_consistency,CTD_support,toxicogenomic_support,bioassay_target_support,direct_target_or_binding_support,exposure_metabolism_flag,direct_target_binding_flag,transcriptomic_response_flag,evidence_rows,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_relevance_score,thyroid_disease_rank,hypertension_disease_relevance_score,hypertension_disease_rank,thyroid_disease_id,hypertension_disease_id,branch_evidence_note
HDAC6,Q9UBN7,True,False,False,1,2,1,0,not_assessable,False,True,False,True,False,True,False,2,True,True,shared,0.0073915970936940375,984,0.02873858561518214,669,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HDAC9,9734,True,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,8,True,True,shared,0.002843711659657289,1561,0.028752731407551052,668,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HIF1A,3091,True,False,True,1,3,1,0,consistent:inactive,False,True,True,True,False,True,False,9,True,True,shared,0.012748519041963408,718,0.057786565692559556,281,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HMGB1,3146,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.009846005402340081,829,0.04098181791312471,431,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HMOX1,3162,False,False,True,1,4,2,0,consistent:increases,True,False,False,False,False,False,False,4,True,True,shared,0.005790084390060328,1091,0.04684360557077781,363,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HRH2,3274,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0059313460234064795,2588,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HRH3,11255,False,False,True,1,1,0,0,consistent:decreases,True,False,False,False,False,True,False,1,False,True,hypertension-specific,,,0.0044349582562164215,3042,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPA1A,3303,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.02962499527542861,644,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPA1B,3304,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4460,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPA5,3309,False,False,True,1,2,1,0,mixed,True,False,False,False,True,False,False,2,True,True,shared,0.0051741179655858255,1139,0.021878575739742633,902,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPA9,3313,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4500,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPB1,3315,True,False,True,2,3,2,0,mixed,True,True,True,True,False,True,False,9,False,True,hypertension-specific,,,0.008094402213276088,2167,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HSPD1,3329,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.003490476405355517,1480,0.048878732295533876,346,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HTR2A,3356,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,32,False,True,hypertension-specific,,,0.08593617405510212,164,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HTR5A,3361,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.012412316744808917,1515,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HTT,3064,False,False,True,1,2,1,0,mixed,False,True,True,True,False,True,False,3,False,True,hypertension-specific,,,0.0014783194187388072,4722,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IDE,3416,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.006175063405356893,2550,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IDH1,3417,False,False,True,1,2,1,0,mixed,False,True,True,True,False,True,False,2,True,True,shared,0.004866134753348573,1173,0.008923916235645108,1985,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IER3,8870,False,False,True,1,2,2,0,consistent:increases,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.017517741744527995,1139,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IFNG,3458,True,False,False,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,4,True,True,shared,0.011274271786901009,767,0.067940693368204,236,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IGF1,3479,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.022854630141402522,562,0.10432512655501851,117,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IGFBP3,3486,False,False,True,1,2,2,0,consistent:increases,True,False,False,False,False,False,False,2,True,True,shared,0.004795080721649159,1187,0.06279382895765075,255,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IGFBP6,3489,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.011888151992357909,1560,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IL11,3589,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.02964466425158061,643,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IL1B,3553,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.01437456671081448,689,0.06188198441092229,263,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IL4,3565,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0288543488332876,506,0.05419495235191967,305,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
IL4I1,259307,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4639,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ITGA2B,3674,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.014278331413982681,1352,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
JUN,3725,True,False,True,2,3,1,0,mixed,True,True,True,True,False,True,False,9,True,True,shared,0.011525745841882049,760,0.02578540806583912,761,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KCNH2,3757,True,False,True,1,4,1,0,consistent:inactive,False,True,True,True,False,True,False,12,False,True,hypertension-specific,,,0.009611333867860677,1866,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KCNJ16,3773,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.0014783194187388072,2089,0.008757798052435128,2030,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KCNK3,3777,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.025042062417251303,779,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KCNQ1,3784,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.014783194187388075,682,0.043913246994413825,394,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KEAP1,9817,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.010053049968462988,823,0.01414240168231065,1362,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KIF22,3835,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.020696471862343302,961,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KISS1R,84634,True,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,8,False,True,hypertension-specific,,,0.011333782210330857,1631,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KLF15,28999,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.016871580394510883,1177,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KLK7,5650,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.00819235344551089,919,0.0036957985468470188,3462,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KMT2A,4297,False,False,True,1,3,1,0,consistent:inactive,False,True,True,True,False,True,False,3,True,True,shared,0.0022174791281082107,1705,0.024022690554505618,809,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
KRT19,3880,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.025570039810328387,542,0.008726191013388791,2043,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LDHB,3945,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4917,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LGALS1,3956,False,False,True,1,2,2,0,consistent:increases,True,False,False,False,False,False,False,2,True,True,shared,0.008988785461613066,871,0.022719683470806464,866,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LGALS9,3965,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3716,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LMNA,4000,False,False,True,1,1,1,0,mixed,True,False,False,False,False,False,False,2,True,True,shared,0.0029566388374776143,1519,0.009113599358507224,1962,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LOX,4015,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.025840442675628166,758,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LRG1,116844,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0014783194187388072,2086,0.01677748814769502,1180,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
LYPLA1,10434,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0014783194187388072,1996,0.03455571641301962,533,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MACF1,23499,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0018478992734235094,4561,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MAPK1,5594,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0021045519502878854,1873,0.04141427121032077,425,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MAPT,4137,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.27802018903109815,149,0.09798968834596045,130,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MARVELD2,153562,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.00794596687572109,2183,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MBD2,8932,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0036957985468470188,1409,0.008910980940731143,1989,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MC1R,4157,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0018478992734235094,4547,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MC3R,4159,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.012065960069391571,1544,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MC4R,4160,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.03456151206822856,532,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MCL1,4170,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0025870589827929123,1631,0.010553209268203207,1730,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MCOLN1,57192,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.0022174791281082107,4467,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MDM2,4193,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.008490879268496178,906,0.022268623499743723,883,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MDM4,4194,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0014783194187388072,1972,0.00406537840153172,3220,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MEN1,4221,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,True,True,shared,0.017937032371024914,651,0.008419645056141983,2088,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MFAP4,4239,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.020334694249035275,979,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MFSD2A,84879,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.012565715059279862,1502,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MITF,4286,True,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,True,True,shared,0.0014783194187388072,2051,0.009239496367117545,1946,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MLPH,79083,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3485,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MMEL1,79258,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.09518892672852804,302,0.003245527090556156,3832,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MMP14,4323,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0044349582562164215,1254,0.006543770167661577,2499,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MMP9,4318,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.014253119694813129,690,0.06786119042109727,237,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MOV10,4343,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.018940967552590966,1063,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MSRA,281312,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.0052357146080332755,2787,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MUC1,4582,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.002771848910135263,1585,0.006191242184848408,2546,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MYBL2,4605,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3545,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MYC,4609,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.2875360709128665,133,0.020140341929223066,983,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
MYL6,4637,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.014660000902493172,1331,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NAE1,8883,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3753,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NCOA1,8648,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.010163446003829301,1794,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NCOA3,8202,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.007206807166351686,1024,0.0036957985468470188,3732,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NDUFAF4,29078,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.005511872888339345,2707,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NFE2L2,4780,True,False,True,2,8,2,0,mixed,True,True,True,True,False,True,False,26,True,True,shared,0.010358078823219884,806,0.030542794060077236,622,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NFIC,4782,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3546,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NFKB1,4790,True,False,True,1,3,1,0,consistent:inactive,False,True,True,True,False,True,False,10,True,True,shared,0.2991520579797809,112,0.07303266684253373,216,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NFKB2,4791,False,False,True,1,1,1,0,consistent:affects;increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0042501683288740716,3170,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NGF,4803,False,False,True,1,2,1,0,mixed,True,False,False,False,False,False,False,2,True,True,shared,0.009393487973236171,850,0.02964877556458995,642,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NKD1,85407,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0036957985468470188,1398,0.0036957985468470188,3354,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NLRP3,114548,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.017663645939628984,654,0.10004092912673121,126,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NOD2,64127,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0014783194187388072,1930,0.0022174791281082107,4428,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NOS3,4846,False,False,True,1,1,1,0,mixed,True,False,False,False,False,False,False,6,True,True,shared,0.0014783194187388072,1997,0.20679364253731547,94,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NPC1,4864,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0042501683288740716,3184,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NQO1,1728,False,False,True,1,2,1,0,consistent:increases,True,False,False,False,False,True,False,2,True,True,shared,0.0029566388374776143,1542,0.020933694214604268,947,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NR0B1,190,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.01572254298471169,1254,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NR1H4,9971,True,False,True,1,6,1,0,consistent:inactive,False,True,True,True,False,True,False,20,True,True,shared,0.008869916512432843,883,0.028762595501308594,667,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NR1I2,8856,True,False,True,1,3,1,0,mixed,False,True,True,True,False,True,False,7,False,True,hypertension-specific,,,0.011579716466151363,1608,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NR2F2,7026,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.006303595065930572,2528,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NR3C1,2908,True,False,True,1,6,1,0,mixed,False,True,True,True,False,True,False,24,True,True,shared,0.3208595501903224,88,0.3761461599214754,43,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NRG1,3084,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.419283371970387,30,0.01773427675630206,1128,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NRGN,4900,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.014198026084137295,1360,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
NTRK2,4915,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.014910503575961864,1307,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
OLFML3,56944,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.011087395640541052,1650,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
OPRD1,4985,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.0073915970936940375,2279,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
OPRM1,4988,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,True,True,shared,0.0036957985468470183,1470,0.015871894240595145,1243,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ORM1,5004,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.008355822344558462,2096,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
OXTR,5021,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.025886923447465363,754,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
P4HB,5034,False,False,True,1,2,2,0,consistent:affects,True,False,False,False,True,False,False,2,False,True,hypertension-specific,,,0.048587020918265826,349,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
