axis,source,term_id,term_name,term_size_in_background,query_size,intersection_size,raw_hypergeom_p,bh_q_within_source,significant_q_lt_0_05,intersection_genes,themes
cluster_6,REAC,REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLCO_TRANSPORTERS,ORGANIC ANION TRANSPORT BY SLCO TRANSPORTERS,7,919,0,1.0,1.0,False,,transport_trafficking
cluster_6,REAC,REACTOME_OTHER_INTERLEUKIN_SIGNALING,OTHER INTERLEUKIN SIGNALING,14,919,2,0.6484695968944759,1.0,False,CASP3;STX3,inflammatory_signaling
cluster_6,REAC,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,OTHER SEMAPHORIN INTERACTIONS,7,919,2,0.28689272579233405,0.8099158461731896,False,SEMA6A;SEMA6D,
cluster_6,REAC,REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,OVARIAN TUMOR DOMAIN PROTEASES,20,919,7,0.022686190914851207,0.17319565107036944,False,CDK1;NOD2;RIPK1;TNFAIP3;TP53;TRAF6;UBC,
cluster_6,REAC,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,OXIDATIVE STRESS INDUCED SENESCENCE,39,919,13,0.0035172466921000326,0.04604998122475647,True,AGO4;CBX2;FOS;H2AX;IFNB1;JUN;MAPK1;MAPK14;MAPK3;MAPK8;MDM2;TP53;UBC,
cluster_6,REAC,REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,O GLYCOSYLATION OF TSR DOMAIN CONTAINING PROTEINS,12,919,3,0.26839571854704,0.8099158461731896,False,ADAMTS1;ADAMTS9;THBS1,rna_protein_processing
cluster_6,REAC,REACTOME_O_LINKED_GLYCOSYLATION,O LINKED GLYCOSYLATION,34,919,4,0.7782205229966481,1.0,False,ADAMTS1;ADAMTS9;DAG1;THBS1,
cluster_6,REAC,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,O LINKED GLYCOSYLATION OF MUCINS,20,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,P130CAS LINKAGE TO MAPK SIGNALING FOR INTEGRINS,8,919,4,0.02189509281905551,0.16805963136788551,False,FGA;FGG;FN1;PTK2,inflammatory_signaling
cluster_6,REAC,REACTOME_P38MAPK_EVENTS,P38MAPK EVENTS,5,919,1,0.559679011359095,1.0,False,MAPK14,inflammatory_signaling
cluster_6,REAC,REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,P53 DEPENDENT G1 DNA DAMAGE RESPONSE,26,919,7,0.08590391426067209,0.42651593793760273,False,CCNE1;CDK2;CDKN1A;MDM2;PSMD12;TP53;UBC,
cluster_6,REAC,REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,P75NTR RECRUITS SIGNALLING COMPLEXES,8,919,5,0.002942692314863669,0.04096689301084716,True,IRAK1;MYD88;SQSTM1;TRAF6;UBC,
cluster_6,REAC,REACTOME_P75NTR_REGULATES_AXONOGENESIS,P75NTR REGULATES AXONOGENESIS,5,919,1,0.559679011359095,1.0,False,RTN4,
cluster_6,REAC,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,P75NTR SIGNALS VIA NF KB,11,919,7,0.0003341668780679097,0.008343363852313313,True,IRAK1;MYD88;NFKB1;NFKBIA;SQSTM1;TRAF6;UBC,
cluster_6,REAC,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,P75 NTR RECEPTOR MEDIATED SIGNALLING,42,919,13,0.007144965872779458,0.07405731050618125,False,ARHGEF3;CASP3;GNA13;IRAK1;MAPK8;MYD88;NFKB1;NFKBIA;RTN4;SQSTM1;TRAF6;UBC;VAV3,
cluster_6,REAC,REACTOME_PARACETAMOL_ADME,PARACETAMOL ADME,14,919,2,0.6484695968944759,1.0,False,ABCC1;ABCC3,
cluster_6,REAC,REACTOME_PARASITE_INFECTION,PARASITE INFECTION,26,919,4,0.5688903615850116,1.0,False,MAPK1;MAPK3;PTK2;VAV3,
cluster_6,REAC,REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,PCNA DEPENDENT LONG PATCH BASE EXCISION REPAIR,9,919,2,0.4049069162270133,0.9288656236548609,False,FEN1;PCNA,
cluster_6,REAC,REACTOME_PCP_CE_PATHWAY,PCP CE PATHWAY,36,919,5,0.6533879759700257,1.0,False,FZD3;PSMD12;SMURF1;SMURF2;UBC,
cluster_6,REAC,REACTOME_PD_L1_CD274_GLYCOSYLATION_AND_TRANSLOCATION_TO_PLASMA_MEMBRANE,PD L1 CD274 GLYCOSYLATION AND TRANSLOCATION TO PLASMA MEMBRANE,8,919,1,0.7309221436412457,1.0,False,UBC,transport_trafficking
cluster_6,REAC,REACTOME_PECAM1_INTERACTIONS,PECAM1 INTERACTIONS,5,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,PEPTIDE HORMONE BIOSYNTHESIS,9,919,2,0.4049069162270133,0.9288656236548609,False,CGA;INHBE,
cluster_6,REAC,REACTOME_PEPTIDE_HORMONE_METABOLISM,PEPTIDE HORMONE METABOLISM,40,919,6,0.5766892532133425,1.0,False,CGA;ENPEP;GNB1;GNB3;INHBE;KLF4,
cluster_6,REAC,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,PEPTIDE LIGAND BINDING RECEPTORS,65,919,8,0.7874878876166926,1.0,False,ANXA1;C5;CCL2;CXCL8;EDN1;F2;F2RL1;TAC1,
cluster_6,REAC,REACTOME_PERK_REGULATES_GENE_EXPRESSION,PERK REGULATES GENE EXPRESSION,14,919,8,0.0003407852841085719,0.008343363852313313,True,ASNS;ATF3;CCL2;CEBPB;CXCL8;DDIT3;HERPUD1;HSPA5,
cluster_6,REAC,REACTOME_PEROXISOMAL_LIPID_METABOLISM,PEROXISOMAL LIPID METABOLISM,8,919,0,1.0,1.0,False,,lipid_metabolism
cluster_6,REAC,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,PEROXISOMAL PROTEIN IMPORT,21,919,3,0.6359019372899586,1.0,False,CAT;NOS2;UBC,lipid_metabolism;rna_protein_processing
cluster_6,REAC,REACTOME_PEXOPHAGY,PEXOPHAGY,8,919,3,0.10718917124534418,0.48628953088942084,False,MAP1LC3B;SQSTM1;UBC,
cluster_6,REAC,REACTOME_PHASE_0_RAPID_DEPOLARISATION,PHASE 0 RAPID DEPOLARISATION,19,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS,PHASE 1 INACTIVATION OF FAST NA CHANNELS,5,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PHASE_2_PLATEAU_PHASE,PHASE 2 PLATEAU PHASE,9,919,2,0.4049069162270133,0.9288656236548609,False,KCNE1;KCNQ1,
cluster_6,REAC,REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,PHASE 4 RESTING MEMBRANE POTENTIAL,10,919,5,0.01016970893808179,0.09627324461384096,False,KCNJ12;KCNJ14;KCNJ2;KCNJ4;KCNK18,transport_trafficking
cluster_6,REAC,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,PHASE II CONJUGATION OF COMPOUNDS,35,919,3,0.9165768471723494,1.0,False,GCLC;GCLM;GSTA4,
cluster_6,REAC,REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,PHASE I FUNCTIONALIZATION OF COMPOUNDS,54,919,7,0.7286401787954977,1.0,False,ALDH1A1;ALDH1B1;CYP1A1;CYP24A1;EPHX1;PTGES3;SMOX,
cluster_6,REAC,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,PHOSPHOLIPASE C MEDIATED CASCADE FGFR1,6,919,1,0.6263327732699817,1.0,False,FGF2,
cluster_6,REAC,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,PHOSPHOLIPASE C MEDIATED CASCADE FGFR2,6,919,1,0.6263327732699817,1.0,False,FGF2,
cluster_6,REAC,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,PHOSPHOLIPASE C MEDIATED CASCADE FGFR4,8,919,2,0.3467939106413307,0.8870188359941038,False,FGF2;KLB,
cluster_6,REAC,REACTOME_PHOSPHOLIPID_METABOLISM,PHOSPHOLIPID METABOLISM,67,919,5,0.9814108882871256,1.0,False,ABHD4;MBOAT7;PIK3R3;PIP5K1A;SYNJ2,lipid_metabolism
cluster_6,REAC,REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES,PHOSPHORYLATED BMAL1 CLOCK ARNTL CLOCK ACTIVATES EXPRESSION OF CORE CLOCK GENES,9,919,3,0.14339839109144173,0.590219464782166,False,BHLHE40;SIK1;TFEB,
cluster_6,REAC,REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS,8,919,1,0.7309221436412457,1.0,False,HLA-DQA1,
cluster_6,REAC,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,PHOSPHORYLATION OF THE APC C,8,919,2,0.3467939106413307,0.8870188359941038,False,CCNB1;CDK1,
cluster_6,REAC,REACTOME_PHYSIOLOGICAL_FACTORS,PHYSIOLOGICAL FACTORS,6,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PI3K_AKT_ACTIVATION,PI3K AKT ACTIVATION,6,919,1,0.6263327732699817,1.0,False,IRS2,
cluster_6,REAC,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,PI3K AKT SIGNALING IN CANCER,57,919,18,0.001299068395660884,0.022496062461444578,True,BDNF;CASP9;CDKN1A;CHUK;EGF;ERBB3;FGF2;FGFR3;FOXO3;GSK3A;GSK3B;HBEGF;HGF;IRS2;KLB;MDM2;NR4A1;PIK3R3,
cluster_6,REAC,REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,PI3K EVENTS IN ERBB2 SIGNALING,10,919,3,0.18292423871783356,0.655940451967989,False,EGF;ERBB3;HBEGF,
cluster_6,REAC,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,PI3K EVENTS IN ERBB4 SIGNALING,5,919,1,0.559679011359095,1.0,False,HBEGF,
cluster_6,REAC,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,PINK1 PRKN MEDIATED MITOPHAGY,16,919,3,0.4444309787484761,0.9816391464836598,False,MAP1LC3B;SQSTM1;UBC,
cluster_6,REAC,REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,PIWI INTERACTING RNA PIRNA BIOGENESIS,6,919,1,0.6263327732699817,1.0,False,HSP90AA1,rna_protein_processing
cluster_6,REAC,REACTOME_PI_3K_CASCADE_FGFR1,PI 3K CASCADE FGFR1,10,919,1,0.8062597650084377,1.0,False,FGF2,
cluster_6,REAC,REACTOME_PI_3K_CASCADE_FGFR2,PI 3K CASCADE FGFR2,10,919,1,0.8062597650084377,1.0,False,FGF2,
cluster_6,REAC,REACTOME_PI_3K_CASCADE_FGFR3,PI 3K CASCADE FGFR3,10,919,2,0.4604025856043081,0.9816391464836598,False,FGF2;FGFR3,
cluster_6,REAC,REACTOME_PI_3K_CASCADE_FGFR4,PI 3K CASCADE FGFR4,12,919,2,0.5616124438214973,1.0,False,FGF2;KLB,
cluster_6,REAC,REACTOME_PI_METABOLISM,PI METABOLISM,24,919,3,0.7263033586439953,1.0,False,PIK3R3;PIP5K1A;SYNJ2,
cluster_6,REAC,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,PKA ACTIVATION IN GLUCAGON SIGNALLING,6,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,PKA MEDIATED PHOSPHORYLATION OF CREB,7,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,PKMTS METHYLATE HISTONE LYSINES,20,919,2,0.8286958725479185,1.0,False,NFKB1;NFKB2,
cluster_6,REAC,REACTOME_PKR_MEDIATED_SIGNALING,PKR MEDIATED SIGNALING,36,919,9,0.08290619568499481,0.42347769018954184,False,CDK1;CHUK;HSPA1A;HSPA1B;HSPA1L;HSPA8;MAPT;PPP2CB;TP53,
cluster_6,REAC,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,PLASMA LIPOPROTEIN ASSEMBLY,11,919,0,1.0,1.0,False,,rna_protein_processing
cluster_6,REAC,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,PLASMA LIPOPROTEIN ASSEMBLY REMODELING AND CLEARANCE,30,919,4,0.6856703382645142,1.0,False,LDLR;PCSK9;UBC;VLDLR,rna_protein_processing
cluster_6,REAC,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,PLASMA LIPOPROTEIN CLEARANCE,15,919,4,0.18099254837437345,0.655940451967989,False,LDLR;PCSK9;UBC;VLDLR,rna_protein_processing
cluster_6,REAC,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,PLASMA LIPOPROTEIN REMODELING,13,919,0,1.0,1.0,False,,rna_protein_processing
cluster_6,REAC,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,PLATELET ACTIVATION SIGNALING AND AGGREGATION,149,919,34,0.007651103018373845,0.07872874120355695,False,APLP2;CFL1;CLU;DGKG;EGF;F2;FGA;FGG;FN1;GNA13;GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1;HGF;HSPA5;MAPK1;MAPK14;MAPK3;PIK3R3;PRKCZ;PTK2;SELENOP;SERPINE1;SOD1;THBS1;TIMP3;TRPC3;VAV3;VEGFA,
cluster_6,REAC,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,PLATELET ADHESION TO EXPOSED COLLAGEN,5,919,1,0.559679011359095,1.0,False,ITGA2,
cluster_6,REAC,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,PLATELET AGGREGATION PLUG FORMATION,18,919,5,0.12355125936406351,0.533260754702037,False,F2;FGA;FGG;FN1;PTK2,
cluster_6,REAC,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,PLATELET CALCIUM HOMEOSTASIS,15,919,2,0.6864989970784576,1.0,False,P2RX7;TRPC3,
cluster_6,REAC,REACTOME_PLATELET_HOMEOSTASIS,PLATELET HOMEOSTASIS,48,919,15,0.0035996816309492733,0.04604998122475647,True,GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1;MAPK14;NOS1;NOS2;P2RX7;PDE1A;PPP2CB;TRPC3,
cluster_6,REAC,REACTOME_PLATELET_SENSITIZATION_BY_LDL,PLATELET SENSITIZATION BY LDL,9,919,2,0.4049069162270133,0.9288656236548609,False,MAPK14;PPP2CB,
cluster_6,REAC,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,POLB DEPENDENT LONG PATCH BASE EXCISION REPAIR,7,919,1,0.6829061145162563,1.0,False,FEN1,
cluster_6,REAC,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,POLO LIKE KINASE MEDIATED EVENTS,7,919,2,0.28689272579233405,0.8099158461731896,False,CCNB1;CDC25C,
cluster_6,REAC,REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,POLYMERASE SWITCHING ON THE C STRAND OF THE TELOMERE,9,919,1,0.7716740470680248,1.0,False,PCNA,
cluster_6,REAC,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION,24,919,3,0.7263033586439953,1.0,False,GSK3B;H2AX;POLR1C,rna_protein_processing
cluster_6,REAC,REACTOME_POSITIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION,POSITIVE REGULATION OF CDH1 GENE TRANSCRIPTION,9,919,5,0.005800544401438412,0.06629038014276743,False,FOXP2;KLF4;KLF9;SP1;ZEB2,
cluster_6,REAC,REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,POSTMITOTIC NUCLEAR PORE COMPLEX NPC REFORMATION,7,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,POST CHAPERONIN TUBULIN FOLDING PATHWAY,7,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,POST TRANSLATIONAL MODIFICATION SYNTHESIS OF GPI ANCHORED PROTEINS,29,919,1,0.9915001256373328,1.0,False,NRN1L,rna_protein_processing
cluster_6,REAC,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,POST TRANSLATIONAL PROTEIN MODIFICATION,485,919,63,0.9263825901143693,1.0,False,ADAMTS1;ADAMTS9;APLP2;ARSI;ASPH;ASXL2;AURKA;AURKB;BARD1;BMP4;CBX2;CCN1;CD55;CDK1;CDKN1A;CGA;DAG1;EID3;F2;FBXO11;FBXO30;FGA;FGG;FN1;HSPA8;IL33;IL6;KLHL21;MDM2;MGAT2;NANP;NFE2L2;NFKB2;NFKBIA;NOD2;NRN1L;NUP153;PALB2;PCNA;PCSK9;PGR;PSMD12;PSME4;RAB5B;RARA;RIOX1;RIPK1;RNF103;SMAD3;SMAD7;SMURF2;SPP1;SQSTM1;ST8SIA4;STC2;THBS1;TNFAIP3;TP53;TRAF6;UBC;UBD;UBE2W;VCAN,rna_protein_processing
cluster_6,REAC,REACTOME_POTASSIUM_CHANNELS,POTASSIUM CHANNELS,55,919,19,0.00026869280668166646,0.007630875709759327,True,GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1;KCNA10;KCNH1;KCNH3;KCNJ12;KCNJ14;KCNJ15;KCNJ2;KCNJ4;KCNJ8;KCNK18;KCNQ1,
cluster_6,REAC,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,POTENTIAL THERAPEUTICS FOR SARS,53,919,10,0.2740131795522751,0.8099158461731896,False,ARID4B;FKBP4;FXYD2;HSP90AA1;IFNGR1;IL1R1;NFE2L2;PTGES3;RIPK1;VEGFA,
cluster_6,REAC,REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION,POU5F1 OCT4 SOX2 NANOG ACTIVATE GENES RELATED TO PROLIFERATION,11,919,3,0.22487076758280178,0.7340239419237937,False,FGF2;SOX2;ZIC3,
cluster_6,REAC,REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION,POU5F1 OCT4 SOX2 NANOG REPRESS GENES RELATED TO DIFFERENTIATION,7,919,4,0.012418892566959588,0.10752943564074764,False,DKK1;GATA6;HHEX;SOX2,
cluster_6,REAC,REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,PRC2 METHYLATES HISTONES AND DNA,14,919,1,0.8995962024666955,1.0,False,H2AX,
cluster_6,REAC,REACTOME_PREDNISONE_ADME,PREDNISONE ADME,5,919,1,0.559679011359095,1.0,False,AKR1C1,
cluster_6,REAC,REACTOME_PREGNENOLONE_BIOSYNTHESIS,PREGNENOLONE BIOSYNTHESIS,7,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,PRESYNAPTIC DEPOLARIZATION AND CALCIUM CHANNEL OPENING,8,919,5,0.002942692314863669,0.04096689301084716,True,CACNA1B;CACNA1E;CACNB3;CACNB4;CACNG2,
cluster_6,REAC,REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS,14,919,8,0.0003407852841085719,0.008343363852313313,True,GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1,
cluster_6,REAC,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,PRE NOTCH EXPRESSION AND PROCESSING,34,919,10,0.024932432369404726,0.18732303684949583,False,AGO4;CCND1;H2AX;JUN;MIR150;MIR181C;MIR200C;MIR302A;RUNX1;TP53,
cluster_6,REAC,REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,PRE NOTCH PROCESSING IN GOLGI,11,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,PROCESSING OF CAPPED INTRONLESS PRE MRNA,13,919,3,0.31273604458211224,0.8491112491521977,False,CSTF1;CSTF3;ZNF473,rna_protein_processing
cluster_6,REAC,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA,99,919,16,0.4286062725086556,0.9710866405585333,False,CSTF1;CSTF3;CWC25;HNRNPU;HSPA8;NUP153;NXF1;PDCD7;PPP1R10;RBBP6;RBM5;SDE2;SNIP1;SRSF2;TRA2B;UBC,rna_protein_processing
cluster_6,REAC,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,PROCESSING OF DNA DOUBLE STRAND BREAK ENDS,24,919,4,0.5022785893985015,1.0,False,BARD1;CDK2;H2AX;UBC,
cluster_6,REAC,REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,PROCESSING OF INTRONLESS PRE MRNAS,8,919,2,0.3467939106413307,0.8870188359941038,False,CSTF1;CSTF3,rna_protein_processing
cluster_6,REAC,REACTOME_PROCESSING_OF_SMDT1,PROCESSING OF SMDT1,5,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,PROCESSIVE SYNTHESIS ON THE C STRAND OF THE TELOMERE,11,919,2,0.5127429896090877,1.0,False,FEN1;PCNA,
cluster_6,REAC,REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,PROCESSIVE SYNTHESIS ON THE LAGGING STRAND,6,919,2,0.22641020180466315,0.7340239419237937,False,FEN1;PCNA,
cluster_6,REAC,REACTOME_PROGRAMMED_CELL_DEATH,PROGRAMMED CELL DEATH,105,919,26,0.006222018706575602,0.06693383760104056,False,BAX;BCL2;BID;CASP1;CASP3;CASP4;CASP9;CYCS;H1-0;HSP90AA1;IL1A;IL1B;IRF1;LY96;MAPK1;MAPK3;MAPK8;MAPT;PMAIP1;PSMD12;PTK2;RIPK1;TNFRSF10B;TNFSF10;TP53;UBC,
cluster_6,REAC,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,PROLACTIN RECEPTOR SIGNALING,5,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,PROLONGED ERK ACTIVATION EVENTS,8,919,2,0.3467939106413307,0.8870188359941038,False,MAPK1;MAPK3,
cluster_6,REAC,REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR,13,919,8,0.00016829968867540618,0.005310790175979484,True,GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1,
cluster_6,REAC,REACTOME_PROSTANOID_LIGAND_RECEPTORS,PROSTANOID LIGAND RECEPTORS,7,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PROTEASOME_ASSEMBLY,PROTEASOME ASSEMBLY,17,919,2,0.7523850193298058,1.0,False,PSMD12;PSME4,
cluster_6,REAC,REACTOME_PROTEIN_FOLDING,PROTEIN FOLDING,44,919,11,0.058815553290806497,0.33797401029861374,False,CCNE1;GNB1;GNB2;GNB3;GNB4;GNB5;GNG2;GNG3;GNGT1;TCP1;TP53,rna_protein_processing
cluster_6,REAC,REACTOME_PROTEIN_HYDROXYLATION,PROTEIN HYDROXYLATION,6,919,2,0.22641020180466315,0.7340239419237937,False,ASPH;RIOX1,rna_protein_processing
cluster_6,REAC,REACTOME_PROTEIN_LOCALIZATION,PROTEIN LOCALIZATION,56,919,5,0.9405163678821284,1.0,False,CAT;HMOX1;NOS2;PRNP;UBC,rna_protein_processing;transport_trafficking
cluster_6,REAC,REACTOME_PROTEIN_METHYLATION,PROTEIN METHYLATION,8,919,1,0.7309221436412457,1.0,False,HSPA8,rna_protein_processing
cluster_6,REAC,REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,PROTEIN PROTEIN INTERACTIONS AT SYNAPSES,52,919,6,0.8195303992750549,1.0,False,DLG4;GRIN2A;GRIN2B;IL1RAP;NLGN4X;SHANK2,rna_protein_processing
cluster_6,REAC,REACTOME_PROTEIN_UBIQUITINATION,PROTEIN UBIQUITINATION,21,919,3,0.6359019372899586,1.0,False,PCNA;UBC;UBE2W,rna_protein_processing
cluster_6,REAC,REACTOME_PTEN_REGULATION,PTEN REGULATION,55,919,10,0.31534574604972904,0.8545628996004108,False,AGO4;CBX2;EGR1;JUN;MAPK1;MAPK3;PSMD12;SNAI1;TP53;UBC,
cluster_6,REAC,REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES,PTK6 REGULATES RHO GTPASES RAS GTPASE AND MAP KINASES,6,919,0,1.0,1.0,False,,
cluster_6,REAC,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION,20,919,8,0.0061474144538583375,0.0666360956067087,False,CASP1;HMOX1;IL1A;IL1B;NFKB1;NFKB2;P2RX7;TXNIP,
cluster_6,REAC,REACTOME_PURINE_CATABOLISM,PURINE CATABOLISM,6,919,1,0.6263327732699817,1.0,False,GDA,
cluster_6,REAC,REACTOME_PYRIMIDINE_CATABOLISM,PYRIMIDINE CATABOLISM,5,919,1,0.559679011359095,1.0,False,TYMP,
cluster_6,REAC,REACTOME_PYROPTOSIS,PYROPTOSIS,18,919,9,0.0005327038666374964,0.012200636945568465,True,BAX;CASP1;CASP3;CASP4;CYCS;IL1A;IL1B;IRF1;TP53,
cluster_6,REAC,REACTOME_PYRUVATE_METABOLISM,PYRUVATE METABOLISM,15,919,2,0.6864989970784576,1.0,False,RMND5A;UBC,
cluster_6,REAC,REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,RAB GEFS EXCHANGE GTP FOR GDP ON RABS,28,919,3,0.8182737012502305,1.0,False,DENND5A;RAB3IP;RAB5B,
cluster_6,REAC,REACTOME_RAB_GERANYLGERANYLATION,RAB GERANYLGERANYLATION,22,919,1,0.9730724954575719,1.0,False,RAB5B,
cluster_6,REAC,REACTOME_RAB_REGULATION_OF_TRAFFICKING,RAB REGULATION OF TRAFFICKING,36,919,4,0.8156835144689379,1.0,False,DENND5A;MAP1LC3B;RAB3IP;RAB5B,transport_trafficking
cluster_6,REAC,REACTOME_RAC1_GTPASE_CYCLE,RAC1 GTPASE CYCLE,67,919,8,0.8150441215125159,1.0,False,CDC42EP4;EPHA2;GNA13;JAG1;NCF2;PIK3R3;SRGAP3;VAV3,
cluster_6,REAC,REACTOME_RAC2_GTPASE_CYCLE,RAC2 GTPASE CYCLE,34,919,5,0.6007626198111049,1.0,False,CDC42EP4;EPHA2;NCF2;PIK3R3;VAV3,
cluster_6,REAC,REACTOME_RAC3_GTPASE_CYCLE,RAC3 GTPASE CYCLE,35,919,3,0.9165768471723494,1.0,False,EPHA2;JAG1;NCF2,
