analysis_category,category,term,description,reduced_rank,fdr,fdr_numeric,p_value,gene_symbol,string_id,hub_rank,degree,membership_basis
KEGG,KEGG,hsa05332,Graft-versus-host disease,8.0,1.47e-09,1.47e-09,3.49e-11,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05332,Graft-versus-host disease,8.0,1.47e-09,1.47e-09,3.49e-11,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05332,Graft-versus-host disease,8.0,1.47e-09,1.47e-09,3.49e-11,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05332,Graft-versus-host disease,8.0,1.47e-09,1.47e-09,3.49e-11,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05164,Influenza A,9.0,1.91e-09,1.91e-09,5.12e-11,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10.0,2.95e-09,2.95e-09,9.67e-11,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04152,AMPK signaling pathway,11.0,1.9e-08,1.9e-08,7.35e-10,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04152,AMPK signaling pathway,11.0,1.9e-08,1.9e-08,7.35e-10,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04152,AMPK signaling pathway,11.0,1.9e-08,1.9e-08,7.35e-10,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04152,AMPK signaling pathway,11.0,1.9e-08,1.9e-08,7.35e-10,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04152,AMPK signaling pathway,11.0,1.9e-08,1.9e-08,7.35e-10,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04211,Longevity regulating pathway,12.0,2.23e-08,2.23e-08,9.27e-10,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04066,HIF-1 signaling pathway,13.0,6.73e-08,6.73e-08,3.41e-09,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04066,HIF-1 signaling pathway,13.0,6.73e-08,6.73e-08,3.41e-09,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04066,HIF-1 signaling pathway,13.0,6.73e-08,6.73e-08,3.41e-09,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04066,HIF-1 signaling pathway,13.0,6.73e-08,6.73e-08,3.41e-09,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04066,HIF-1 signaling pathway,13.0,6.73e-08,6.73e-08,3.41e-09,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04217,Necroptosis,14.0,8.66e-08,8.66e-08,4.64e-09,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04217,Necroptosis,14.0,8.66e-08,8.66e-08,4.64e-09,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04217,Necroptosis,14.0,8.66e-08,8.66e-08,4.64e-09,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04217,Necroptosis,14.0,8.66e-08,8.66e-08,4.64e-09,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04217,Necroptosis,14.0,8.66e-08,8.66e-08,4.64e-09,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04668,TNF signaling pathway,15.0,1.2e-07,1.2e-07,6.8e-09,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05160,Hepatitis C,16.0,1.41e-07,1.41e-07,8.42e-09,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04672,Intestinal immune network for IgA production,17.0,1.58e-06,1.58e-06,1.31e-07,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04672,Intestinal immune network for IgA production,17.0,1.58e-06,1.58e-06,1.31e-07,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05131,Shigellosis,18.0,1.79e-06,1.79e-06,1.6e-07,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04010,MAPK signaling pathway,19.0,2.12e-06,2.12e-06,2.05e-07,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05202,Transcriptional misregulation in cancer,20.0,2.26e-06,2.26e-06,2.29e-07,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,21.0,4.38e-06,4.38e-06,4.7e-07,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,21.0,4.38e-06,4.38e-06,4.7e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,21.0,4.38e-06,4.38e-06,4.7e-07,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,21.0,4.38e-06,4.38e-06,4.7e-07,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,21.0,4.38e-06,4.38e-06,4.7e-07,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04664,Fc epsilon RI signaling pathway,22.0,9.87e-06,9.87e-06,1.23e-06,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04664,Fc epsilon RI signaling pathway,22.0,9.87e-06,9.87e-06,1.23e-06,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04664,Fc epsilon RI signaling pathway,22.0,9.87e-06,9.87e-06,1.23e-06,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04664,Fc epsilon RI signaling pathway,22.0,9.87e-06,9.87e-06,1.23e-06,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04151,PI3K-Akt signaling pathway,24.0,1.05e-05,1.05e-05,1.37e-06,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04151,PI3K-Akt signaling pathway,24.0,1.05e-05,1.05e-05,1.37e-06,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04151,PI3K-Akt signaling pathway,24.0,1.05e-05,1.05e-05,1.37e-06,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04151,PI3K-Akt signaling pathway,24.0,1.05e-05,1.05e-05,1.37e-06,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04151,PI3K-Akt signaling pathway,24.0,1.05e-05,1.05e-05,1.37e-06,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04915,Estrogen signaling pathway,25.0,3.64e-05,3.64e-05,5.37e-06,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04915,Estrogen signaling pathway,25.0,3.64e-05,3.64e-05,5.37e-06,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04915,Estrogen signaling pathway,25.0,3.64e-05,3.64e-05,5.37e-06,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05166,Human T-cell leukemia virus 1 infection,26.0,6.87e-05,6.87e-05,1.1e-05,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05166,Human T-cell leukemia virus 1 infection,26.0,6.87e-05,6.87e-05,1.1e-05,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05166,Human T-cell leukemia virus 1 infection,26.0,6.87e-05,6.87e-05,1.1e-05,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05166,Human T-cell leukemia virus 1 infection,26.0,6.87e-05,6.87e-05,1.1e-05,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05166,Human T-cell leukemia virus 1 infection,26.0,6.87e-05,6.87e-05,1.1e-05,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04218,Cellular senescence,27.0,6.87e-05,6.87e-05,1.14e-05,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04922,Glucagon signaling pathway,28.0,7.43e-05,7.43e-05,1.28e-05,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04922,Glucagon signaling pathway,28.0,7.43e-05,7.43e-05,1.28e-05,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04922,Glucagon signaling pathway,28.0,7.43e-05,7.43e-05,1.28e-05,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05230,Central carbon metabolism in cancer,29.0,0.00014,0.00014,2.8e-05,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05230,Central carbon metabolism in cancer,29.0,0.00014,0.00014,2.8e-05,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04371,Apelin signaling pathway,30.0,0.00027,0.00027,5.94e-05,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05206,MicroRNAs in cancer,33.0,0.00065,0.00065,0.00015,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05206,MicroRNAs in cancer,33.0,0.00065,0.00065,0.00015,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05206,MicroRNAs in cancer,33.0,0.00065,0.00065,0.00015,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05206,MicroRNAs in cancer,33.0,0.00065,0.00065,0.00015,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04068,FoxO signaling pathway,34.0,0.0018,0.0018,0.00044,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04068,FoxO signaling pathway,34.0,0.0018,0.0018,0.00044,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04068,FoxO signaling pathway,34.0,0.0018,0.0018,0.00044,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04068,FoxO signaling pathway,34.0,0.0018,0.0018,0.00044,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05410,Hypertrophic cardiomyopathy,35.0,0.0039,0.0039,0.001,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05410,Hypertrophic cardiomyopathy,35.0,0.0039,0.0039,0.001,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05165,Human papillomavirus infection,36.0,0.0042,0.0042,0.0011,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05165,Human papillomavirus infection,36.0,0.0042,0.0042,0.0011,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05165,Human papillomavirus infection,36.0,0.0042,0.0042,0.0011,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05165,Human papillomavirus infection,36.0,0.0042,0.0042,0.0011,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04216,Ferroptosis,37.0,0.0044,0.0044,0.0013,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04550,Signaling pathways regulating pluripotency of stem cells,41.0,0.0162,0.0162,0.0055,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04550,Signaling pathways regulating pluripotency of stem cells,41.0,0.0162,0.0162,0.0055,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04261,Adrenergic signaling in cardiomyocytes,43.0,0.0179,0.0179,0.0061,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05014,Amyotrophic lateral sclerosis,45.0,0.0217,0.0217,0.0078,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05014,Amyotrophic lateral sclerosis,45.0,0.0217,0.0217,0.0078,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa00760,Nicotinate and nicotinamide metabolism,46.0,0.0338,0.0338,0.0125,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05203,Viral carcinogenesis,47.0,0.0351,0.0351,0.0131,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05203,Viral carcinogenesis,47.0,0.0351,0.0351,0.0131,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05203,Viral carcinogenesis,47.0,0.0351,0.0351,0.0131,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
