chemical_id,chemical_name,chemical_class,positive_biomarkers,exposure_axes,mapping_types,mapping_grades,mapping_gate_statuses,mapping_gate_disposition,mapping_gate_reasons,manual_review_required,NHANES_variables,matrices,cycle_lists,weight_variables,mapping_row_count,primary_mapping_row_count,direct_mapping_row_count,specific_mapping_row_count,proxy_mapping_row_count,T2D_ORs,T2D_P_values,T2D_FDR_values,T2D_analytic_Ns,T2D_case_Ns,T2D_robustness_statuses,T2D_robustness_tiers
C419565,2-ethylhexanoic acid tin(II) salt,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (tin) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C481499,(188)Rhenium tin-colloid,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (tin) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
D000186,Actinium,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
D011478,Protactinium,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
D014001,Tin,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,A,pass,advance_to_literature_audit,Chemical name is the measured parent element (tin) for the elemental urinary analyte.,False,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,1,0,0,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
D004051,Diethylhexyl Phthalate,phthalates,URXECP;URXMHH;URXMOH,DEHP-related exposure axis,parent-to-validated-urinary-metabolite axis,B,pass,advance_to_literature_audit,Specific parent-to-validated urinary metabolite axis recorded in the neutral mapping table.,False,URXECP;URXMHH;URXMOH,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018 || 2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSA2YR;WTSB2YR;WTSPH2YR,3,1,0,3,0,1.0521774162881217;1.054419397812162;1.0544440524627772,0.010315869439704374;0.017398106603110558;0.022047874363383315,0.03324002375015853;0.04586773559001875;0.04652763368795552,11581;12994,1786;1940,ok,robust_fdr_candidate
C012125,diisononyl phthalate,phthalates,URXCOP,DINP-related exposure axis,parent-to-validated-urinary-metabolite axis,B,pass,advance_to_literature_audit,Specific parent-to-validated urinary metabolite axis recorded in the neutral mapping table.,False,URXCOP,urine,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,1,1,0,1,0,1.050543805590017,0.016042074632085006,0.04586773559001875,10236,1617,ok,fdr_candidate_with_instability
C019174,dinonylphthalate,phthalates,URXCOP,DINP-related exposure axis,parent-to-validated-urinary-metabolite axis,B,pass,advance_to_literature_audit,Specific parent-to-validated urinary metabolite axis recorded in the neutral mapping table.,False,URXCOP,urine,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,1,1,0,1,0,1.050543805590017,0.016042074632085006,0.04586773559001875,10236,1617,ok,fdr_candidate_with_instability
C080276,mono(2-ethyl-5-oxohexyl)phthalate,phthalates,URXMOH,phthalate exposure axis,direct urinary metabolite,B,pass_conditional,advance_with_parent_specificity_review,Specific urinary metabolite is directly measured; parent-compound inference is not assumed.,True,URXMOH,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,1,0,1.0521774162881217,0.017398106603110558,0.04586773559001875,12994,1940,ok,robust_fdr_candidate
C573544,mono(carboxy-isooctyl)phthalate,phthalates,URXCOP,DINP-related exposure axis,direct urinary metabolite,B,pass_conditional,advance_with_parent_specificity_review,Specific urinary metabolite is directly measured; parent-compound inference is not assumed.,True,URXCOP,urine,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,1,1,0,1,0,1.050543805590017,0.016042074632085006,0.04586773559001875,10236,1617,ok,fdr_candidate_with_instability
C000212,ammoniacal silver,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000615533,Silver-109,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000615534,Silver-94,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000615535,Silver-105,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000615536,Silver-108,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000615537,Silver-110m,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000617011,Silver-110,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000617013,Silver-111,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the silver elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C000719392,silver graphene,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C026160,silver-allantoin-heparin,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C031342,Henis' silver paste,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C036936,Silver-Percha,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C051450,2-ethyl-5-carboxypentyl phthalate,phthalates,URXECP,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,B,pass,advance_to_literature_audit,Specific parent-to-validated urinary metabolite axis recorded in the neutral mapping table.,False,URXECP,urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,1,1,0,1,0,1.0544440524627772,0.022047874363383315,0.04652763368795552,11581,1786,ok,robust_fdr_candidate
C054102,silver kaolin,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C471071,perfluorohexanesulfonic acid,pfas_perfluoro,LBXPFHS,PFAS exposure axis,direct serum PFAS analyte,A,pass,advance_to_literature_audit,Directly measured serum PFAS analyte mapping.,False,LBXPFHS,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,1,1,1,0,0,0.9338118392105104,0.02246161626315094,0.04652763368795552,11500,1744,ok,robust_fdr_candidate
C500574,silverlon,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (silver); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
C586932,colloidal silver,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (silver) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,0,0,1,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
D012834,Silver,heavy_metals,URXUSR,metal exposure axis,elemental urinary biomarker for parent metal/species,A,pass,advance_to_literature_audit,Chemical name is the measured parent element (silver) for the elemental urinary analyte.,False,URXUSR,urine,2011-2012;2013-2014;2015-2016,WTSA2YR,1,1,1,0,0,0.8865222147936487,0.01934720019223858,0.04652763368795552,4485,712,ok,robust_fdr_candidate
