gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.77,,,,,ChEMBL-assay:CHEMBL632431; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (ether)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.74,,,,,ChEMBL-assay:CHEMBL632430; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (chloroform)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.74,,,,,ChEMBL-assay:CHEMBL631695; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (benzene)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.99,,,,,ChEMBL-assay:CHEMBL875968; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (carbon tetrachloride)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.3,,,,,ChEMBL-assay:CHEMBL632432; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (hexane)
Lithobates pipiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Lithobates pipiens,,,0.0,,,,,ChEMBL-assay:CHEMBL775702; ChEMBL-document:CHEMBL1125698,ChEMBL,target=CHEMBL612906; target_type=ORGANISM; standard_type=Log MBC; standard_units=; relation==; assay_description=Inhibition of Rana pipiens muscle activity.
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.3,,,,,ChEMBL-assay:CHEMBL876466; ChEMBL-document:CHEMBL1143634,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=Log PNalk; standard_units=; relation==; assay_description=Lipophilicity determined as logarithm of the partition coefficient in the alkane/water system
CYP1A2,P05177,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,17000.0,,,,,ChEMBL-assay:CHEMBL830921; ChEMBL-document:CHEMBL1144444,ChEMBL,target=CHEMBL3356; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against recombinant human cytochrome P450 1A2
CYP2A3,P11509,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,140000.0,,,,,ChEMBL-assay:CHEMBL832816; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL5282; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against human cytochrome P450 2A6
Cyp2a-5,P20852,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Mus musculus,,,78000.0,,,,,ChEMBL-assay:CHEMBL832818; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL4085; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against mouse cytochrome P450 2A5
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.8,,,,,ChEMBL-assay:CHEMBL832232; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Ratio; standard_units=; relation==; assay_description=Ratio of IC50 for human CYP2A6 to that of mouse CYP2A5 was determined
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,15.3,,,,,ChEMBL-assay:CHEMBL865966; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 100% IPM membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,60.2,,,,,ChEMBL-assay:CHEMBL865965; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 100% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,35.1,,,,,ChEMBL-assay:CHEMBL865964; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 100% silicon membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,14.1,,,,,ChEMBL-assay:CHEMBL865963; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 100% silicon membrane
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,9.4,,,,,ChEMBL-assay:CHEMBL865962; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=pKa; standard_units=; relation==; assay_description=Dissociation constant, pKa of the compound"
Homo sapiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.11,,,,,ChEMBL-assay:CHEMBL865441; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL372; target_type=ORGANISM; standard_type=log Kp; standard_units=cm/s; relation==; assay_description=Permeability in human skin
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.19,,,,,ChEMBL-assay:CHEMBL865961; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 70% silicon-30% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,36.5,,,,,ChEMBL-assay:CHEMBL865960; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 70% silicon-30% IPM membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,20.1,,,,,ChEMBL-assay:CHEMBL865959; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 70% silicon-30% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.41,,,,,ChEMBL-assay:CHEMBL865956; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 100% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.35,,,,,ChEMBL-assay:CHEMBL865955; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 100% silicon membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.08,,,,,ChEMBL-assay:CHEMBL865954; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Kp; standard_units=cm/s; relation==; assay_description=Permeability coefficient in silicon membrane using diffusion cells
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,2.7,,,,,ChEMBL-assay:CHEMBL925051; ChEMBL-document:CHEMBL1140614,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient, log P of the compound"
Zone of skin,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.11,,,,,ChEMBL-assay:CHEMBL925052; ChEMBL-document:CHEMBL1140614,ChEMBL,target=CHEMBL613427; target_type=TISSUE; standard_type=log Kp; standard_units=; relation==; assay_description=Permeability across human Skin
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.19,,,,,ChEMBL-assay:CHEMBL925053; ChEMBL-document:CHEMBL1140614,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=; relation==; assay_description=Permeability across PAMPA membrane after 7 hrs
Zone of skin,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.12,,,,,ChEMBL-assay:CHEMBL926551; ChEMBL-document:CHEMBL1141284,ChEMBL,target=CHEMBL613427; target_type=TISSUE; standard_type=log Kp; standard_units=; relation==; assay_description=Permeability coefficient in human skin
Cyp2a-5,P20852,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Mus musculus,,,77983.01,,,,,ChEMBL-assay:CHEMBL1023676; ChEMBL-document:CHEMBL1158374,ChEMBL,target=CHEMBL4085; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibition of mouse CYP2A5
CYP2A3,P11509,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,139958.73,,,,,ChEMBL-assay:CHEMBL1023677; ChEMBL-document:CHEMBL1158374,ChEMBL,target=CHEMBL5282; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibition of human CYP2A6
STP,P50225,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743314; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743291; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT1A1
STP2,P50226,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743315; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743292; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT1A2
SULT4A1,Q9BR01,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743313; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743298; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT4A1_v1
GNT1,P22309,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,180.0,,,,,ChEMBL-assay:CHEMBL1908080; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1287617; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A1
GNT1,Q9HAW8,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,10.0,,,,,ChEMBL-assay:CHEMBL1908087; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743320; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A10
GNT1,P22310,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,11.0,,,,,ChEMBL-assay:CHEMBL1908082; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL3619; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A4
GNT1,P19224,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,1500.0,,,,,ChEMBL-assay:CHEMBL1908083; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743316; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A6
GNT1,P19224,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,15.0,,,,,ChEMBL-assay:CHEMBL1908083; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743316; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A6
GNT1,Q9HAW7,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,33.0,,,,,ChEMBL-assay:CHEMBL1908084; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743317; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A7
GNT1,O60656,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,800.0,,,,,ChEMBL-assay:CHEMBL1908086; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743319; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A9
Synonyms=UGT2B8,P54855,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,45.0,,,,,ChEMBL-assay:CHEMBL1908090; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL6161; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT2B15
Plasmodium falciparum,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Plasmodium falciparum,,,100000.0,,,,,ChEMBL-assay:CHEMBL1932231; ChEMBL-document:CHEMBL1926568,ChEMBL,target=CHEMBL364; target_type=ORGANISM; standard_type=IC50; standard_units=nM; relation=>; assay_description=Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 after 48 hrs by lactate dehydrogenase assay
Plasmodium falciparum,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Plasmodium falciparum,,,,,,,,ChEMBL-assay:CHEMBL1932232; ChEMBL-document:CHEMBL1926568,ChEMBL,target=CHEMBL364; target_type=ORGANISM; standard_type=IC50; standard_units=; relation=; assay_description=Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 after 48 hrs by lactate dehydrogenase assay
CHO,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Cricetulus griseus,,,,,,,,ChEMBL-assay:CHEMBL1932277; ChEMBL-document:CHEMBL1926568,ChEMBL,target=CHEMBL613853; target_type=CELL-LINE; standard_type=IC50; standard_units=; relation=; assay_description=Cytotoxicity against CHO cells after 48 hrs by MTT assay
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,2.7,,,,,ChEMBL-assay:CHEMBL1947474; ChEMBL-document:CHEMBL1944569,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogD; standard_units=; relation==; assay_description=Lipophilicity, log D of the compound in octanol-water at pH 7.4 by reverse-phase HPLC analysis"
norA,P0A0J7,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Staphylococcus aureus,,,64.0,,,,,ChEMBL-assay:CHEMBL3240837; ChEMBL-document:CHEMBL3232989,ChEMBL,target=CHEMBL5114; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=ug ml-1; relation==; assay_description=Inhibition of NorA in fluoroquinolone-resistant Staphylococcus aureus 1199B assessed as potentiation of 4 ug/ml of ciprofloxacin MIC at 100 ug/ml after 24 hrs by microdilution method
Staphylococcus aureus,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Staphylococcus aureus,,,128.0,,,,,ChEMBL-assay:CHEMBL3240841; ChEMBL-document:CHEMBL3232989,ChEMBL,target=CHEMBL352; target_type=ORGANISM; standard_type=MIC; standard_units=ug.mL-1; relation=>; assay_description=Toxicity in fluoroquinolone-resistant Staphylococcus aureus 1199B expressing NorA after 24 hrs by microdilution method
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,2.7,,,,,ChEMBL-assay:CHEMBL3243764; ChEMBL-document:CHEMBL3232800,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient, log P of the compound in methanol-water mixture at 0.25 mg/ml by HPLC analysis"
Staphylococcus aureus,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Staphylococcus aureus,,,64.0,,,,,ChEMBL-assay:CHEMBL3240840; ChEMBL-document:CHEMBL3232989,ChEMBL,target=CHEMBL352; target_type=ORGANISM; standard_type=MIC; standard_units=ug.mL-1; relation=>=; assay_description=Toxicity in Staphylococcus aureus ATCC 25923 after 24 hrs by microdilution method
K562,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,100000.0,,,,,ChEMBL-assay:CHEMBL4201519; ChEMBL-document:CHEMBL4196196,ChEMBL,target=CHEMBL385; target_type=CELL-LINE; standard_type=IC50; standard_units=nM; relation=>; assay_description=Cytotoxicity in human K562 cells assessed as reduction in cell viability incubated for 72 hrs by cell-QB reagent based assay
Unchecked,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,57.0,,,,,ChEMBL-assay:CHEMBL4222538; ChEMBL-document:CHEMBL4219150,ChEMBL,target=CHEMBL612545; target_type=UNCHECKED; standard_type=Inhibition; standard_units=%; relation==; assay_description=Inhibition of Mycobacterium tuberculosis IMPDH deltaCBS mutant assessed as reduction in NADH production at 1 mM using IMP as substrate preincubated for 5 mins followed by substrate addition measured for 32 mins in presence of NAD+
