soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
1279,homo_sapiens,disease,intestinal failure–associated liver disease,MONDO:0100615,11969,11969
1280,homo_sapiens,disease,hydrosalpinx,MONDO:0600025,17798,17798
1281,homo_sapiens,disease,"leukoencephalopathy, diffuse hereditary, with spheroids 1",MONDO:0800027,34004,19164
1282,homo_sapiens,disease,head injury,MONDO:0800482,17435,17435
1283,homo_sapiens,disease,schizoaffective depressive disorder,MONDO:1060152,2804,2804
1284,homo_sapiens,disease,normal,PATO:0000461,117337642,64381160
1285,homo_sapiens,self_reported_ethnicity,Japanese,HANCESTRO:0019,578606,290356
1286,homo_sapiens,self_reported_ethnicity,Chinese,HANCESTRO:0021,13400,9290
1287,homo_sapiens,self_reported_ethnicity,Korean,HANCESTRO:0022,734006,367265
1288,homo_sapiens,self_reported_ethnicity,Singaporean Chinese,HANCESTRO:0025,255124,135085
1289,homo_sapiens,self_reported_ethnicity,Han Chinese,HANCESTRO:0027,607984,607984
1290,homo_sapiens,self_reported_ethnicity,Finnish,HANCESTRO:0321,4355,4355
1291,homo_sapiens,self_reported_ethnicity,Australian,HANCESTRO:0346,1248980,1248980
1292,homo_sapiens,self_reported_ethnicity,Brazilian,HANCESTRO:0352,61525,61525
1293,homo_sapiens,self_reported_ethnicity,Canadian,HANCESTRO:0354,26998,14383
1294,homo_sapiens,self_reported_ethnicity,German,HANCESTRO:0364,1259277,618482
1295,homo_sapiens,self_reported_ethnicity,Irish,HANCESTRO:0383,42868,14330
1296,homo_sapiens,self_reported_ethnicity,Iraqi,HANCESTRO:0439,18518,18518
1297,homo_sapiens,self_reported_ethnicity,British,HANCESTRO:0462,2007349,857867
1298,homo_sapiens,self_reported_ethnicity,American,HANCESTRO:0463,150909,96342
1299,homo_sapiens,self_reported_ethnicity,Bangladeshi,HANCESTRO:0485,58134,19464
1300,homo_sapiens,self_reported_ethnicity,Indian,HANCESTRO:0487,197988,137265
1301,homo_sapiens,self_reported_ethnicity,Thai,HANCESTRO:0500,125908,125908
1302,homo_sapiens,self_reported_ethnicity,Ethiopian,HANCESTRO:0506,30130,22509
1303,homo_sapiens,self_reported_ethnicity,African American,HANCESTRO:0568,5243685,3279871
1304,homo_sapiens,self_reported_ethnicity,African American || European American || Native American,HANCESTRO:0568 || HANCESTRO:0590 || HANCESTRO:0846,3028,3028
1305,homo_sapiens,self_reported_ethnicity,Pacific Islander,HANCESTRO:0574,38476,34012
1306,homo_sapiens,self_reported_ethnicity,Jewish Israeli,HANCESTRO:0588,204740,76520
1307,homo_sapiens,self_reported_ethnicity,European American,HANCESTRO:0590,11634810,7650458
1308,homo_sapiens,self_reported_ethnicity,European American || Hispanic or Latin,HANCESTRO:0590 || HANCESTRO:0612,31366,31366
1309,homo_sapiens,self_reported_ethnicity,European American || Asian,HANCESTRO:0590 || HANCESTRO:0847,10261,10261
1310,homo_sapiens,self_reported_ethnicity,Arab,HANCESTRO:0596,117403,36434
1311,homo_sapiens,self_reported_ethnicity,Singaporean Malay,HANCESTRO:0597,207241,107879
1312,homo_sapiens,self_reported_ethnicity,Singaporean Indian,HANCESTRO:0598,224601,121418
1313,homo_sapiens,self_reported_ethnicity,Hispanic or Latin,HANCESTRO:0612,5209388,3064985
1314,homo_sapiens,self_reported_ethnicity,Hispanic or Latin || Native American,HANCESTRO:0612 || HANCESTRO:0846,76416,38208
1315,homo_sapiens,self_reported_ethnicity,Native American,HANCESTRO:0846,23448,6214
1316,homo_sapiens,self_reported_ethnicity,Asian,HANCESTRO:0847,5067621,3173355
1317,homo_sapiens,self_reported_ethnicity,South Asian,HANCESTRO:0848,373381,264540
1318,homo_sapiens,self_reported_ethnicity,East Asian,HANCESTRO:0849,58302,41101
1319,homo_sapiens,self_reported_ethnicity,Southeast Asian,HANCESTRO:0850,9223,7482
1320,homo_sapiens,self_reported_ethnicity,Middle Eastern,HANCESTRO:0852,161699,86939
1321,homo_sapiens,self_reported_ethnicity,unknown,unknown,125907982,76949658
1322,homo_sapiens,sex,female,PATO:0000383,70031086,43940237
1323,homo_sapiens,sex,male,PATO:0000384,79303372,47847312
1324,homo_sapiens,sex,unknown,unknown,12690672,7846088
1325,homo_sapiens,suspension_type,cell,na,162025130,99633637
1326,homo_sapiens,tissue,uterine cervix,UBERON:0000002,8096,8096
1327,homo_sapiens,tissue,nose,UBERON:0000004,271577,115019
1328,homo_sapiens,tissue,islet of Langerhans,UBERON:0000006,569586,344541
1329,homo_sapiens,tissue,zone of skin,UBERON:0000014,15457,15457
1330,homo_sapiens,tissue,endocrine pancreas,UBERON:0000016,3663,1221
1331,homo_sapiens,tissue,exocrine pancreas,UBERON:0000017,38757,12919
1332,homo_sapiens,tissue,lymph node,UBERON:0000029,1506164,1189962
1333,homo_sapiens,tissue,lamina propria,UBERON:0000030,45230,23687
1334,homo_sapiens,tissue,head,UBERON:0000033,13574,6801
1335,homo_sapiens,tissue,dorsal root ganglion,UBERON:0000044,1837,1837
1336,homo_sapiens,tissue,macula lutea,UBERON:0000053,2192804,1210347
1337,homo_sapiens,tissue,ureter,UBERON:0000056,75244,43728
1338,homo_sapiens,tissue,large intestine,UBERON:0000059,54784,25677
1339,homo_sapiens,tissue,trophoblast,UBERON:0000088,26853,26853
1340,homo_sapiens,tissue,lung epithelium,UBERON:0000115,48381,20475
1341,homo_sapiens,tissue,respiratory tube,UBERON:0000117,55804,0
1342,homo_sapiens,tissue,intestine,UBERON:0000160,578076,327410
1343,homo_sapiens,tissue,oral cavity,UBERON:0000167,28186,28186
1344,homo_sapiens,tissue,pleural effusion,UBERON:0000175,179134,90989
1345,homo_sapiens,tissue,blood,UBERON:0000178,31868243,25825191
1346,homo_sapiens,tissue,ventral part of telencephalon,UBERON:0000204,47034,23517
1347,homo_sapiens,tissue,breast,UBERON:0000310,7259436,3466655
1348,homo_sapiens,tissue,cecum mucosa,UBERON:0000314,19435,8122
1349,homo_sapiens,tissue,colonic mucosa,UBERON:0000317,65410,16251
1350,homo_sapiens,tissue,gut wall,UBERON:0000328,174738,0
1351,homo_sapiens,tissue,mucosa,UBERON:0000344,26060,26060
1352,homo_sapiens,tissue,renal medulla,UBERON:0000362,669024,538575
1353,homo_sapiens,tissue,colonic epithelium,UBERON:0000397,341592,80227
1354,homo_sapiens,tissue,jejunal epithelium,UBERON:0000400,257055,128999
1355,homo_sapiens,tissue,scalp,UBERON:0000403,3029,3029
1356,homo_sapiens,tissue,bronchial mucosa,UBERON:0000410,2075,2075
1357,homo_sapiens,tissue,visual cortex,UBERON:0000411,23975,23975
1358,homo_sapiens,tissue,prefrontal cortex,UBERON:0000451,839229,801277
1359,homo_sapiens,tissue,decidua basalis,UBERON:0000453,221773,138648
1360,homo_sapiens,tissue,cerebral subcortex,UBERON:0000454,65500,28814
1361,homo_sapiens,tissue,testis,UBERON:0000473,35750,20724
1362,homo_sapiens,tissue,abdomen,UBERON:0000916,359947,219032
1363,homo_sapiens,tissue,embryo,UBERON:0000922,14244,14244
1364,homo_sapiens,tissue,cranial nerve II,UBERON:0000941,1176356,605501
1365,homo_sapiens,tissue,stomach,UBERON:0000945,578838,203926
1366,homo_sapiens,tissue,aorta,UBERON:0000947,72826,28370
1367,homo_sapiens,tissue,heart,UBERON:0000948,161771,120581
1368,homo_sapiens,tissue,brain,UBERON:0000955,1559427,941245
1369,homo_sapiens,tissue,cerebral cortex,UBERON:0000956,4798733,1730137
1370,homo_sapiens,tissue,cornea,UBERON:0000964,744661,381794
1371,homo_sapiens,tissue,lens of camera-type eye,UBERON:0000965,13900,13900
1372,homo_sapiens,tissue,retina,UBERON:0000966,438857,338454
1373,homo_sapiens,tissue,eye,UBERON:0000970,78279,57627
1374,homo_sapiens,tissue,neck,UBERON:0000974,22813,20201
1375,homo_sapiens,tissue,pleura,UBERON:0000977,19695,19695
1376,homo_sapiens,tissue,pons,UBERON:0000988,759438,273185
1377,homo_sapiens,tissue,gonad,UBERON:0000991,570488,364425
1378,homo_sapiens,tissue,ovary,UBERON:0000992,194519,187401
1379,homo_sapiens,tissue,uterus,UBERON:0000995,9710,8366
1380,homo_sapiens,tissue,skin epidermis,UBERON:0001003,135141,117110
1381,homo_sapiens,tissue,respiratory airway,UBERON:0001005,723671,359260
1382,homo_sapiens,tissue,adipose tissue,UBERON:0001013,93106,31950
1383,homo_sapiens,tissue,yolk sac,UBERON:0001040,169725,56706
1384,homo_sapiens,tissue,esophagus,UBERON:0001043,64754,23590
1385,homo_sapiens,tissue,hindgut,UBERON:0001046,4586,2710
1386,homo_sapiens,tissue,neural tube,UBERON:0001049,43485,43485
1387,homo_sapiens,tissue,rectum,UBERON:0001052,155157,69932
1388,homo_sapiens,tissue,skin of back,UBERON:0001068,12362,12362
1389,homo_sapiens,tissue,inferior vena cava,UBERON:0001072,765,255
1390,homo_sapiens,tissue,skin of trunk,UBERON:0001085,24807,24807
1391,homo_sapiens,tissue,diaphragm,UBERON:0001103,28709,19459
1392,homo_sapiens,tissue,intercostal muscle,UBERON:0001111,423086,183161
1393,homo_sapiens,tissue,right lobe of liver,UBERON:0001114,26626,13313
1394,homo_sapiens,tissue,left lobe of liver,UBERON:0001115,5785,5785
1395,homo_sapiens,tissue,caudate lobe of liver,UBERON:0001117,667175,398678
1396,homo_sapiens,tissue,skeletal muscle tissue,UBERON:0001134,1660,835
1397,homo_sapiens,tissue,caecum,UBERON:0001153,170850,55109
1398,homo_sapiens,tissue,vermiform appendix,UBERON:0001154,26103,10864
1399,homo_sapiens,tissue,colon,UBERON:0001155,1055535,360623
1400,homo_sapiens,tissue,ascending colon,UBERON:0001156,220715,97092
1401,homo_sapiens,tissue,transverse colon,UBERON:0001157,226765,77432
1402,homo_sapiens,tissue,descending colon,UBERON:0001158,80642,44952
1403,homo_sapiens,tissue,sigmoid colon,UBERON:0001159,302660,106080
1404,homo_sapiens,tissue,body of stomach,UBERON:0001161,549644,262629
1405,homo_sapiens,tissue,cardia of stomach,UBERON:0001162,56213,18832
1406,homo_sapiens,tissue,pyloric antrum,UBERON:0001165,137240,35450
1407,homo_sapiens,tissue,pylorus,UBERON:0001166,42210,10418
1408,homo_sapiens,tissue,common bile duct,UBERON:0001174,8898,8898
1409,homo_sapiens,tissue,mucosa of stomach,UBERON:0001199,21189,7063
1410,homo_sapiens,tissue,muscularis mucosae of stomach,UBERON:0001203,876,292
1411,homo_sapiens,tissue,renal pelvis,UBERON:0001224,2069,587
1412,homo_sapiens,tissue,cortex of kidney,UBERON:0001225,1339639,883326
1413,homo_sapiens,tissue,renal papilla,UBERON:0001228,78970,17958
1414,homo_sapiens,tissue,lamina propria of small intestine,UBERON:0001238,128118,105471
1415,homo_sapiens,tissue,intestinal mucosa,UBERON:0001242,22280,22280
1416,homo_sapiens,tissue,urinary bladder,UBERON:0001255,37436,36100
1417,homo_sapiens,tissue,pancreas,UBERON:0001264,259643,246237
1418,homo_sapiens,tissue,pubis,UBERON:0001275,4992,4992
1419,homo_sapiens,tissue,epithelium of stomach,UBERON:0001276,11272,2684
1420,homo_sapiens,tissue,endometrium,UBERON:0001295,522201,247297
1421,homo_sapiens,tissue,myometrium,UBERON:0001296,177086,44031
1422,homo_sapiens,tissue,brown adipose tissue,UBERON:0001348,123840,41280
1423,homo_sapiens,tissue,cerebrospinal fluid,UBERON:0001359,72695,72695
1424,homo_sapiens,tissue,parietal peritoneum,UBERON:0001366,14401,10546
1425,homo_sapiens,tissue,primary motor cortex,UBERON:0001384,811579,561879
1426,homo_sapiens,tissue,gastrocnemius,UBERON:0001388,30877,30877
1427,homo_sapiens,tissue,skin of abdomen,UBERON:0001416,32556,10540
1428,homo_sapiens,tissue,skin of neck,UBERON:0001417,11816,11816
1429,homo_sapiens,tissue,chest,UBERON:0001443,27307,15413
1430,homo_sapiens,tissue,skin of external ear,UBERON:0001459,33232,32932
1431,homo_sapiens,tissue,skin of prepuce of penis,UBERON:0001471,24982,24982
1432,homo_sapiens,tissue,skin of shoulder,UBERON:0001483,37,37
1433,homo_sapiens,tissue,ascending aorta,UBERON:0001496,14731,14731
1434,homo_sapiens,tissue,arch of aorta,UBERON:0001508,16497,16497
1435,homo_sapiens,tissue,skin of knee,UBERON:0001510,1389,1389
1436,homo_sapiens,tissue,skin of leg,UBERON:0001511,9288,9288
1437,homo_sapiens,tissue,skin of pes,UBERON:0001513,9887,9887
1438,homo_sapiens,tissue,descending aorta,UBERON:0001514,16581,16581
1439,homo_sapiens,tissue,thoracic aorta,UBERON:0001515,8406,2802
1440,homo_sapiens,tissue,abdominal aorta,UBERON:0001516,3682,3130
1441,homo_sapiens,tissue,inguinal lymph node,UBERON:0001542,220362,100046
1442,homo_sapiens,tissue,skin of hip,UBERON:0001554,2272,2272
1443,homo_sapiens,tissue,coronary artery,UBERON:0001621,79331,51457
1444,homo_sapiens,tissue,right coronary artery,UBERON:0001625,26461,26461
1445,homo_sapiens,tissue,left coronary artery,UBERON:0001626,711,237
1446,homo_sapiens,tissue,muscle organ,UBERON:0001630,64677,56992
1447,homo_sapiens,tissue,artery,UBERON:0001637,9652,9652
1448,homo_sapiens,tissue,vein,UBERON:0001638,4395,4395
1449,homo_sapiens,tissue,nasal cavity,UBERON:0001707,198868,198868
1450,homo_sapiens,tissue,eyelid,UBERON:0001711,23442,7814
1451,homo_sapiens,tissue,tongue,UBERON:0001723,489,163
1452,homo_sapiens,tissue,nasopharynx,UBERON:0001728,39740,36164
1453,homo_sapiens,tissue,oropharynx,UBERON:0001729,82844,82844
1454,homo_sapiens,tissue,soft palate,UBERON:0001733,2601,835
1455,homo_sapiens,tissue,submandibular gland,UBERON:0001736,75515,21230
1456,homo_sapiens,tissue,dental pulp,UBERON:0001754,108452,29090
1457,homo_sapiens,tissue,periodontium,UBERON:0001758,10329,0
1458,homo_sapiens,tissue,uvea,UBERON:0001768,105118,105118
1459,homo_sapiens,tissue,iris,UBERON:0001769,63771,57422
1460,homo_sapiens,tissue,corneal epithelium,UBERON:0001772,10099,4199
1461,homo_sapiens,tissue,sclera,UBERON:0001773,205909,111910
1462,homo_sapiens,tissue,ciliary body,UBERON:0001775,1111784,1074324
1463,homo_sapiens,tissue,optic choroid,UBERON:0001776,52307,52307
1464,homo_sapiens,tissue,substantia propria of cornea,UBERON:0001777,13722,6909
1465,homo_sapiens,tissue,pigmented layer of retina,UBERON:0001782,25294,25294
1466,homo_sapiens,tissue,optic disc,UBERON:0001783,583664,302788
1467,homo_sapiens,tissue,fovea centralis,UBERON:0001786,1101006,505173
1468,homo_sapiens,tissue,anterior segment of eyeball,UBERON:0001801,16257,5419
1469,homo_sapiens,tissue,posterior segment of eyeball,UBERON:0001802,2376,792
1470,homo_sapiens,tissue,conjunctiva,UBERON:0001811,10923,3641
1471,homo_sapiens,tissue,lacrimal gland,UBERON:0001817,20085,6695
1472,homo_sapiens,tissue,gingiva,UBERON:0001828,398609,105918
1473,homo_sapiens,tissue,minor salivary gland,UBERON:0001830,98173,24010
1474,homo_sapiens,tissue,parotid gland,UBERON:0001831,145246,40487
1475,homo_sapiens,tissue,sublingual gland,UBERON:0001832,39827,11549
1476,homo_sapiens,tissue,saliva,UBERON:0001836,14502,14502
1477,homo_sapiens,tissue,cortex,UBERON:0001851,456334,149766
1478,homo_sapiens,tissue,utricle of membranous labyrinth,UBERON:0001853,1974,658
1479,homo_sapiens,tissue,skin of chest,UBERON:0001868,16123,9409
1480,homo_sapiens,tissue,frontal cortex,UBERON:0001870,800329,753198
1481,homo_sapiens,tissue,temporal lobe,UBERON:0001871,109535,102025
1482,homo_sapiens,tissue,parietal lobe,UBERON:0001872,62410,62410
1483,homo_sapiens,tissue,caudate nucleus,UBERON:0001873,78843,78843
1484,homo_sapiens,tissue,putamen,UBERON:0001874,41277,41277
1485,homo_sapiens,tissue,amygdala,UBERON:0001876,15177,15177
1486,homo_sapiens,tissue,nucleus accumbens,UBERON:0001882,20571,20571
1487,homo_sapiens,tissue,choroid plexus,UBERON:0001886,58246,42669
1488,homo_sapiens,tissue,forebrain,UBERON:0001890,788442,481502
1489,homo_sapiens,tissue,midbrain,UBERON:0001891,1400614,474312
1490,homo_sapiens,tissue,telencephalon,UBERON:0001893,3900079,2625425
1491,homo_sapiens,tissue,diencephalon,UBERON:0001894,141831,53645
1492,homo_sapiens,tissue,metencephalon,UBERON:0001895,70515,33488
1493,homo_sapiens,tissue,medulla oblongata,UBERON:0001896,402100,132074
1494,homo_sapiens,tissue,dorsal plus ventral thalamus,UBERON:0001897,352128,120351
1495,homo_sapiens,tissue,hypothalamus,UBERON:0001898,978192,493102
1496,homo_sapiens,tissue,epithelium of trachea,UBERON:0001901,7228,7228
1497,homo_sapiens,tissue,epithelium of small intestine,UBERON:0001902,30881,9508
1498,homo_sapiens,tissue,mammary gland,UBERON:0001911,92808,30936
1499,homo_sapiens,tissue,milk,UBERON:0001913,48478,48478
1500,homo_sapiens,tissue,arcuate nucleus of hypothalamus,UBERON:0001932,53386,26693
1501,homo_sapiens,tissue,midbrain tegmentum,UBERON:0001943,312138,156069
1502,homo_sapiens,tissue,neocortex,UBERON:0001950,410978,410978
1503,homo_sapiens,tissue,substantia nigra pars compacta,UBERON:0001965,572156,387483
1504,homo_sapiens,tissue,epithelium of esophagus,UBERON:0001976,507474,87947
1505,homo_sapiens,tissue,corneal endothelium,UBERON:0001985,1244,840
1506,homo_sapiens,tissue,placenta,UBERON:0001987,386372,316501
1507,homo_sapiens,tissue,pulmonary artery,UBERON:0002012,12578,12578
1508,homo_sapiens,tissue,occipital lobe,UBERON:0002021,8799,8799
1509,homo_sapiens,tissue,hindbrain,UBERON:0002028,241069,117550
1510,homo_sapiens,tissue,cerebellum,UBERON:0002037,2600207,1683133
1511,homo_sapiens,tissue,terminal bronchus,UBERON:0002041,25535,25535
1512,homo_sapiens,tissue,thyroid gland,UBERON:0002046,15646,15646
1513,homo_sapiens,tissue,lung,UBERON:0002048,7585965,4749750
1514,homo_sapiens,tissue,vasculature,UBERON:0002049,8745,2915
1515,homo_sapiens,tissue,femoral artery,UBERON:0002060,35349,35349
1516,homo_sapiens,tissue,dermis,UBERON:0002067,101977,100247
1517,homo_sapiens,tissue,right cardiac atrium,UBERON:0002078,294062,162650
1518,homo_sapiens,tissue,left cardiac atrium,UBERON:0002079,387555,172565
1519,homo_sapiens,tissue,heart right ventricle,UBERON:0002080,878666,360455
1520,homo_sapiens,tissue,cardiac atrium,UBERON:0002081,25617,8539
1521,homo_sapiens,tissue,cardiac ventricle,UBERON:0002082,11433,3811
1522,homo_sapiens,tissue,heart left ventricle,UBERON:0002084,2234122,1131630
1523,homo_sapiens,tissue,interventricular septum,UBERON:0002094,772741,311288
1524,homo_sapiens,tissue,skin of body,UBERON:0002097,537362,245931
1525,homo_sapiens,tissue,apex of heart,UBERON:0002098,566034,141932
1526,homo_sapiens,tissue,forelimb,UBERON:0002102,74995,38983
1527,homo_sapiens,tissue,hindlimb,UBERON:0002103,205596,126908
1528,homo_sapiens,tissue,spleen,UBERON:0002106,1443812,597645
1529,homo_sapiens,tissue,liver,UBERON:0002107,2427958,1355130
1530,homo_sapiens,tissue,small intestine,UBERON:0002108,339094,155333
1531,homo_sapiens,tissue,gallbladder,UBERON:0002110,19800,19800
1532,homo_sapiens,tissue,kidney,UBERON:0002113,1492226,1061041
1533,homo_sapiens,tissue,duodenum,UBERON:0002114,981436,209051
1534,homo_sapiens,tissue,jejunum,UBERON:0002115,83869,17206
1535,homo_sapiens,tissue,ileum,UBERON:0002116,1685969,457503
1536,homo_sapiens,tissue,right ovary,UBERON:0002118,166230,85822
1537,homo_sapiens,tissue,left ovary,UBERON:0002119,204037,100244
1538,homo_sapiens,tissue,cerebellar cortex,UBERON:0002129,9649,9649
1539,homo_sapiens,tissue,dentate nucleus,UBERON:0002132,13953,13953
1540,homo_sapiens,tissue,right lung,UBERON:0002167,12880,12880
1541,homo_sapiens,tissue,left lung,UBERON:0002168,9276,9276
1542,homo_sapiens,tissue,alveolar sac,UBERON:0002169,229830,116946
1543,homo_sapiens,tissue,upper lobe of right lung,UBERON:0002170,43141,43141
1544,homo_sapiens,tissue,lower lobe of right lung,UBERON:0002171,25984,25984
1545,homo_sapiens,tissue,middle lobe of right lung,UBERON:0002174,340998,324821
1546,homo_sapiens,tissue,segmental bronchus,UBERON:0002184,21144,21144
1547,homo_sapiens,tissue,bronchus,UBERON:0002185,263261,185026
1548,homo_sapiens,tissue,subcutaneous adipose tissue,UBERON:0002190,380279,146500
1549,homo_sapiens,tissue,rib,UBERON:0002228,5992,5992
1550,homo_sapiens,tissue,spinal cord,UBERON:0002240,78486,30106
1551,homo_sapiens,tissue,biliary system,UBERON:0002294,6848,6848
1552,homo_sapiens,tissue,alveolus of lung,UBERON:0002299,57747,54085
1553,homo_sapiens,tissue,midbrain tectum,UBERON:0002314,252381,102911
1554,homo_sapiens,tissue,white matter of cerebellum,UBERON:0002317,31780,15963
1555,homo_sapiens,tissue,epithelium of main bronchus,UBERON:0002340,796,796
1556,homo_sapiens,tissue,sinoatrial node,UBERON:0002351,133922,124065
1557,homo_sapiens,tissue,atrioventricular node,UBERON:0002352,89910,88955
1558,homo_sapiens,tissue,peritoneum,UBERON:0002358,146002,86750
1559,homo_sapiens,tissue,meninx,UBERON:0002360,242818,121409
1560,homo_sapiens,tissue,prostate gland,UBERON:0002367,238432,128233
1561,homo_sapiens,tissue,adrenal gland,UBERON:0002369,705636,543830
1562,homo_sapiens,tissue,thymus,UBERON:0002370,2123602,840360
1563,homo_sapiens,tissue,bone marrow,UBERON:0002371,1491738,915689
1564,homo_sapiens,tissue,tonsil,UBERON:0002372,115963,76791
1565,homo_sapiens,tissue,muscle of abdomen,UBERON:0002378,112255,35371
1566,homo_sapiens,tissue,rectus abdominis muscle,UBERON:0002382,11897,0
1567,homo_sapiens,tissue,muscle tissue,UBERON:0002385,4881,0
1568,homo_sapiens,tissue,basal ganglion,UBERON:0002420,9000,9000
1569,homo_sapiens,tissue,hippocampal formation,UBERON:0002421,1978033,749171
1570,homo_sapiens,tissue,arm skin,UBERON:0002427,34756,33232
1571,homo_sapiens,tissue,cervical lymph node,UBERON:0002429,38777,30063
1572,homo_sapiens,tissue,striatum,UBERON:0002435,285596,95228
1573,homo_sapiens,tissue,primary visual cortex,UBERON:0002436,1100618,859541
1574,homo_sapiens,tissue,decidua,UBERON:0002450,192062,189977
1575,homo_sapiens,tissue,cerebellar peduncular complex,UBERON:0002474,53621,16800
1576,homo_sapiens,tissue,medial globus pallidus,UBERON:0002477,385587,385587
1577,homo_sapiens,tissue,mesenteric lymph node,UBERON:0002509,588453,208095
1578,homo_sapiens,tissue,superior frontal gyrus,UBERON:0002661,112488,63608
1579,homo_sapiens,tissue,angular gyrus,UBERON:0002686,221504,110752
1580,homo_sapiens,tissue,entorhinal cortex,UBERON:0002728,238244,174023
1581,homo_sapiens,tissue,basal forebrain,UBERON:0002743,115556,54002
1582,homo_sapiens,tissue,anterior cingulate gyrus,UBERON:0002756,6279,6279
1583,homo_sapiens,tissue,middle temporal gyrus,UBERON:0002771,3225610,1317262
1584,homo_sapiens,tissue,left parietal lobe,UBERON:0002802,326,163
1585,homo_sapiens,tissue,right parietal lobe,UBERON:0002803,56830,47176
1586,homo_sapiens,tissue,right occipital lobe,UBERON:0002807,22796,22796
1587,homo_sapiens,tissue,left temporal lobe,UBERON:0002808,87919,63227
1588,homo_sapiens,tissue,right temporal lobe,UBERON:0002809,304200,283163
1589,homo_sapiens,tissue,right frontal lobe,UBERON:0002810,109363,85525
1590,homo_sapiens,tissue,left frontal lobe,UBERON:0002811,142895,98536
1591,homo_sapiens,tissue,macula lutea proper,UBERON:0002822,258070,87190
1592,homo_sapiens,tissue,dorsal motor nucleus of vagus nerve,UBERON:0002870,303942,303942
1593,homo_sapiens,tissue,cingulate cortex,UBERON:0003027,75807,75807
1594,homo_sapiens,tissue,dorsal lateral plate region,UBERON:0003105,19069,19069
1595,homo_sapiens,tissue,trachea,UBERON:0003126,164731,91983
1596,homo_sapiens,tissue,hard palate,UBERON:0003216,27546,8807
1597,homo_sapiens,tissue,epithelium of rectum,UBERON:0003354,18713,0
1598,homo_sapiens,tissue,skin of forearm,UBERON:0003403,32138,29396
1599,homo_sapiens,tissue,kidney blood vessel,UBERON:0003517,143,48
1600,homo_sapiens,tissue,hindlimb skin,UBERON:0003532,3443,3443
1601,homo_sapiens,tissue,brain white matter,UBERON:0003544,5230,5230
1602,homo_sapiens,tissue,brain meninx,UBERON:0003547,25874,12937
1603,homo_sapiens,tissue,forebrain meninges,UBERON:0003548,44760,22380
1604,homo_sapiens,tissue,mammary gland connective tissue,UBERON:0003584,24271,24271
1605,homo_sapiens,tissue,omentum,UBERON:0003688,358095,222303
1606,homo_sapiens,tissue,abdominal wall,UBERON:0003697,9899,5154
1607,homo_sapiens,tissue,calcaneal tendon,UBERON:0003701,40035,40035
1608,homo_sapiens,tissue,intrahepatic bile duct,UBERON:0003704,10580,10580
1609,homo_sapiens,tissue,fallopian tube,UBERON:0003889,75686,52374
1610,homo_sapiens,tissue,retinal neural layer,UBERON:0003902,13854,721
1611,homo_sapiens,tissue,choroid plexus epithelium,UBERON:0003911,20687,6901
1612,homo_sapiens,tissue,ganglionic eminence,UBERON:0004023,28857,28857
1613,homo_sapiens,tissue,medial ganglionic eminence,UBERON:0004024,29064,29064
1614,homo_sapiens,tissue,lateral ganglionic eminence,UBERON:0004025,6448,6448
1615,homo_sapiens,tissue,caudal ganglionic eminence,UBERON:0004026,48185,48185
1616,homo_sapiens,tissue,cerebellum vermis lobule,UBERON:0004070,8033,8033
1617,homo_sapiens,tissue,orbitofrontal cortex,UBERON:0004167,5874,5874
1618,homo_sapiens,tissue,stomach smooth muscle,UBERON:0004222,49491,16497
1619,homo_sapiens,tissue,upper leg skin,UBERON:0004262,4992,4992
1620,homo_sapiens,tissue,lower leg skin,UBERON:0004264,1475,1475
1621,homo_sapiens,tissue,vault of skull,UBERON:0004339,5129,5129
1622,homo_sapiens,tissue,esophagus muscularis mucosa,UBERON:0004648,34173,34173
1623,homo_sapiens,tissue,crista ampullaris,UBERON:0004721,7191,2397
1624,homo_sapiens,tissue,salivary gland epithelium,UBERON:0004809,15796,15796
1625,homo_sapiens,tissue,mucosa of transverse colon,UBERON:0004991,21533,4649
1626,homo_sapiens,tissue,mucosa of sigmoid colon,UBERON:0004993,17871,16765
1627,homo_sapiens,tissue,myelencephalon,UBERON:0005290,256461,85487
1628,homo_sapiens,tissue,cortical plate,UBERON:0005343,14336,14336
1629,homo_sapiens,tissue,caudate-putamen,UBERON:0005383,42096,13184
1630,homo_sapiens,tissue,nasal cavity epithelium,UBERON:0005384,34833,34833
1631,homo_sapiens,tissue,carotid artery segment,UBERON:0005396,207309,207309
1632,homo_sapiens,tissue,perirenal fat,UBERON:0005406,2121,2121
1633,homo_sapiens,tissue,iliac artery,UBERON:0005609,7948,7948
1634,homo_sapiens,tissue,mesenteric artery,UBERON:0005616,11243,11243
1635,homo_sapiens,tissue,caecum epithelium,UBERON:0005636,11829,5950
1636,homo_sapiens,tissue,eye trabecular meshwork,UBERON:0005969,346483,311674
1637,homo_sapiens,tissue,Brodmann (1909) area 46,UBERON:0006483,37121,37121
1638,homo_sapiens,tissue,left atrium auricular region,UBERON:0006630,41279,41279
1639,homo_sapiens,tissue,right atrium auricular region,UBERON:0006631,614575,614575
1640,homo_sapiens,tissue,carina of trachea,UBERON:0006679,40675,15855
1641,homo_sapiens,tissue,corneo-scleral junction,UBERON:0006761,769391,369036
1642,homo_sapiens,tissue,buccal mucosa,UBERON:0006956,205968,302
1643,homo_sapiens,tissue,chorionic villus,UBERON:0007106,9898,9898
1644,homo_sapiens,tissue,lamina propria of mucosa of colon,UBERON:0007177,141294,63470
