GeneCards_Rank,GeneSymbol,GeneName,GeneType,RelevanceScore,KnowledgeScore
"682","HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","13.7","88"
"683","CYP1A2","Cytochrome P450 Family 1 Subfamily A Member 2","Protein Coding","13.7","85"
"684","ABCC2","ATP Binding Cassette Subfamily C Member 2","Protein Coding","13.7","100"
"685","EGF","Epidermal Growth Factor","Protein Coding","13.7","100"
"686","IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","13.7","100"
"687","TNFSF10","TNF Superfamily Member 10","Protein Coding","13.7","88"
"688","JAK2","Janus Kinase 2","Protein Coding","13.6","100"
"689","MSH5","MutS Homolog 5","Protein Coding","13.6","80"
"690","LEF1","Lymphoid Enhancer Binding Factor 1","Protein Coding","13.5","91"
"691","MT-CYB","Mitochondrially Encoded Cytochrome B","Protein Coding","13.5","87"
"692","CASP9","Caspase 9","Protein Coding","13.5","94"
"693","RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","13.4","100"
"694","KLF4","KLF Transcription Factor 4","Protein Coding","13.4","90"
"695","UMPS","Uridine Monophosphate Synthetase","Protein Coding","13.4","97"
"696","CCNL2","Cyclin L2","Protein Coding","13.4","71"
"697","EXO1","Exonuclease 1","Protein Coding","13.4","91"
"698","RUNX3","RUNX Family Transcription Factor 3","Protein Coding","13.4","84"
"699","CCND2","Cyclin D2","Protein Coding","13.3","97"
"700","LINC01672","Long Intergenic Non-Protein Coding RNA 1672","RNA Gene","13.3","52"
"701","IFNA2","Interferon Alpha 2","Protein Coding","13.2","74"
"702","MUC12","Mucin 12, Cell Surface Associated","Protein Coding","13.2","68"
"703","PLAU","Plasminogen Activator, Urokinase","Protein Coding","13.1","99"
"704","APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","13.1","90"
"705","CYP3A4","Cytochrome P450 Family 3 Subfamily A Member 4","Protein Coding","13.1","92"
"706","LOC130009266","ATAC-STARR-Seq Lymphoblastoid Silent Region 5123","Functional Element","13.0","58"
"707","ABCC1","ATP Binding Cassette Subfamily C Member 1 (ABCC1 Blood Group)","Protein Coding","13.0","98"
"708","MT-ND4L","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4L","Protein Coding","12.9","66"
"709","TGFBR1","Transforming Growth Factor Beta Receptor 1","Protein Coding","12.9","100"
"710","DHFR","Dihydrofolate Reductase","Protein Coding","12.9","99"
"711","B2M","Beta-2-Microglobulin","Protein Coding","12.8","95"
"712","BCL2L1","BCL2 Like 1","Protein Coding","12.8","92"
"713","SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","12.7","100"
"714","GDF15","Growth Differentiation Factor 15","Protein Coding","12.7","76"
"715","E2F1","E2F Transcription Factor 1","Protein Coding","12.6","90"
"716","GUCY2C","Guanylate Cyclase 2C","Protein Coding","12.6","89"
"717","AREG","Amphiregulin","Protein Coding","12.6","83"
"718","MRE11","MRE11 Double Strand Break Repair Nuclease","Protein Coding","12.5","100"
"719","CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","12.5","92"
"720","DKK1","Dickkopf Wnt Signaling Pathway Inhibitor 1","Protein Coding","12.5","86"
"721","CDK8","Cyclin Dependent Kinase 8","Protein Coding","12.4","97"
"722","ITGB1","Integrin Subunit Beta 1","Protein Coding","12.4","94"
"723","GNAS","GNAS Complex Locus","Protein Coding","12.4","100"
"724","IGF1","Insulin Like Growth Factor 1","Protein Coding","12.3","100"
"725","NAT1","N-Acetyltransferase 1","Protein Coding","12.3","74"
"726","IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","12.3","100"
"727","VIM","Vimentin","Protein Coding","12.2","98"
"728","XRCC3","X-Ray Repair Cross Complementing 3","Protein Coding","12.2","86"
"729","OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","12.1","87"
"730","CYP24A1","Cytochrome P450 Family 24 Subfamily A Member 1","Protein Coding","12.0","93"
"731","NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","12.0","100"
"732","TSC2","TSC Complex Subunit 2","Protein Coding","12.0","100"
"733","PTK2","Protein Tyrosine Kinase 2","Protein Coding","12.0","96"
"734","BECN1","Beclin 1","Protein Coding","11.9","86"
"735","NQO1","NAD(P)H Quinone Dehydrogenase 1","Protein Coding","11.9","100"
"736","TOP1","DNA Topoisomerase I","Protein Coding","11.9","88"
"737","MAPK14","Mitogen-Activated Protein Kinase 14","Protein Coding","11.9","93"
"738","MMP1","Matrix Metallopeptidase 1","Protein Coding","11.9","92"
"739","IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","11.9","82"
"740","PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","11.9","91"
"741","CTSB","Cathepsin B","Protein Coding","11.9","100"
"742","XRCC2","X-Ray Repair Cross Complementing 2","Protein Coding","11.9","89"
"743","LOC130002222","ATAC-STARR-Seq Lymphoblastoid Silent Region 20123","Functional Element","11.9","46"
"744","FOXM1","Forkhead Box M1","Protein Coding","11.8","90"
"745","NME1","NME/NM23 Nucleoside Diphosphate Kinase 1","Protein Coding","11.8","91"
"746","GNE","Glucosamine (UDP-N-Acetyl)-2-Epimerase/N-Acetylmannosamine Kinase","Protein Coding","11.8","92"
"747","TWIST1","Twist Family BHLH Transcription Factor 1","Protein Coding","11.8","97"
"748","PPARGC1A","PPARG Coactivator 1 Alpha","Protein Coding","11.8","94"
"749","IL17A","Interleukin 17A","Protein Coding","11.7","82"
"750","MIR211","MicroRNA 211","RNA Gene","11.7","58"
"751","PTCH1","Patched 1","Protein Coding","11.6","100"
"752","CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","11.6","100"
"753","XIAP","X-Linked Inhibitor Of Apoptosis","Protein Coding","11.6","100"
"754","NOS2","Nitric Oxide Synthase 2","Protein Coding","11.5","97"
"755","UGT1A7","UDP Glucuronosyltransferase Family 1 Member A7","Protein Coding","11.5","92"
"756","AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","11.5","100"
"757","GPA33","Glycoprotein A33","Protein Coding","11.5","63"
"758","CFTR-AS1","CFTR Antisense RNA 1","RNA Gene","11.5","61"
"759","SPP1","Secreted Phosphoprotein 1","Protein Coding","11.5","86"
"760","NRG1","Neuregulin 1","Protein Coding","11.5","96"
"761","IDO1","Indoleamine 2,3-Dioxygenase 1","Protein Coding","11.5","83"
"762","CD276","CD276 Molecule","Protein Coding","11.4","78"
"763","ALOX15","Arachidonate 15-Lipoxygenase","Protein Coding","11.4","88"
"764","SOX2","SRY-Box Transcription Factor 2","Protein Coding","11.4","95"
"765","RAC1","Rac Family Small GTPase 1","Protein Coding","11.4","97"
"766","ATR","ATR Checkpoint Kinase","Protein Coding","11.4","100"
"767","CHEK1","Checkpoint Kinase 1","Protein Coding","11.4","98"
"768","HMGB1","High Mobility Group Box 1","Protein Coding","11.3","94"
"769","IL10","Interleukin 10","Protein Coding","11.3","100"
"770","FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","11.3","94"
"771","SERPINE1","Serpin Family E Member 1","Protein Coding","11.2","99"
"772","RABL3","RAB, Member Of RAS Oncogene Family Like 3","Protein Coding","11.2","69"
"773","TET2","Tet Methylcytosine Dioxygenase 2","Protein Coding","11.2","91"
"774","MIR373","MicroRNA 373","RNA Gene","11.2","58"
"775","FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","11.2","90"
"776","PGF","Placental Growth Factor","Protein Coding","11.1","79"
"777","FAP","Fibroblast Activation Protein Alpha","Protein Coding","11.1","79"
"778","MIR146A","MicroRNA 146a","RNA Gene","11.1","66"
"779","NLRP3","NLR Family Pyrin Domain Containing 3","Protein Coding","11.1","100"
"780","UCHL1","Ubiquitin C-Terminal Hydrolase L1","Protein Coding","11.1","95"
"781","MIR532","MicroRNA 532","RNA Gene","11.0","55"
"782","CERNA3","Competing Endogenous LncRNA 3 For MiR-645","RNA Gene","11.0","52"
"783","DNMT3A","DNA Methyltransferase 3 Alpha","Protein Coding","11.0","100"
"784","KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","11.0","93"
"785","MIR150","MicroRNA 150","RNA Gene","11.0","64"
"786","MKI67","Marker Of Proliferation Ki-67","Protein Coding","10.9","83"
"787","AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","10.9","100"
"788","EREG","Epiregulin","Protein Coding","10.9","83"
"789","MACC1","MET Transcriptional Regulator MACC1","Protein Coding","10.9","55"
"790","KRT19","Keratin 19","Protein Coding","10.9","81"
"791","MIR92A1","MicroRNA 92a-1","RNA Gene","10.9","63"
"792","POU5F1","POU Class 5 Homeobox 1","Protein Coding","10.9","91"
"793","SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","10.8","100"
"794","MIR200B","MicroRNA 200b","RNA Gene","10.8","68"
"795","TIMP1","TIMP Metallopeptidase Inhibitor 1","Protein Coding","10.8","82"
"796","RASSF1","Ras Association Domain Family Member 1","Protein Coding","10.8","81"
"797","VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","10.8","90"
"798","RYR1","Ryanodine Receptor 1","Protein Coding","10.8","100"
"799","FN1","Fibronectin 1","Protein Coding","10.8","100"
"800","TOP2A","DNA Topoisomerase II Alpha","Protein Coding","10.8","93"
"801","IPMK","Inositol Polyphosphate Multikinase","Protein Coding","10.8","70"
"802","HDAC1","Histone Deacetylase 1","Protein Coding","10.8","91"
"803","BUB1B-PAK6","BUB1B-PAK6 Readthrough","Protein Coding","10.8","48"
"804","TNIK","TRAF2 And NCK Interacting Kinase","Protein Coding","10.7","92"
"805","KDM1A","Lysine Demethylase 1A","Protein Coding","10.7","100"
"806","H2AX","H2A.X Variant Histone","Protein Coding","10.7","81"
"807","HMOX1","Heme Oxygenase 1","Protein Coding","10.7","100"
"808","CREBBP","CREB Binding Lysine Acetyltransferase","Protein Coding","10.7","100"
"809","MIR148A","MicroRNA 148a","RNA Gene","10.7","65"
"810","MELK","Maternal Embryonic Leucine Zipper Kinase","Protein Coding","10.7","85"
"811","JAG1","Jagged Canonical Notch Ligand 1","Protein Coding","10.7","100"
"812","AHR","Aryl Hydrocarbon Receptor","Protein Coding","10.7","100"
"813","CYP1B1","Cytochrome P450 Family 1 Subfamily B Member 1","Protein Coding","10.7","100"
"814","WNT5A","Wnt Family Member 5A","Protein Coding","10.6","95"
"815","RHOA","Ras Homolog Family Member A","Protein Coding","10.6","93"
"816","PIK3R2","Phosphoinositide-3-Kinase Regulatory Subunit 2","Protein Coding","10.6","100"
"817","MTA1","Metastasis Associated 1","Protein Coding","10.6","90"
"818","ALDH2","Aldehyde Dehydrogenase 2 Family Member","Protein Coding","10.6","92"
"819","PIK3CB","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta","Protein Coding","10.6","94"
"820","PLK4","Polo Like Kinase 4","Protein Coding","10.6","100"
"821","NFKBIA","NFKB Inhibitor Alpha","Protein Coding","10.6","100"
"822","UGT1A6","UDP Glucuronosyltransferase Family 1 Member A6","Protein Coding","10.6","91"
"823","SP1","Sp1 Transcription Factor","Protein Coding","10.6","90"
"824","SFRP1","Secreted Frizzled Related Protein 1","Protein Coding","10.6","77"
"825","TPX2","TPX2 Microtubule Nucleation Factor","Protein Coding","10.6","81"
"826","PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","10.6","98"
"827","CGAS","Cyclic GMP-AMP Synthase","Protein Coding","10.6","76"
"828","IRS2","Insulin Receptor Substrate 2","Protein Coding","10.5","91"
"829","CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","10.5","87"
"830","NPAT","Nuclear Protein, Coactivator Of Histone Transcription","Protein Coding","10.5","79"
"831","FOXO3","Forkhead Box O3","Protein Coding","10.5","90"
"832","CHI3L1","Chitinase 3 Like 1","Protein Coding","10.5","79"
"833","S100A4","S100 Calcium Binding Protein A4","Protein Coding","10.5","74"
"834","POLE2","DNA Polymerase Epsilon 2, Accessory Subunit","Protein Coding","10.5","92"
"835","MIR149","MicroRNA 149","RNA Gene","10.5","65"
"836","MAP2K6","Mitogen-Activated Protein Kinase Kinase 6","Protein Coding","10.5","89"
"837","CYP2E1","Cytochrome P450 Family 2 Subfamily E Member 1","Protein Coding","10.4","88"
"838","SMARCA4","SWI/SNF Related BAF Chromatin Remodeling Complex Subunit ATPase 4","Protein Coding","10.4","100"
"839","MIR196A1","MicroRNA 196a-1","RNA Gene","10.4","60"
"840","TOE1","Target Of EGR1, Exonuclease","Protein Coding","10.4","80"
"841","BMP2","Bone Morphogenetic Protein 2","Protein Coding","10.4","98"
"842","MAP1LC3A","Microtubule Associated Protein 1 Light Chain 3 Alpha","Protein Coding","10.4","81"
"843","JAK1","Janus Kinase 1","Protein Coding","10.4","100"
"844","LOC126807632","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr5:180046831-180048030","Functional Element","10.4","49"
"845","BMI1","BMI1 Proto-Oncogene, Polycomb Ring Finger","Protein Coding","10.4","87"
"846","STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","10.4","100"
"847","SLC7A11","Solute Carrier Family 7 Member 11","Protein Coding","10.4","87"
"848","FASLG","Fas Ligand","Protein Coding","10.4","100"
"849","SATB2","SATB Homeobox 2","Protein Coding","10.3","95"
"850","LASP1","LIM And SH3 Protein 1","Protein Coding","10.3","73"
"851","EPHB2","EPH Receptor B2","Protein Coding","10.3","99"
"852","RAD51","RAD51 Recombinase","Protein Coding","10.3","100"
"853","MUC5AC","Mucin 5AC, Oligomeric Mucus/Gel-Forming","Protein Coding","10.3","81"
"854","PKM","Pyruvate Kinase M1/2","Protein Coding","10.3","93"
"855","MCL1","MCL1 Apoptosis Regulator, BCL2 Family Member","Protein Coding","10.2","91"
"856","MIR7-3HG","MIR7-3 Host Gene","RNA Gene","10.2","54"
"857","HDAC2","Histone Deacetylase 2","Protein Coding","10.2","92"
"858","UGT1A9","UDP Glucuronosyltransferase Family 1 Member A9","Protein Coding","10.2","92"
"859","PDCD4","Programmed Cell Death 4","Protein Coding","10.2","80"
"860","RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","10.2","100"
"861","PLAUR","Plasminogen Activator, Urokinase Receptor","Protein Coding","10.2","89"
"862","HAVCR2","Hepatitis A Virus Cellular Receptor 2","Protein Coding","10.1","88"
"863","GLI1","GLI Family Zinc Finger 1","Protein Coding","10.1","95"
"864","DCLK1","Doublecortin Like Kinase 1","Protein Coding","10.1","79"
"865","RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","10.1","100"
"866","CDK2","Cyclin Dependent Kinase 2","Protein Coding","10.1","91"
"867","LGALS4","Galectin 4","Protein Coding","10.1","65"
"868","FOXO1","Forkhead Box O1","Protein Coding","10.1","90"
"869","CLDN1","Claudin 1","Protein Coding","10.1","85"
"870","FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","10.1","96"
"871","RUNX1","RUNX Family Transcription Factor 1","Protein Coding","10.1","100"
"872","YTHDF1","YTH N6-Methyladenosine RNA Binding Protein F1","Protein Coding","10.0","66"
"873","SLTM","SAFB Like Transcription Modulator","Protein Coding","10.0","66"
"874","BBC3","BCL2 Binding Component 3","Protein Coding","10.0","80"
"875","PDGFRB","Platelet Derived Growth Factor Receptor Beta","Protein Coding","10.0","100"
"876","MIR16-1","MicroRNA 16-1","RNA Gene","10.0","70"
"877","TMEFF2","Transmembrane Protein With EGF Like And Two Follistatin Like Domains 2","Protein Coding","10.0","65"
"878","ANXA5","Annexin A5","Protein Coding","10.0","84"
"879","LEP","Leptin","Protein Coding","10.0","95"
"880","MAP2K2","Mitogen-Activated Protein Kinase Kinase 2","Protein Coding","10.0","100"
"881","NDRG4","NDRG Family Member 4","Protein Coding","10.0","73"
"882","FAS","Fas Cell Surface Death Receptor","Protein Coding","9.9","100"
"883","DICER1","Dicer 1, Ribonuclease III","Protein Coding","9.9","100"
"884","TLR9","Toll Like Receptor 9","Protein Coding","9.9","91"
"885","TJP1","Tight Junction Protein 1","Protein Coding","9.9","96"
"886","LGALS3","Galectin 3","Protein Coding","9.8","85"
"887","LGALS3BP","Galectin 3 Binding Protein","Protein Coding","9.8","76"
"888","ATF3","Activating Transcription Factor 3","Protein Coding","9.8","87"
"889","AREL1","Apoptosis Resistant E3 Ubiquitin Protein Ligase 1","Protein Coding","9.8","70"
"890","WNT3A","Wnt Family Member 3A","Protein Coding","9.8","85"
"891","WNT1","Wnt Family Member 1","Protein Coding","9.8","89"
"892","PHLPP2","PH Domain And Leucine Rich Repeat Protein Phosphatase 2","Protein Coding","9.8","75"
"893","AIM2","Absent In Melanoma 2","Protein Coding","9.8","77"
"894","MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","9.8","94"
"895","PMAIP1","Phorbol-12-Myristate-13-Acetate-Induced Protein 1","Protein Coding","9.8","78"
"896","BMP4","Bone Morphogenetic Protein 4","Protein Coding","9.8","100"
"897","KRT7","Keratin 7","Protein Coding","9.8","75"
"898","ALCAM","Activated Leukocyte Cell Adhesion Molecule","Protein Coding","9.7","82"
"899","CXCR2","C-X-C Motif Chemokine Receptor 2","Protein Coding","9.7","98"
"900","RIPK1","Receptor Interacting Serine/Threonine Kinase 1","Protein Coding","9.7","100"
"901","WIF1","Wnt Inhibitory Factor 1","Protein Coding","9.7","77"
"902","NR1I2","Nuclear Receptor Subfamily 1 Group I Member 2","Protein Coding","9.7","89"
"903","HLA-G","Major Histocompatibility Complex, Class I, G","Protein Coding","9.7","89"
"904","TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","9.7","93"
"905","IRS1","Insulin Receptor Substrate 1","Protein Coding","9.7","93"
"906","DDIT3","DNA Damage Inducible Transcript 3","Protein Coding","9.6","84"
"907","LAG3","Lymphocyte Activating 3","Protein Coding","9.6","81"
"908","PPARA","Peroxisome Proliferator Activated Receptor Alpha","Protein Coding","9.6","93"
"909","L1CAM","L1 Cell Adhesion Molecule","Protein Coding","9.6","96"
"910","CDK1","Cyclin Dependent Kinase 1","Protein Coding","9.6","90"
"911","SLC19A1","Solute Carrier Family 19 Member 1","Protein Coding","9.6","96"
"912","YY1","YY1 Transcription Factor","Protein Coding","9.6","96"
"913","ELAVL1","ELAV Like RNA Binding Protein 1","Protein Coding","9.6","87"
"914","WRN","WRN RecQ Like Helicase","Protein Coding","9.5","100"
"915","CCL20","C-C Motif Chemokine Ligand 20","Protein Coding","9.5","80"
"916","KRT18","Keratin 18","Protein Coding","9.5","85"
"917","NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","9.5","100"
"918","GPX2","Glutathione Peroxidase 2","Protein Coding","9.5","76"
"919","CCL5","C-C Motif Chemokine Ligand 5","Protein Coding","9.5","84"
"920","MAPRE1","Microtubule Associated Protein RP/EB Family Member 1","Protein Coding","9.5","83"
"921","MTDH","Metadherin","Protein Coding","9.5","72"
"922","BCL2L11","BCL2 Like 11","Protein Coding","9.5","90"
"923","ZEB2","Zinc Finger E-Box Binding Homeobox 2","Protein Coding","9.5","100"
"924","DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","9.5","100"
"925","TIGIT","T Cell Immunoreceptor With Ig And ITIM Domains","Protein Coding","9.5","75"
"926","FASN","Fatty Acid Synthase","Protein Coding","9.4","100"
"927","PRKCA","Protein Kinase C Alpha","Protein Coding","9.4","95"
"928","SPARC","Secreted Protein Acidic And Cysteine Rich","Protein Coding","9.4","98"
"929","WEE1","WEE1 G2 Checkpoint Kinase","Protein Coding","9.4","90"
"930","ADAM17","ADAM Metallopeptidase Domain 17","Protein Coding","9.4","100"
"931","IL33","Interleukin 33","Protein Coding","9.4","84"
"932","FEN1","Flap Structure-Specific Endonuclease 1","Protein Coding","9.4","89"
"933","MIR142","MicroRNA 142","RNA Gene","9.4","64"
"934","WNT6","Wnt Family Member 6","Protein Coding","9.4","73"
"935","PLK1","Polo Like Kinase 1","Protein Coding","9.4","89"
"936","CLDN3","Claudin 3","Protein Coding","9.4","69"
"937","SNAI2","Snail Family Transcriptional Repressor 2","Protein Coding","9.3","87"
"938","EPHA2","EPH Receptor A2","Protein Coding","9.3","100"
"939","SHMT1","Serine Hydroxymethyltransferase 1","Protein Coding","9.3","91"
"940","HGF","Hepatocyte Growth Factor","Protein Coding","9.3","100"
"941","BAK1","BCL2 Antagonist/Killer 1","Protein Coding","9.3","85"
"942","DPP4","Dipeptidyl Peptidase 4","Protein Coding","9.3","88"
"943","EIF5A","Eukaryotic Translation Initiation Factor 5A","Protein Coding","9.3","84"
"944","CDK6","Cyclin Dependent Kinase 6","Protein Coding","9.3","93"
"945","ALKBH5","AlkB Homolog 5, RNA Demethylase","Protein Coding","9.3","66"
"946","MIR494","MicroRNA 494","RNA Gene","9.3","59"
"947","TRIM28","Tripartite Motif Containing 28","Protein Coding","9.2","99"
"948","FSCN1","Fascin Actin-Bundling Protein 1","Protein Coding","9.2","79"
"949","NDRG1","N-Myc Downstream Regulated 1","Protein Coding","9.2","97"
"950","MDM4","MDM4 Regulator Of P53","Protein Coding","9.2","93"
"951","CCNB1","Cyclin B1","Protein Coding","9.2","89"
"952","ANTXR1","ANTXR Cell Adhesion Molecule 1","Protein Coding","9.2","90"
"953","HDAC3","Histone Deacetylase 3","Protein Coding","9.2","93"
"954","HSPB1","Heat Shock Protein Family B (Small) Member 1","Protein Coding","9.2","100"
"955","LINC02605","Long Intergenic Non-Protein Coding RNA 2605","RNA Gene","9.2","50"
"956","SDHD","Succinate Dehydrogenase Complex Subunit D","Protein Coding","9.2","93"
"957","TCF7","Transcription Factor 7","Protein Coding","9.2","87"
"958","LDHA","Lactate Dehydrogenase A","Protein Coding","9.2","100"
"959","CDH2","Cadherin 2","Protein Coding","9.2","100"
"960","ANGPT2","Angiopoietin 2","Protein Coding","9.2","93"
"961","MTR","5-Methyltetrahydrofolate-Homocysteine Methyltransferase","Protein Coding","9.2","100"
"962","BMP3","Bone Morphogenetic Protein 3","Protein Coding","9.2","70"
"963","LATS2","Large Tumor Suppressor Kinase 2","Protein Coding","9.2","88"
"964","WNT2","Wnt Family Member 2","Protein Coding","9.1","78"
"965","SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","9.1","98"
"966","FOSL1","FOS Like 1, AP-1 Transcription Factor Subunit","Protein Coding","9.1","83"
"967","MIR210","MicroRNA 210","RNA Gene","9.1","67"
"968","ASCL2","Achaete-Scute Family BHLH Transcription Factor 2","Protein Coding","9.1","61"
"969","FOXQ1","Forkhead Box Q1","Protein Coding","9.1","68"
"970","FZD7","Frizzled Class Receptor 7","Protein Coding","9.1","83"
"971","PRKDC","Protein Kinase, DNA-Activated, Catalytic Subunit","Protein Coding","9.0","100"
"972","SDC1","Syndecan 1","Protein Coding","9.0","84"
"973","SOX4","SRY-Box Transcription Factor 4","Protein Coding","9.0","86"
"974","CD24","CD24 Molecule","Protein Coding","9.0","70"
"975","MMP13","Matrix Metallopeptidase 13","Protein Coding","9.0","97"
"976","CXCL10","C-X-C Motif Chemokine Ligand 10","Protein Coding","9.0","84"
"977","CCNA2","Cyclin A2","Protein Coding","9.0","87"
"978","NPM1","Nucleophosmin 1","Protein Coding","9.0","97"
"979","CTSD","Cathepsin D","Protein Coding","9.0","100"
"980","MIR199A1","MicroRNA 199a-1","RNA Gene","9.0","69"
"981","NANOG","Nanog Homeobox","Protein Coding","9.0","76"
"982","KLF5","KLF Transcription Factor 5","Protein Coding","9.0","83"
"983","GRB2","Growth Factor Receptor Bound Protein 2","Protein Coding","9.0","91"
"984","HLTF","Helicase Like Transcription Factor","Protein Coding","9.0","82"
"985","OLFM4","Olfactomedin 4","Protein Coding","9.0","62"
"986","LRP6","LDL Receptor Related Protein 6","Protein Coding","9.0","100"
"987","ANXA1","Annexin A1","Protein Coding","9.0","90"
"988","NOTCH3","Notch Receptor 3","Protein Coding","8.9","100"
"989","MUC16","Mucin 16, Cell Surface Associated","Protein Coding","8.9","88"
"990","ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","8.9","87"
"991","MIR485","MicroRNA 485","RNA Gene","8.9","59"
"992","CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","8.8","82"
"993","TRAF6","TNF Receptor Associated Factor 6","Protein Coding","8.8","87"
"994","WNT10A","Wnt Family Member 10A","Protein Coding","8.8","87"
"995","XRCC6","X-Ray Repair Cross Complementing 6","Protein Coding","8.8","88"
"996","WT1","WT1 Transcription Factor","Protein Coding","8.8","100"
"997","CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","8.8","93"
"998","CLDN7","Claudin 7","Protein Coding","8.8","73"
"999","RECK","Reversion Inducing Cysteine Rich Protein With Kazal Motifs","Protein Coding","8.8","71"
"1000","DLL4","Delta Like Canonical Notch Ligand 4","Protein Coding","8.8","91"
"1001","PTPN13","Protein Tyrosine Phosphatase Non-Receptor Type 13","Protein Coding","8.8","94"
"1002","TSC1","TSC Complex Subunit 1","Protein Coding","8.8","100"
"1003","MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","8.8","81"
"1004","IFNG","Interferon Gamma","Protein Coding","8.7","89"
"1005","NOTCH2","Notch Receptor 2","Protein Coding","8.7","100"
"1006","YBX1","Y-Box Binding Protein 1","Protein Coding","8.7","87"
"1007","LOX","Lysyl Oxidase","Protein Coding","8.7","90"
"1008","TNS4","Tensin 4","Protein Coding","8.7","68"
"1009","EGR1","Early Growth Response 1","Protein Coding","8.7","84"
"1010","CLU","Clusterin","Protein Coding","8.7","92"
"1011","FADD","Fas Associated Via Death Domain","Protein Coding","8.7","96"
"1012","CA9","Carbonic Anhydrase 9","Protein Coding","8.7","82"
"1013","ALOX5","Arachidonate 5-Lipoxygenase","Protein Coding","8.7","92"
"1014","KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","8.7","76"
"1015","SELE","Selectin E","Protein Coding","8.7","88"
"1016","PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","8.7","99"
"1017","HNRNPK","Heterogeneous Nuclear Ribonucleoprotein K","Protein Coding","8.7","100"
"1018","ITGB4","Integrin Subunit Beta 4","Protein Coding","8.7","100"
"1019","ENO1","Enolase 1","Protein Coding","8.7","92"
"1020","SQSTM1","Sequestosome 1","Protein Coding","8.7","100"
"1021","MIR214","MicroRNA 214","RNA Gene","8.6","66"
"1022","CYP27B1","Cytochrome P450 Family 27 Subfamily B Member 1","Protein Coding","8.6","92"
"1023","ANXA2","Annexin A2","Protein Coding","8.6","90"
"1024","IGF2BP1","Insulin Like Growth Factor 2 MRNA Binding Protein 1","Protein Coding","8.6","82"
"1025","PXN","Paxillin","Protein Coding","8.6","92"
"1026","E2F4","E2F Transcription Factor 4","Protein Coding","8.6","86"
"1027","IL6R","Interleukin 6 Receptor","Protein Coding","8.6","100"
"1028","HSP90AB1","Heat Shock Protein 90 Alpha Family Class B Member 1","Protein Coding","8.6","92"
"1029","BIRC3","Baculoviral IAP Repeat Containing 3","Protein Coding","8.6","91"
"1030","HES1","Hes Family BHLH Transcription Factor 1","Protein Coding","8.6","82"
"1031","HMGA2","High Mobility Group AT-Hook 2","Protein Coding","8.6","84"
"1032","EPHX1","Epoxide Hydrolase 1","Protein Coding","8.6","86"
"1033","BSG","Basigin (Ok Blood Group)","Protein Coding","8.6","90"
"1034","MIR375","MicroRNA 375","RNA Gene","8.5","65"
"1035","KDM4B","Lysine Demethylase 4B","Protein Coding","8.5","92"
"1036","CASP7","Caspase 7","Protein Coding","8.5","92"
"1037","CCNE1","Cyclin E1","Protein Coding","8.5","92"
"1038","JUP","Junction Plakoglobin","Protein Coding","8.5","100"
