chemical_id,ChemicalName,gene_id,gene_symbol,cluster_id
D007854,Lead,2125,EVPL,cluster_8
D007854,Lead,2130,EWSR1,cluster_8
D007854,Lead,55218,EXD2,cluster_8
D007854,Lead,9156,EXO1,cluster_8
D007854,Lead,54536,EXOC6,cluster_8
D007854,Lead,23233,EXOC6B,cluster_8
D007854,Lead,23265,EXOC7,cluster_8
D007854,Lead,2146,EZH2,cluster_8
D007854,Lead,7430,EZR,cluster_8
D007854,Lead,2159,F10,cluster_8
D007854,Lead,2147,F2,cluster_8
D007854,Lead,80233,FAAP100,cluster_8
D007854,Lead,2171,FABP5,cluster_8
D007854,Lead,11124,FAF1,cluster_8
D007854,Lead,10827,FAM114A2,cluster_8
D007854,Lead,54954,FAM120C,cluster_8
D007854,Lead,708966,FAM127C,cluster_8
D007854,Lead,131408,FAM131A,cluster_8
D007854,Lead,348487,FAM131C,cluster_8
D007854,Lead,286499,FAM133A,cluster_8
D007854,Lead,23201,FAM168A,cluster_8
D007854,Lead,26049,FAM169A,cluster_8
D007854,Lead,165215,FAM171B,cluster_8
D007854,Lead,345757,FAM174A,cluster_8
D007854,Lead,220382,FAM181B,cluster_8
D007854,Lead,27146,FAM184B,cluster_8
D007854,Lead,388799,FAM209B,cluster_8
D007854,Lead,10447,FAM3C,cluster_8
D007854,Lead,131583,FAM43A,cluster_8
D007854,Lead,163933,FAM43B,cluster_8
D007854,Lead,51439,FAM8A1,cluster_8
D007854,Lead,2175,FANCA,cluster_8
D007854,Lead,2177,FANCD2,cluster_8
D007854,Lead,55215,FANCI,cluster_8
D007854,Lead,57697,FANCM,cluster_8
D007854,Lead,10056,FARSB,cluster_8
D007854,Lead,2194,FASN,cluster_8
D007854,Lead,10826,FAXDC2,cluster_8
D007854,Lead,10516,FBLN5,cluster_8
D007854,Lead,2200,FBN1,cluster_8
D007854,Lead,79176,FBXL15,cluster_8
D007854,Lead,25827,FBXL2,cluster_8
D007854,Lead,26235,FBXL4,cluster_8
D007854,Lead,26232,FBXO2,cluster_8
D007854,Lead,26260,FBXO25,cluster_8
D007854,Lead,126433,FBXO27,cluster_8
D007854,Lead,79791,FBXO31,cluster_8
D007854,Lead,150726,FBXO41,cluster_8
D007854,Lead,2208,FCER2,cluster_8
D007854,Lead,89848,FCHSD1,cluster_8
D007854,Lead,9873,FCHSD2,cluster_8
D007854,Lead,83416,FCRL5,cluster_8
D007854,Lead,2222,FDFT1,cluster_8
D007854,Lead,2230,FDX1,cluster_8
D007854,Lead,2235,FECH,cluster_8
D007854,Lead,10116,FEM1B,cluster_8
D007854,Lead,2241,FER,cluster_8
D007854,Lead,55785,FGD6,cluster_8
D007854,Lead,2257,FGF12,cluster_8
D007854,Lead,2259,FGF14,cluster_8
D007854,Lead,2247,FGF2,cluster_8
D007854,Lead,2252,FGF7,cluster_8
D007854,Lead,26127,FGFR1OP2,cluster_8
D007854,Lead,2261,FGFR3,cluster_8
D007854,Lead,2264,FGFR4,cluster_8
D007854,Lead,2271,FH,cluster_8
D007854,Lead,2273,FHL1,cluster_8
D007854,Lead,29109,FHOD1,cluster_8
D007854,Lead,80206,FHOD3,cluster_8
D007854,Lead,401720,FIGNL2,cluster_8
D007854,Lead,2288,FKBP4,cluster_8
D007854,Lead,51661,FKBP7,cluster_8
D007854,Lead,2316,FLNA,cluster_8
D007854,Lead,2319,FLOT2,cluster_8
D007854,Lead,2321,FLT1,cluster_8
D007854,Lead,28982,FLVCR1,cluster_8
D007854,Lead,2335,FN1,cluster_8
D007854,Lead,23048,FNBP1,cluster_8
D007854,Lead,54874,FNBP1L,cluster_8
D007854,Lead,84624,FNDC1,cluster_8
D007854,Lead,643988,FNDC10,cluster_8
D007854,Lead,64838,FNDC4,cluster_8
D007854,Lead,163479,FNDC7,cluster_8
D007854,Lead,2339,FNTA,cluster_8
D007854,Lead,2353,FOS,cluster_8
D007854,Lead,2355,FOSL2,cluster_8
D007854,Lead,3170,FOXA2,cluster_8
D007854,Lead,221937,FOXK1,cluster_8
D007854,Lead,3607,FOXK2,cluster_8
D007854,Lead,2305,FOXM1,cluster_8
D007854,Lead,2309,FOXO3,cluster_8
D007854,Lead,50943,FOXP3,cluster_8
D007854,Lead,55572,FOXRED1,cluster_8
D007854,Lead,80020,FOXRED2,cluster_8
D007854,Lead,55691,FRMD4A,cluster_8
D007854,Lead,23150,FRMD4B,cluster_8
D007854,Lead,23732,FRRS1L,cluster_8
D007854,Lead,285527,FRYL,cluster_8
D007854,Lead,2487,FRZB,cluster_8
D007854,Lead,2488,FSHB,cluster_8
D007854,Lead,2495,FTH1,cluster_8
D007854,Lead,2512,FTL,cluster_8
D007854,Lead,79068,FTO,cluster_8
D007854,Lead,117246,FTSJ3,cluster_8
D007854,Lead,8880,FUBP1,cluster_8
D007854,Lead,282969,FUOM,cluster_8
D007854,Lead,2521,FUS,cluster_8
D007854,Lead,10690,FUT9,cluster_8
D007854,Lead,5348,FXYD1,cluster_8
D007854,Lead,53827,FXYD5,cluster_8
D007854,Lead,53826,FXYD6,cluster_8
D007854,Lead,9908,G3BP2,cluster_8
D007854,Lead,2550,GABBR1,cluster_8
D007854,Lead,9568,GABBR2,cluster_8
D007854,Lead,2554,GABRA1,cluster_8
D007854,Lead,2555,GABRA2,cluster_8
D007854,Lead,2560,GABRB1,cluster_8
D007854,Lead,2566,GABRG2,cluster_8
D007854,Lead,2567,GABRG3,cluster_8
D007854,Lead,55879,GABRQ,cluster_8
D007854,Lead,2570,GABRR2,cluster_8
D007854,Lead,2571,GAD1,cluster_8
D007854,Lead,51083,GAL,cluster_8
D007854,Lead,55568,GALNT10,cluster_8
D007854,Lead,63917,GALNT11,cluster_8
D007854,Lead,114805,GALNT13,cluster_8
D007854,Lead,117248,GALNT15,cluster_8
D007854,Lead,64409,GALNT17,cluster_8
D007854,Lead,11226,GALNT6,cluster_8
D007854,Lead,8484,GALR3,cluster_8
D007854,Lead,2592,GALT,cluster_8
D007854,Lead,2593,GAMT,cluster_8
D007854,Lead,2596,GAP43,cluster_8
D007854,Lead,2597,GAPDH,cluster_8
D007854,Lead,54433,GAR1,cluster_8
D007854,Lead,64762,GAREM1,cluster_8
D007854,Lead,112703,GARIN5A,cluster_8
D007854,Lead,84253,GARNL3,cluster_8
D007854,Lead,283431,GAS2L3,cluster_8
D007854,Lead,51313,GASK1B,cluster_8
D007854,Lead,2627,GATA6,cluster_8
D007854,Lead,57459,GATAD2B,cluster_8
D007854,Lead,347862,GATD1,cluster_8
D007854,Lead,26301,GBGT1,cluster_8
D007854,Lead,2638,GC,cluster_8
D007854,Lead,2644,GCHFR,cluster_8
D007854,Lead,2729,GCLC,cluster_8
D007854,Lead,2730,GCLM,cluster_8
D007854,Lead,2657,GDF1,cluster_8
D007854,Lead,284161,GDPD1,cluster_8
D007854,Lead,2669,GEM,cluster_8
D007854,Lead,25929,GEMIN5,cluster_8
D007854,Lead,7485,GET1,cluster_8
D007854,Lead,439,GET3,cluster_8
D007854,Lead,51608,GET4,cluster_8
D007854,Lead,2670,GFAP,cluster_8
D007854,Lead,2673,GFPT1,cluster_8
D007854,Lead,2674,GFRA1,cluster_8
D007854,Lead,9815,GIT2,cluster_8
D007854,Lead,2707,GJB3,cluster_8
D007854,Lead,10052,GJC1,cluster_8
D007854,Lead,2720,GLB1,cluster_8
D007854,Lead,152007,GLIPR2,cluster_8
D007854,Lead,169792,GLIS3,cluster_8
D007854,Lead,8001,GLRA3,cluster_8
D007854,Lead,2743,GLRB,cluster_8
D007854,Lead,10539,GLRX3,cluster_8
D007854,Lead,51218,GLRX5,cluster_8
D007854,Lead,2744,GLS,cluster_8
D007854,Lead,388323,GLTPD2,cluster_8
D007854,Lead,2746,GLUD1,cluster_8
D007854,Lead,132158,GLYCTK,cluster_8
D007854,Lead,2760,GM2A,cluster_8
D007854,Lead,2764,GMFB,cluster_8
D007854,Lead,51053,GMNN,cluster_8
D007854,Lead,2770,GNAI1,cluster_8
D007854,Lead,2774,GNAL,cluster_8
D007854,Lead,2775,GNAO1,cluster_8
D007854,Lead,2776,GNAQ,cluster_8
D007854,Lead,2778,GNAS,cluster_8
D007854,Lead,2779,GNAT1,cluster_8
D007854,Lead,10020,GNE,cluster_8
D007854,Lead,55970,GNG12,cluster_8
D007854,Lead,2786,GNG4,cluster_8
D007854,Lead,8443,GNPAT,cluster_8
D007854,Lead,84572,GNPTG,cluster_8
D007854,Lead,2801,GOLGA2,cluster_8
D007854,Lead,2803,GOLGA4,cluster_8
D007854,Lead,401647,GOLGA7B,cluster_8
D007854,Lead,51026,GOLT1B,cluster_8
D007854,Lead,8733,GPAA1,cluster_8
D007854,Lead,2817,GPC1,cluster_8
D007854,Lead,10082,GPC6,cluster_8
D007854,Lead,2820,GPD2,cluster_8
D007854,Lead,2821,GPI,cluster_8
D007854,Lead,27238,GPKOW,cluster_8
D007854,Lead,2823,GPM6A,cluster_8
D007854,Lead,2824,GPM6B,cluster_8
D007854,Lead,11321,GPN1,cluster_8
D007854,Lead,10457,GPNMB,cluster_8
D007854,Lead,7107,GPR137B,cluster_8
D007854,Lead,151556,GPR155,cluster_8
D007854,Lead,27239,GPR162,cluster_8
D007854,Lead,54328,GPR173,cluster_8
D007854,Lead,2849,GPR26,cluster_8
D007854,Lead,54112,GPR88,cluster_8
D007854,Lead,285513,GPRIN3,cluster_8
D007854,Lead,2873,GPS1,cluster_8
D007854,Lead,2876,GPX1,cluster_8
D007854,Lead,57476,GRAMD1B,cluster_8
D007854,Lead,2885,GRB2,cluster_8
D007854,Lead,9380,GRHPR,cluster_8
D007854,Lead,2890,GRIA1,cluster_8
D007854,Lead,2894,GRID1,cluster_8
D007854,Lead,2895,GRID2,cluster_8
D007854,Lead,2900,GRIK4,cluster_8
D007854,Lead,2901,GRIK5,cluster_8
D007854,Lead,2902,GRIN1,cluster_8
D007854,Lead,80852,GRIP2,cluster_8
D007854,Lead,2870,GRK6,cluster_8
D007854,Lead,1687,GSDME,cluster_8
D007854,Lead,23199,GSE1,cluster_8
D007854,Lead,2932,GSK3B,cluster_8
D007854,Lead,2934,GSN,cluster_8
D007854,Lead,2941,GSTA4,cluster_8
D007854,Lead,2944,GSTM1,cluster_8
D007854,Lead,9446,GSTO1,cluster_8
D007854,Lead,2950,GSTP1,cluster_8
D007854,Lead,2952,GSTT1,cluster_8
D007854,Lead,2958,GTF2A2,cluster_8
D007854,Lead,2962,GTF2F1,cluster_8
D007854,Lead,2976,GTF3C2,cluster_8
D007854,Lead,112495,GTF3C6,cluster_8
D007854,Lead,84705,GTPBP3,cluster_8
D007854,Lead,2979,GUCA1B,cluster_8
D007854,Lead,9626,GUCA1C,cluster_8
D007854,Lead,2977,GUCY1A2,cluster_8
D007854,Lead,2987,GUK1,cluster_8
D007854,Lead,728411,GUSBP1,cluster_8
D007854,Lead,2994,GYPB,cluster_8
D007854,Lead,283120,H19,cluster_8
D007854,Lead,3014,H2AX,cluster_8
D007854,Lead,118568813,H3-3A-DT,cluster_8
D007854,Lead,8369,H4C7,cluster_8
D007854,Lead,23498,HAAO,cluster_8
D007854,Lead,22927,HABP4,cluster_8
D007854,Lead,51495,HACD3,cluster_8
D007854,Lead,3030,HADHA,cluster_8
D007854,Lead,3032,HADHB,cluster_8
D007854,Lead,9421,HAND1,cluster_8
D007854,Lead,60484,HAPLN2,cluster_8
D007854,Lead,768096,HAR1A,cluster_8
D007854,Lead,3036,HAS1,cluster_8
D007854,Lead,55142,HAUS2,cluster_8
D007854,Lead,54930,HAUS4,cluster_8
D007854,Lead,93323,HAUS8,cluster_8
D007854,Lead,3043,HBB,cluster_8
D007854,Lead,1839,HBEGF,cluster_8
D007854,Lead,3059,HCLS1,cluster_8
D007854,Lead,610,HCN2,cluster_8
D007854,Lead,3065,HDAC1,cluster_8
D007854,Lead,83933,HDAC10,cluster_8
D007854,Lead,3066,HDAC2,cluster_8
D007854,Lead,8841,HDAC3,cluster_8
D007854,Lead,3068,HDGF,cluster_8
D007854,Lead,81932,HDHD3,cluster_8
D007854,Lead,55027,HEATR3,cluster_8
D007854,Lead,50865,HEBP1,cluster_8
D007854,Lead,283450,HECTD4,cluster_8
D007854,Lead,51409,HEMK1,cluster_8
D007854,Lead,220296,HEPACAM,cluster_8
D007854,Lead,3280,HES1,cluster_8
D007854,Lead,10614,HEXIM1,cluster_8
D007854,Lead,3077,HFE,cluster_8
D007854,Lead,164045,HFM1,cluster_8
D007854,Lead,138050,HGSNAT,cluster_8
D007854,Lead,51501,HIKESHI,cluster_8
D007854,Lead,10114,HIPK3,cluster_8
D007854,Lead,3097,HIVEP2,cluster_8
D007854,Lead,3099,HK2,cluster_8
D007854,Lead,3108,HLA-DMA,cluster_8
D007854,Lead,3109,HLA-DMB,cluster_8
D007854,Lead,3111,HLA-DOA,cluster_8
D007854,Lead,3123,HLA-DRB1,cluster_8
D007854,Lead,3128,HLA-DRB6,cluster_8
D007854,Lead,3145,HMBS,cluster_8
D007854,Lead,56941,HMCES,cluster_8
D007854,Lead,8091,HMGA2,cluster_8
D007854,Lead,3155,HMGCL,cluster_8
D007854,Lead,3157,HMGCS1,cluster_8
D007854,Lead,3151,HMGN2,cluster_8
D007854,Lead,3161,HMMR,cluster_8
D007854,Lead,3162,HMOX1,cluster_8
D007854,Lead,283460,HNF1A-AS1,cluster_8
D007854,Lead,10949,HNRNPA0,cluster_8
D007854,Lead,3178,HNRNPA1,cluster_8
D007854,Lead,3181,HNRNPA2B1,cluster_8
D007854,Lead,220988,HNRNPA3,cluster_8
D007854,Lead,3183,HNRNPC,cluster_8
D007854,Lead,3184,HNRNPD,cluster_8
D007854,Lead,3187,HNRNPH1,cluster_8
D007854,Lead,3188,HNRNPH2,cluster_8
D007854,Lead,4670,HNRNPM,cluster_8
D007854,Lead,10236,HNRNPR,cluster_8
D007854,Lead,3192,HNRNPU,cluster_8
D007854,Lead,9454,HOMER3,cluster_8
D007854,Lead,57594,HOMEZ,cluster_8
D007854,Lead,3206,HOXA10,cluster_8
D007854,Lead,3235,HOXD9,cluster_8
D007854,Lead,3240,HP,cluster_8
D007854,Lead,50809,HP1BP3,cluster_8
D007854,Lead,3208,HPCA,cluster_8
D007854,Lead,3241,HPCAL1,cluster_8
D007854,Lead,51440,HPCAL4,cluster_8
D007854,Lead,3248,HPGD,cluster_8
D007854,Lead,3263,HPX,cluster_8
D007854,Lead,55806,HR,cluster_8
D007854,Lead,3265,HRAS,cluster_8
D007854,Lead,3273,HRG,cluster_8
D007854,Lead,3269,HRH1,cluster_8
D007854,Lead,8739,HRK,cluster_8
D007854,Lead,388697,HRNR,cluster_8
D007854,Lead,9956,HS3ST2,cluster_8
D007854,Lead,9955,HS3ST3A1,cluster_8
D007854,Lead,9953,HS3ST3B1,cluster_8
D007854,Lead,9394,HS6ST1,cluster_8
D007854,Lead,90161,HS6ST2,cluster_8
D007854,Lead,374875,HSD11B1L,cluster_8
D007854,Lead,3028,HSD17B10,cluster_8
D007854,Lead,3295,HSD17B4,cluster_8
D007854,Lead,7923,HSD17B8,cluster_8
D007854,Lead,3303,HSPA1A,cluster_8
D007854,Lead,3309,HSPA5,cluster_8
D007854,Lead,3329,HSPD1,cluster_8
D007854,Lead,10808,HSPH1,cluster_8
D007854,Lead,3361,HTR5A,cluster_8
D007854,Lead,3362,HTR6,cluster_8
D007854,Lead,10075,HUWE1,cluster_8
D007854,Lead,84668,HYCC1,cluster_8
D007854,Lead,81888,HYI,cluster_8
D007854,Lead,57061,HYMAI,cluster_8
D007854,Lead,3376,IARS1,cluster_8
D007854,Lead,130026,ICA1L,cluster_8
D007854,Lead,7087,ICAM5,cluster_8
D007854,Lead,23379,ICE1,cluster_8
D007854,Lead,79664,ICE2,cluster_8
D007854,Lead,23463,ICMT,cluster_8
D007854,Lead,23308,ICOSLG,cluster_8
D007854,Lead,3419,IDH3A,cluster_8
D007854,Lead,3420,IDH3B,cluster_8
D007854,Lead,3422,IDI1,cluster_8
D007854,Lead,3423,IDS,cluster_8
D007854,Lead,3425,IDUA,cluster_8
D007854,Lead,122509,IFI27L1,cluster_8
D007854,Lead,3433,IFIT2,cluster_8
D007854,Lead,3452,IFNA21,cluster_8
D007854,Lead,3458,IFNG,cluster_8
D007854,Lead,57560,IFT80,cluster_8
D007854,Lead,9543,IGDCC3,cluster_8
D007854,Lead,3479,IGF1,cluster_8
D007854,Lead,3481,IGF2,cluster_8
D007854,Lead,10642,IGF2BP1,cluster_8
D007854,Lead,10644,IGF2BP2,cluster_8
D007854,Lead,10643,IGF2BP3,cluster_8
D007854,Lead,347252,IGFBPL1,cluster_8
D007854,Lead,3492,IGH,cluster_8
D007854,Lead,3493,IGHA1,cluster_8
D007854,Lead,3495,IGHD,cluster_8
D007854,Lead,3500,IGHG1,cluster_8
D007854,Lead,3503,IGHG4,cluster_8
D007854,Lead,3507,IGHM,cluster_8
D007854,Lead,492311,IGIP,cluster_8
D007854,Lead,28912,IGKV3-20,cluster_8
D007854,Lead,28875,IGKV3D-15,cluster_8
D007854,Lead,152404,IGSF11,cluster_8
D007854,Lead,283284,IGSF22,cluster_8
D007854,Lead,57549,IGSF9,cluster_8
D007854,Lead,22997,IGSF9B,cluster_8
D007854,Lead,3586,IL10,cluster_8
D007854,Lead,3598,IL13RA2,cluster_8
D007854,Lead,3603,IL16,cluster_8
D007854,Lead,3553,IL1B,cluster_8
D007854,Lead,3556,IL1RAP,cluster_8
D007854,Lead,26280,IL1RAPL2,cluster_8
D007854,Lead,146433,IL34,cluster_8
D007854,Lead,3566,IL4R,cluster_8
D007854,Lead,3569,IL6,cluster_8
D007854,Lead,3609,ILF3,cluster_8
D007854,Lead,3623,INHA,cluster_8
D007854,Lead,58493,INIP,cluster_8
D007854,Lead,54617,INO80,cluster_8
D007854,Lead,3631,INPP4A,cluster_8
D007854,Lead,3632,INPP5A,cluster_8
D007854,Lead,22876,INPP5F,cluster_8
D007854,Lead,3642,INSM1,cluster_8
D007854,Lead,388135,INSYN1,cluster_8
D007854,Lead,81556,INTS14,cluster_8
D007854,Lead,55656,INTS8,cluster_8
D007854,Lead,55756,INTS9,cluster_8
D007854,Lead,23096,IQSEC2,cluster_8
D007854,Lead,440073,IQSEC3,cluster_8
D007854,Lead,134728,IRAK1BP1,cluster_8
D007854,Lead,3656,IRAK2,cluster_8
D007854,Lead,3394,IRF8,cluster_8
D007854,Lead,126298,IRGQ,cluster_8
D007854,Lead,153572,IRX2,cluster_8
D007854,Lead,10265,IRX5,cluster_8
D007854,Lead,23479,ISCU,cluster_8
D007854,Lead,3671,ISLR,cluster_8
D007854,Lead,81533,ITFG1,cluster_8
D007854,Lead,3675,ITGA3,cluster_8
D007854,Lead,3685,ITGAV,cluster_8
D007854,Lead,9270,ITGB1BP1,cluster_8
D007854,Lead,3690,ITGB3,cluster_8
D007854,Lead,3691,ITGB4,cluster_8
D007854,Lead,3700,ITIH4,cluster_8
D007854,Lead,81618,ITM2C,cluster_8
D007854,Lead,3705,ITPK1,cluster_8
D007854,Lead,3707,ITPKB,cluster_8
D007854,Lead,6744,ITPRID2,cluster_8
D007854,Lead,23338,JADE2,cluster_8
D007854,Lead,9767,JADE3,cluster_8
D007854,Lead,84522,JAGN1,cluster_8
D007854,Lead,282973,JAKMIP3,cluster_8
D007854,Lead,83700,JAM3,cluster_8
D007854,Lead,221895,JAZF1,cluster_8
D007854,Lead,3512,JCHAIN,cluster_8
D007854,Lead,221037,JMJD1C,cluster_8
D007854,Lead,90861,JPT2,cluster_8
D007854,Lead,126306,JSRP1,cluster_8
D007854,Lead,3725,JUN,cluster_8
D007854,Lead,3728,JUP,cluster_8
D007854,Lead,3735,KARS1,cluster_8
D007854,Lead,11143,KAT7,cluster_8
D007854,Lead,81621,KAZALD1,cluster_8
D007854,Lead,56888,KCMF1,cluster_8
D007854,Lead,3742,KCNA6,cluster_8
D007854,Lead,3747,KCNC2,cluster_8
D007854,Lead,3749,KCNC4,cluster_8
D007854,Lead,23704,KCNE4,cluster_8
D007854,Lead,131096,KCNH8,cluster_8
D007854,Lead,30819,KCNIP2,cluster_8
D007854,Lead,30818,KCNIP3,cluster_8
D007854,Lead,80333,KCNIP4,cluster_8
D007854,Lead,3761,KCNJ4,cluster_8
D007854,Lead,3763,KCNJ6,cluster_8
D007854,Lead,3764,KCNJ8,cluster_8
D007854,Lead,3765,KCNJ9,cluster_8
D007854,Lead,3775,KCNK1,cluster_8
D007854,Lead,8645,KCNK5,cluster_8
D007854,Lead,3788,KCNS2,cluster_8
D007854,Lead,83892,KCTD10,cluster_8
D007854,Lead,57528,KCTD16,cluster_8
D007854,Lead,23510,KCTD2,cluster_8
D007854,Lead,386617,KCTD8,cluster_8
D007854,Lead,23028,KDM1A,cluster_8
D007854,Lead,9817,KEAP1,cluster_8
D007854,Lead,10656,KHDRBS3,cluster_8
D007854,Lead,8570,KHSRP,cluster_8
D007854,Lead,9856,KIAA0319,cluster_8
D007854,Lead,9786,KIAA0586,cluster_8
D007854,Lead,57179,KIAA1191,cluster_8
D007854,Lead,57691,KIAA1586,cluster_8
D007854,Lead,57498,KIDINS220,cluster_8
D007854,Lead,3832,KIF11,cluster_8
D007854,Lead,56992,KIF15,cluster_8
D007854,Lead,81930,KIF18A,cluster_8
D007854,Lead,9585,KIF20B,cluster_8
D007854,Lead,55605,KIF21A,cluster_8
D007854,Lead,55582,KIF27,cluster_8
D007854,Lead,3796,KIF2A,cluster_8
D007854,Lead,3797,KIF3C,cluster_8
D007854,Lead,3800,KIF5C,cluster_8
D007854,Lead,3833,KIFC1,cluster_8
D007854,Lead,90990,KIFC2,cluster_8
D007854,Lead,4254,KITLG,cluster_8
D007854,Lead,55857,KIZ,cluster_8
D007854,Lead,687,KLF9,cluster_8
D007854,Lead,23008,KLHDC10,cluster_8
D007854,Lead,90293,KLHL13,cluster_8
D007854,Lead,114792,KLHL32,cluster_8
D007854,Lead,51088,KLHL5,cluster_8
D007854,Lead,26085,KLK13,cluster_8
D007854,Lead,3818,KLKB1,cluster_8
D007854,Lead,55904,KMT2E,cluster_8
D007854,Lead,387893,KMT5A,cluster_8
D007854,Lead,51111,KMT5B,cluster_8
D007854,Lead,3827,KNG1,cluster_8
D007854,Lead,57082,KNL1,cluster_8
D007854,Lead,9735,KNTC1,cluster_8
D007854,Lead,3838,KPNA2,cluster_8
D007854,Lead,23633,KPNA6,cluster_8
D007854,Lead,3837,KPNB1,cluster_8
D007854,Lead,3848,KRT1,cluster_8
D007854,Lead,3858,KRT10,cluster_8
D007854,Lead,147184,KRT10-AS1,cluster_8
D007854,Lead,3861,KRT14,cluster_8
D007854,Lead,3866,KRT15,cluster_8
D007854,Lead,3868,KRT16,cluster_8
D007854,Lead,3872,KRT17,cluster_8
D007854,Lead,3849,KRT2,cluster_8
D007854,Lead,162605,KRT28,cluster_8
D007854,Lead,3852,KRT5,cluster_8
D007854,Lead,3854,KRT6B,cluster_8
D007854,Lead,286887,KRT6C,cluster_8
D007854,Lead,3857,KRT9,cluster_8
D007854,Lead,85290,KRTAP4-3,cluster_8
D007854,Lead,283455,KSR2,cluster_8
D007854,Lead,3895,KTN1,cluster_8
D007854,Lead,56267,KYAT3,cluster_8
D007854,Lead,114294,LACTB,cluster_8
D007854,Lead,3903,LAIR1,cluster_8
D007854,Lead,10319,LAMC3,cluster_8
D007854,Lead,3920,LAMP2,cluster_8
D007854,Lead,51056,LAP3,cluster_8
D007854,Lead,23185,LARP4B,cluster_8
D007854,Lead,55323,LARP6,cluster_8
D007854,Lead,81887,LAS1L,cluster_8
D007854,Lead,7462,LAT2,cluster_8
D007854,Lead,143903,LAYN,cluster_8
D007854,Lead,254251,LCORL,cluster_8
D007854,Lead,3952,LEP,cluster_8
D007854,Lead,3956,LGALS1,cluster_8
D007854,Lead,9211,LGI1,cluster_8
D007854,Lead,55366,LGR4,cluster_8
D007854,Lead,3972,LHB,cluster_8
D007854,Lead,64077,LHPP,cluster_8
D007854,Lead,8022,LHX3,cluster_8
D007854,Lead,3977,LIFR,cluster_8
D007854,Lead,3981,LIG4,cluster_8
D007854,Lead,11006,LILRB4,cluster_8
D007854,Lead,22998,LIMCH1,cluster_8
D007854,Lead,64130,LIN7B,cluster_8
D007854,Lead,286826,LIN9,cluster_8
D007854,Lead,284029,LINC00324,cluster_8
D007854,Lead,167410,LIX1,cluster_8
D007854,Lead,3996,LLGL1,cluster_8
D007854,Lead,79748,LMAN1L,cluster_8
D007854,Lead,55788,LMBRD1,cluster_8
D007854,Lead,4001,LMNB1,cluster_8
D007854,Lead,84823,LMNB2,cluster_8
D007854,Lead,55885,LMO3,cluster_8
D007854,Lead,114783,LMTK3,cluster_8
D007854,Lead,4010,LMX1B,cluster_8
D007854,Lead,84708,LNX1,cluster_8
D007854,Lead,9361,LONP1,cluster_8
D007854,Lead,83752,LONP2,cluster_8
D007854,Lead,164832,LONRF2,cluster_8
D007854,Lead,4015,LOX,cluster_8
D007854,Lead,1902,LPAR1,cluster_8
D007854,Lead,9170,LPAR2,cluster_8
D007854,Lead,54947,LPCAT2,cluster_8
D007854,Lead,9404,LPXN,cluster_8
D007854,Lead,26018,LRIG1,cluster_8
D007854,Lead,121227,LRIG3,cluster_8
D007854,Lead,84918,LRP11,cluster_8
D007854,Lead,55805,LRP2BP,cluster_8
D007854,Lead,4043,LRPAP1,cluster_8
D007854,Lead,122769,LRR1,cluster_8
D007854,Lead,10234,LRRC17,cluster_8
D007854,Lead,10233,LRRC23,cluster_8
D007854,Lead,80313,LRRC27,cluster_8
D007854,Lead,116135,LRRC3B,cluster_8
D007854,Lead,10489,LRRC41,cluster_8
D007854,Lead,254050,LRRC43,cluster_8
D007854,Lead,388341,LRRC75A,cluster_8
D007854,Lead,9208,LRRFIP1,cluster_8
D007854,Lead,9209,LRRFIP2,cluster_8
D007854,Lead,57633,LRRN1,cluster_8
D007854,Lead,54674,LRRN3,cluster_8
D007854,Lead,26045,LRRTM2,cluster_8
D007854,Lead,90678,LRSAM1,cluster_8
D007854,Lead,4045,LSAMP,cluster_8
D007854,Lead,134353,LSM11,cluster_8
D007854,Lead,26065,LSM14A,cluster_8
D007854,Lead,51690,LSM7,cluster_8
D007854,Lead,4047,LSS,cluster_8
D007854,Lead,4054,LTBP3,cluster_8
D007854,Lead,84946,LTV1,cluster_8
D007854,Lead,8581,LY6D,cluster_8
D007854,Lead,4062,LY6H,cluster_8
D007854,Lead,27076,LYPD3,cluster_8
D007854,Lead,256586,LYSMD2,cluster_8
D007854,Lead,84445,LZTS2,cluster_8
D007854,Lead,9762,LZTS3,cluster_8
D007854,Lead,10586,MAB21L2,cluster_8
D007854,Lead,23499,MACF1,cluster_8
D007854,Lead,90355,MACIR,cluster_8
D007854,Lead,9555,MACROH2A1,cluster_8
D007854,Lead,23764,MAFF,cluster_8
D007854,Lead,4097,MAFG,cluster_8
D007854,Lead,57692,MAGEE1,cluster_8
D007854,Lead,9223,MAGI1,cluster_8
D007854,Lead,79917,MAGIX,cluster_8
D007854,Lead,55110,MAGOHB,cluster_8
D007854,Lead,10892,MALT1,cluster_8
D007854,Lead,9794,MAML1,cluster_8
D007854,Lead,55534,MAML3,cluster_8
D007854,Lead,4121,MAN1A1,cluster_8
D007854,Lead,4122,MAN2A2,cluster_8
D007854,Lead,4126,MANBA,cluster_8
D007854,Lead,7873,MANF,cluster_8
D007854,Lead,4130,MAP1A,cluster_8
D007854,Lead,84557,MAP1LC3A,cluster_8
D007854,Lead,81631,MAP1LC3B,cluster_8
D007854,Lead,5604,MAP2K1,cluster_8
D007854,Lead,5605,MAP2K2,cluster_8
D007854,Lead,4294,MAP3K10,cluster_8
D007854,Lead,51776,MAP3K20,cluster_8
D007854,Lead,4134,MAP4,cluster_8
D007854,Lead,11184,MAP4K1,cluster_8
