set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,11065,USE1,Unconventional SNARE In The ER 1,Protein Coding,47.3,68,False,False
primary_anywhere,11066,SEMA3F,Semaphorin 3F,Protein Coding,47.3,84,False,False
primary_anywhere,11067,PCDH7,Protocadherin 7,Protein Coding,47.3,73,False,False
primary_anywhere,11068,RSPH6A,Radial Spoke Head 6 Homolog A,Protein Coding,47.3,61,False,False
primary_anywhere,11069,APMAP,Adipocyte Plasma Membrane Associated Protein,Protein Coding,47.3,59,False,False
primary_anywhere,11070,MED24,Mediator Complex Subunit 24,Protein Coding,47.3,77,False,False
primary_anywhere,11071,PARG,Poly(ADP-Ribose) Glycohydrolase,Protein Coding,47.3,72,False,False
primary_anywhere,11072,GPR45,G Protein-Coupled Receptor 45,Protein Coding,47.3,71,False,False
primary_anywhere,11073,PEAK1,Pseudopodium Enriched Atypical Kinase 1,Protein Coding,47.2,72,False,False
primary_anywhere,11074,C20ORF204,Chromosome 20 Open Reading Frame 204,Protein Coding,47.2,35,False,False
primary_anywhere,11075,GBP5,Guanylate Binding Protein 5,Protein Coding,47.2,73,False,False
primary_anywhere,11076,CD37,CD37 Molecule,Protein Coding,47.2,71,False,True
primary_anywhere,11077,FBXO21,F-Box Protein 21,Protein Coding,47.2,65,False,False
primary_anywhere,11078,RBM48,RNA Binding Motif Protein 48,Protein Coding,47.2,62,False,False
primary_anywhere,11079,MIR492,MicroRNA 492,RNA Gene,47.2,55,False,False
primary_anywhere,11080,DMAC1,Distal Membrane Arm Assembly Component 1,Protein Coding,47.2,58,False,False
primary_anywhere,11081,HLA-DRB6,"Major Histocompatibility Complex, Class II, DR Beta 6 (Pseudogene)",Pseudogene,47.2,50,False,True
primary_anywhere,11082,SEC31B,"SEC31 Homolog B, COPII Component",Protein Coding,47.2,71,False,True
primary_anywhere,11083,NOL11,Nucleolar Protein 11,Protein Coding,47.2,66,False,False
primary_anywhere,11084,CORO1B,Coronin 1B,Protein Coding,47.2,68,False,False
primary_anywhere,11085,FAM193A,Family With Sequence Similarity 193 Member A,Protein Coding,47.2,55,False,False
primary_anywhere,11086,ZIC5,Zic Family Zinc Finger 5,Protein Coding,47.1,62,False,True
primary_anywhere,11087,INTS6,Integrator Complex Subunit 6,Protein Coding,47.1,73,False,True
primary_anywhere,11088,SLC45A1,Solute Carrier Family 45 Member 1,Protein Coding,47.1,70,False,False
primary_anywhere,11089,TTC39C,Tetratricopeptide Repeat Domain 39C,Protein Coding,47.1,49,False,False
primary_anywhere,11090,ARTN,Artemin,Protein Coding,47.1,69,False,True
primary_anywhere,11091,SPRR1B,Small Proline Rich Protein 1B,Protein Coding,47.1,54,False,False
primary_anywhere,11092,FEV,"FEV Transcription Factor, ETS Family Member",Protein Coding,47.1,61,False,False
primary_anywhere,11093,LOC129933372,ATAC-STARR-Seq Lymphoblastoid Active Region 15495,Functional Element,47.1,46,False,False
primary_anywhere,11094,SCFD1,Sec1 Family Domain Containing 1,Protein Coding,47.1,78,False,False
primary_anywhere,11095,HCN3,Hyperpolarization Activated Cyclic Nucleotide Gated Potassium Channel 3,Protein Coding,47.1,70,False,False
primary_anywhere,11096,CHP1,Calcineurin Like EF-Hand Protein 1,Protein Coding,47.1,77,False,False
primary_anywhere,11097,MIR345,MicroRNA 345,RNA Gene,47.1,57,False,True
primary_anywhere,11098,BRINP3,BMP/Retinoic Acid Inducible Neural Specific 3,Protein Coding,47.1,62,False,False
primary_anywhere,11099,KPNA6,Karyopherin Subunit Alpha 6,Protein Coding,47.1,69,False,True
primary_anywhere,11100,WDR18,WD Repeat Domain 18,Protein Coding,47.1,71,False,False
primary_anywhere,11101,POLR1F,RNA Polymerase I Subunit F,Protein Coding,47.1,68,False,False
primary_anywhere,11102,CBARP,CACN Subunit Beta Associated Regulatory Protein,Protein Coding,47.1,58,False,False
primary_anywhere,11103,CRYZ,Crystallin Zeta,Protein Coding,47.0,69,False,False
primary_anywhere,11104,OR1G1,Olfactory Receptor Family 1 Subfamily G Member 1,Protein Coding,47.0,58,False,False
primary_anywhere,11105,TBL3,Transducin Beta Like 3,Protein Coding,47.0,76,False,False
primary_anywhere,11106,KCNQ1DN,KCNQ1 Downstream Neighbor,RNA Gene,47.0,59,False,False
primary_anywhere,11107,ATXN3L,Ataxin 3 Like,Protein Coding,47.0,57,False,True
primary_anywhere,11108,DRAM1,DNA Damage Regulated Autophagy Modulator 1,Protein Coding,47.0,58,False,True
primary_anywhere,11109,NPIPB15,Nuclear Pore Complex Interacting Protein Family Member B15,Protein Coding,47.0,38,False,False
primary_anywhere,11110,DPT,Dermatopontin,Protein Coding,47.0,60,False,True
primary_anywhere,11111,ZFP69,ZFP69 Zinc Finger Protein,Protein Coding,47.0,56,False,False
primary_anywhere,11112,LINC00963,Long Intergenic Non-Protein Coding RNA 963,RNA Gene,47.0,52,False,False
primary_anywhere,11113,KLHL1,Kelch Like Family Member 1,Protein Coding,47.0,65,False,False
primary_anywhere,11114,FCRL1,Fc Receptor Like 1,Protein Coding,46.9,58,False,False
primary_anywhere,11115,CORO1C,Coronin 1C,Protein Coding,46.9,75,False,False
primary_anywhere,11116,THOC5,THO Complex Subunit 5,Protein Coding,46.9,71,False,True
primary_anywhere,11117,PHACTR4,Phosphatase And Actin Regulator 4,Protein Coding,46.9,63,False,False
primary_anywhere,11118,RBM42,RNA Binding Motif Protein 42,Protein Coding,46.9,69,False,True
primary_anywhere,11119,ZKSCAN8,Zinc Finger With KRAB And SCAN Domains 8,Protein Coding,46.9,60,False,False
primary_anywhere,11120,MAPK1IP1L,Mitogen-Activated Protein Kinase 1 Interacting Protein 1 Like,Protein Coding,46.9,45,False,False
primary_anywhere,11121,MKLN1,Muskelin 1,Protein Coding,46.9,74,False,False
primary_anywhere,11122,PLD4,Phospholipase D Family Member 4,Protein Coding,46.9,72,False,False
primary_anywhere,11123,ABTB3,Ankyrin Repeat And BTB Domain Containing 3,Protein Coding,46.9,61,False,True
primary_anywhere,11124,ETF1,Eukaryotic Translation Termination Factor 1,Protein Coding,46.9,79,False,False
primary_anywhere,11125,LINC02210,Long Intergenic Non-Protein Coding RNA 2210,RNA Gene,46.8,53,False,False
primary_anywhere,11126,PXK,PX Domain Containing Serine/Threonine Kinase Like,Protein Coding,46.8,71,False,False
primary_anywhere,11127,IGLL5,Immunoglobulin Lambda Like Polypeptide 5,Protein Coding,46.8,55,False,False
primary_anywhere,11128,MAD2L1BP,MAD2L1 Binding Protein,Protein Coding,46.8,61,False,False
primary_anywhere,11129,TNFRSF17,TNF Receptor Superfamily Member 17,Protein Coding,46.8,74,False,False
primary_anywhere,11130,SAMSN1,"SAM Domain, SH3 Domain And Nuclear Localization Signals 1",Protein Coding,46.8,65,False,False
primary_anywhere,11131,MAP1LC3C,Microtubule Associated Protein 1 Light Chain 3 Gamma,Protein Coding,46.8,66,False,False
primary_anywhere,11132,ZSCAN26,Zinc Finger And SCAN Domain Containing 26,Protein Coding,46.8,58,False,False
primary_anywhere,11133,GOSR1,Golgi SNAP Receptor Complex Member 1,Protein Coding,46.8,71,False,False
primary_anywhere,11134,DDX23,DEAD-Box Helicase 23,Protein Coding,46.8,84,False,False
primary_anywhere,11135,ERO1A,Endoplasmic Reticulum Oxidoreductase 1 Alpha,Protein Coding,46.8,71,False,True
primary_anywhere,11136,LGR6,Leucine Rich Repeat Containing G Protein-Coupled Receptor 6,Protein Coding,46.8,76,False,False
primary_anywhere,11137,PYHIN1,Pyrin And HIN Domain Family Member 1,Protein Coding,46.8,69,False,True
primary_anywhere,11138,PINX1,PIN2 (TERF1) Interacting Telomerase Inhibitor 1,Protein Coding,46.8,70,False,False
primary_anywhere,11139,ZNF490,Zinc Finger Protein 490,Protein Coding,46.8,61,False,False
primary_anywhere,11140,RBM33,RNA Binding Motif Protein 33,Protein Coding,46.8,63,False,False
primary_anywhere,11141,SGK3,Serum/Glucocorticoid Regulated Kinase Family Member 3,Protein Coding,46.8,78,False,True
primary_anywhere,11142,SLC5A8,Solute Carrier Family 5 Member 8,Protein Coding,46.7,76,False,False
primary_anywhere,11143,SH3BP5,SH3 Domain Binding Protein 5,Protein Coding,46.7,67,False,False
primary_anywhere,11144,TMEM91,Transmembrane Protein 91,Protein Coding,46.7,52,False,False
primary_anywhere,11145,CHMP5,Charged Multivesicular Body Protein 5,Protein Coding,46.7,73,False,False
primary_anywhere,11146,ACOT13,Acyl-CoA Thioesterase 13,Protein Coding,46.7,66,False,False
primary_anywhere,11147,LINC00355,Long Intergenic Non-Protein Coding RNA 355,RNA Gene,46.7,53,False,False
primary_anywhere,11148,FATE1,Fetal And Adult Testis Expressed 1,Protein Coding,46.7,57,False,False
primary_anywhere,11149,FBXO28,F-Box Protein 28,Protein Coding,46.7,70,False,False
primary_anywhere,11150,DGCR6,DiGeorge Syndrome Critical Region Gene 6,Protein Coding,46.6,58,False,False
primary_anywhere,11151,GCA,Grancalcin,Protein Coding,46.6,66,False,False
primary_anywhere,11152,IL17C,Interleukin 17C,Protein Coding,46.6,58,False,False
primary_anywhere,11153,SMILR,"Smooth Muscle Induced LncRNA, Enhancer Of Proliferation",RNA Gene,46.6,60,False,False
primary_anywhere,11154,GTSE1,G2 And S-Phase Expressed 1,Protein Coding,46.6,71,False,False
primary_anywhere,11155,GPR4,G Protein-Coupled Receptor 4,Protein Coding,46.6,67,False,False
primary_anywhere,11156,PDZD8,PDZ Domain Containing 8,Protein Coding,46.6,68,False,True
primary_anywhere,11157,ULK4,Unc-51 Like Kinase 4,Protein Coding,46.6,71,False,True
primary_anywhere,11158,CPNE4,Copine 4,Protein Coding,46.6,60,False,False
primary_anywhere,11159,WSB1,WD Repeat And SOCS Box Containing 1,Protein Coding,46.6,71,False,False
primary_anywhere,11160,TFIP11,Tuftelin Interacting Protein 11,Protein Coding,46.5,73,False,False
primary_anywhere,11161,ZFY,Zinc Finger Protein Y-Linked,Protein Coding,46.5,62,False,False
primary_anywhere,11162,HERC6,HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase Family Member 6,Protein Coding,46.5,63,False,False
primary_anywhere,11163,S100P,S100 Calcium Binding Protein P,Protein Coding,46.5,68,False,True
primary_anywhere,11164,NFYB,Nuclear Transcription Factor Y Subunit Beta,Protein Coding,46.5,76,False,False
primary_anywhere,11165,ASTN1,Astrotactin 1,Protein Coding,46.5,69,False,True
primary_anywhere,11166,TPRKB,TP53RK Binding Protein,Protein Coding,46.5,65,False,False
primary_anywhere,11167,FRZB,Frizzled Related Protein,Protein Coding,46.5,74,False,True
primary_anywhere,11168,TRIM47,Tripartite Motif Containing 47,Protein Coding,46.4,67,False,True
primary_anywhere,11169,SAXO1,Stabilizer Of Axonemal Microtubules 1,Protein Coding,46.4,60,False,False
primary_anywhere,11170,FASTKD1,FAST Kinase Domains 1,Protein Coding,46.4,60,False,False
primary_anywhere,11171,CALU,Calumenin,Protein Coding,46.4,80,False,False
primary_anywhere,11172,UBAC1,UBA Domain Containing 1,Protein Coding,46.4,69,False,False
primary_anywhere,11173,M1AP,Meiosis 1 Associated Protein,Protein Coding,46.4,61,False,False
primary_anywhere,11174,MIR582,MicroRNA 582,RNA Gene,46.4,57,False,False
primary_anywhere,11175,PCDH17,Protocadherin 17,Protein Coding,46.4,65,False,False
primary_anywhere,11176,NPTX1,Neuronal Pentraxin 1,Protein Coding,46.4,71,False,True
primary_anywhere,11177,TBCCD1,TBCC Domain Containing 1,Protein Coding,46.4,61,False,False
primary_anywhere,11178,ZFHX4,Zinc Finger Homeobox 4,Protein Coding,46.4,78,False,False
primary_anywhere,11179,AKAP8,A-Kinase Anchoring Protein 8,Protein Coding,46.4,77,False,True
primary_anywhere,11180,ABT1,Activator Of Basal Transcription 1,Protein Coding,46.4,61,False,True
primary_anywhere,11181,INTS12,Integrator Complex Subunit 12,Protein Coding,46.4,67,False,False
primary_anywhere,11182,LOC130009810,ATAC-STARR-Seq Lymphoblastoid Silent Region 5362,Functional Element,46.4,53,False,False
primary_anywhere,11183,FAM117B,Family With Sequence Similarity 117 Member B,Protein Coding,46.4,42,False,True
primary_anywhere,11184,PLGLB1,Plasminogen Like B1,Protein Coding,46.4,47,False,True
primary_anywhere,11185,UBXN10,UBX Domain Protein 10,Protein Coding,46.4,58,False,True
primary_anywhere,11186,BICDL3P,"BICD Family Like 3, Pseudogene",Pseudogene,46.4,48,False,False
primary_anywhere,11187,IPO9,Importin 9,Protein Coding,46.3,65,False,False
primary_anywhere,11188,EEF1A1P11,Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 11,Pseudogene,46.3,48,False,False
primary_anywhere,11189,SAV1,Salvador Family WW Domain Containing Protein 1,Protein Coding,46.3,73,False,False
primary_anywhere,11190,SERTAD1,SERTA Domain Containing 1,Protein Coding,46.3,57,False,True
primary_anywhere,11191,SMPDL3A,Sphingomyelin Phosphodiesterase Acid Like 3A,Protein Coding,46.3,60,False,True
primary_anywhere,11192,S100A14,S100 Calcium Binding Protein A14,Protein Coding,46.3,61,False,True
primary_anywhere,11193,ELF3,E74 Like ETS Transcription Factor 3,Protein Coding,46.3,80,False,False
primary_anywhere,11194,SYNPR,Synaptoporin,Protein Coding,46.3,57,False,True
primary_anywhere,11195,PDAP1,PDGFA Associated Protein 1,Protein Coding,46.3,56,False,False
primary_anywhere,11196,CAPN14,Calpain 14,Protein Coding,46.3,62,False,True
primary_anywhere,11197,HOXC5,Homeobox C5,Protein Coding,46.3,62,False,True
primary_anywhere,11198,ZFPL1,Zinc Finger Protein Like 1,Protein Coding,46.3,64,False,False
primary_anywhere,11199,ZNF165,Zinc Finger Protein 165,Protein Coding,46.3,62,False,False
primary_anywhere,11200,DDX42,DEAD-Box Helicase 42,Protein Coding,46.3,78,False,True
primary_anywhere,11201,AEN,Apoptosis Enhancing Nuclease,Protein Coding,46.3,65,False,False
primary_anywhere,11202,INMT,Indolethylamine N-Methyltransferase,Protein Coding,46.2,63,False,False
primary_anywhere,11203,LINS1,Lines Homolog 1,Protein Coding,46.2,63,False,False
primary_anywhere,11204,NCR3LG1,Natural Killer Cell Cytotoxicity Receptor 3 Ligand 1,Protein Coding,46.2,61,False,False
primary_anywhere,11205,P2RY13,Purinergic Receptor P2Y13,Protein Coding,46.2,70,False,False
primary_anywhere,11206,GZMM,Granzyme M,Protein Coding,46.2,69,False,False
primary_anywhere,11207,GAPVD1,GTPase Activating Protein And VPS9 Domains 1,Protein Coding,46.2,83,False,False
primary_anywhere,11208,ZBTB39,Zinc Finger And BTB Domain Containing 39,Protein Coding,46.2,54,False,True
primary_anywhere,11209,SHISA5,Shisa Family Member 5,Protein Coding,46.2,66,False,False
primary_anywhere,11210,CCDC51,Coiled-Coil Domain Containing 51,Protein Coding,46.2,60,False,False
primary_anywhere,11211,MMS19,MMS19 Cytosolic Iron-Sulfur Assembly Component,Protein Coding,46.2,73,False,False
primary_anywhere,11212,RBM27,RNA Binding Motif Protein 27,Protein Coding,46.2,63,False,False
primary_anywhere,11213,OFCC1,Orofacial Cleft 1 Candidate 1 (Pseudogene),Pseudogene,46.2,55,False,False
primary_anywhere,11214,ELL,Elongation Factor For RNA Polymerase II,Protein Coding,46.2,81,False,True
primary_anywhere,11215,ID3,Inhibitor Of DNA Binding 3,Protein Coding,46.2,74,False,False
primary_anywhere,11216,JSRP1,Junctional Sarcoplasmic Reticulum Protein 1,Protein Coding,46.2,51,False,True
primary_anywhere,11217,LSM8,"LSM8 Homolog, U6 Small Nuclear RNA Associated",Protein Coding,46.2,69,False,False
primary_anywhere,11218,NAA38,"N-Alpha-Acetyltransferase 38, NatC Auxiliary Subunit",Protein Coding,46.1,64,False,False
primary_anywhere,11219,KIAA1217,KIAA1217,Protein Coding,46.1,66,False,False
primary_anywhere,11220,QTMAN,Queuosine-TRNA Mannosyltransferase,Protein Coding,46.1,60,False,True
primary_anywhere,11221,MCM8,Minichromosome Maintenance 8 Homologous Recombination Repair Factor,Protein Coding,46.1,90,False,True
primary_anywhere,11222,GIMAP1,"GTPase, IMAP Family Member 1",Protein Coding,46.1,58,False,False
primary_anywhere,11223,CMPK1,Cytidine/Uridine Monophosphate Kinase 1,Protein Coding,46.1,80,False,True
primary_anywhere,11224,SLC25A23,Solute Carrier Family 25 Member 23,Protein Coding,46.1,66,False,True
primary_anywhere,11225,OGFR,Opioid Growth Factor Receptor,Protein Coding,46.1,60,False,False
primary_anywhere,11226,AIRN,Antisense Of IGF2R Non-Protein Coding RNA,RNA Gene,46.1,56,False,False
primary_anywhere,11227,LAMTOR4,"Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 4",Protein Coding,46.1,67,False,False
primary_anywhere,11228,AGAP5,"ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 5",Protein Coding,46.1,49,False,False
primary_anywhere,11229,BTAF1,B-TFIID TATA-Box Binding Protein Associated Factor 1,Protein Coding,46.1,78,False,False
primary_anywhere,11230,DNAH6,Dynein Axonemal Heavy Chain 6,Protein Coding,46.1,80,False,True
primary_anywhere,11231,CRHBP,Corticotropin Releasing Hormone Binding Protein,Protein Coding,46.0,69,False,False
primary_anywhere,11232,GPR61,G Protein-Coupled Receptor 61,Protein Coding,46.0,65,False,False
primary_anywhere,11233,PLGLB2,Plasminogen Like B2,Protein Coding,46.0,42,False,True
primary_anywhere,11234,NTAQ1,N-Terminal Glutamine Amidase 1,Protein Coding,46.0,65,False,False
primary_anywhere,11235,CLDN23,Claudin 23,Protein Coding,46.0,58,False,False
primary_anywhere,11236,JAML,Junction Adhesion Molecule Like,Protein Coding,46.0,68,False,False
primary_anywhere,11237,NIPAL1,NIPA Like Domain Containing 1,Protein Coding,46.0,59,False,False
primary_anywhere,11238,RAB8B,"RAB8B, Member RAS Oncogene Family",Protein Coding,46.0,78,False,False
primary_anywhere,11239,ACSM2B,Acyl-CoA Synthetase Medium Chain Family Member 2B,Protein Coding,46.0,71,False,False
primary_anywhere,11240,NUDT16L1,Nudix Hydrolase 16 Like 1,Protein Coding,46.0,63,False,False
primary_anywhere,11241,ACKR5,Atypical Chemokine Receptor 5,Protein Coding,46.0,68,False,False
primary_anywhere,11242,BLOC1S4,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 4,Protein Coding,46.0,58,False,False
primary_anywhere,11243,CIMIP6,Ciliary Microtubule Inner Protein 6,Protein Coding,46.0,43,False,False
primary_anywhere,11244,OST4,"Oligosaccharyltransferase Complex Subunit 4, Non-Catalytic",Protein Coding,46.0,64,False,False
primary_anywhere,11245,TGFBRAP1,Transforming Growth Factor Beta Receptor Associated Protein 1,Protein Coding,45.9,66,False,False
primary_anywhere,11246,MIR1180,MicroRNA 1180,RNA Gene,45.9,55,False,False
primary_anywhere,11247,PAPOLA,Poly(A) Polymerase Alpha,Protein Coding,45.9,82,False,True
primary_anywhere,11248,IRAK1BP1,Interleukin 1 Receptor Associated Kinase 1 Binding Protein 1,Protein Coding,45.9,69,False,True
primary_anywhere,11249,CUTA,CutA Divalent Cation Tolerance Homolog,Protein Coding,45.9,60,False,False
primary_anywhere,11250,RBKS,Ribokinase,Protein Coding,45.9,67,False,False
primary_anywhere,11251,LINC00665,Long Intergenic Non-Protein Coding RNA 665,RNA Gene,45.9,53,False,False
primary_anywhere,11252,SNORD107,"Small Nucleolar RNA, C/D Box 107",RNA Gene,45.9,51,False,False
primary_anywhere,11253,LTV1,LTV1 Ribosome Biogenesis Factor,Protein Coding,45.9,63,False,True
primary_anywhere,11254,MIR466,MicroRNA 466,RNA Gene,45.9,52,False,False
primary_anywhere,11255,SURF6,Surfeit 6,Protein Coding,45.9,59,False,True
primary_anywhere,11256,C4BPB,Complement Component 4 Binding Protein Beta,Protein Coding,45.9,76,False,False
primary_anywhere,11257,ZNF654,Zinc Finger Protein 654,Protein Coding,45.9,52,False,False
primary_anywhere,11258,BRWD1,Bromodomain And WD Repeat Domain Containing 1,Protein Coding,45.9,84,False,False
primary_anywhere,11259,ENSG00000255730,Novel Protein,Protein Coding,45.8,31,False,False
primary_anywhere,11260,ASCC3,Activating Signal Cointegrator 1 Complex Subunit 3,Protein Coding,45.8,92,False,False
primary_anywhere,11261,SLC25A35,Solute Carrier Family 25 Member 35,Protein Coding,45.8,64,False,True
primary_anywhere,11262,DNAJC10,DnaJ Heat Shock Protein Family (Hsp40) Member C10,Protein Coding,45.8,75,False,False
primary_anywhere,11263,KLHL20,Kelch Like Family Member 20,Protein Coding,45.8,78,False,False
primary_anywhere,11264,WDR7,WD Repeat Domain 7,Protein Coding,45.8,59,False,False
primary_anywhere,11265,MTCP1,Mature T Cell Proliferation 1,Protein Coding,45.8,54,False,False
primary_anywhere,11266,KIZ,Kizuna Centrosomal Protein,Protein Coding,45.8,76,False,True
primary_anywhere,11267,ABHD11,Abhydrolase Domain Containing 11,Protein Coding,45.8,64,False,False
primary_anywhere,11268,LINC01638,Long Intergenic Non-Protein Coding RNA 1638,RNA Gene,45.8,53,False,False
primary_anywhere,11269,HOXB4,Homeobox B4,Protein Coding,45.8,68,False,False
primary_anywhere,11270,MAGEA6,MAGE Family Member A6,Protein Coding,45.7,55,False,False
primary_anywhere,11271,ADAT3,Adenosine Deaminase TRNA Specific 3,Protein Coding,45.7,69,False,False
primary_anywhere,11272,GOLGA7,Golgin A7,Protein Coding,45.7,68,False,False
primary_anywhere,11273,MIR302F,MicroRNA 302f,RNA Gene,45.7,55,False,False
primary_anywhere,11274,UQCR11,"Ubiquinol-Cytochrome C Reductase, Complex III Subunit XI",Protein Coding,45.7,64,False,False
primary_anywhere,11275,KLHDC8B,Kelch Domain Containing 8B,Protein Coding,45.7,65,False,False
primary_anywhere,11276,H2AJ,H2A.J Histone,Protein Coding,45.7,66,False,True
primary_anywhere,11277,ULBP1,UL16 Binding Protein 1,Protein Coding,45.7,64,False,False
primary_anywhere,11278,ERH,ERH MRNA Splicing And Mitosis Factor,Protein Coding,45.7,62,False,False
primary_anywhere,11279,PELATON,Plaque Enriched LncRNA In Atherosclerotic And Inflammatory Bowel Macrophage Regulation,RNA Gene,45.7,53,False,False
primary_anywhere,11280,RPAIN,RPA Interacting Protein,Protein Coding,45.7,59,False,False
primary_anywhere,11281,MIR517B,MicroRNA 517b,RNA Gene,45.7,52,False,False
primary_anywhere,11282,EHD1,EH Domain Containing 1,Protein Coding,45.7,74,False,True
primary_anywhere,11283,KIN,Kin17 DNA And RNA Binding Protein,Protein Coding,45.7,68,False,False
primary_anywhere,11284,WDR90,WD Repeat Domain 90,Protein Coding,45.7,71,False,False
primary_anywhere,11285,FGF11,Fibroblast Growth Factor 11,Protein Coding,45.7,66,False,False
primary_anywhere,11286,MOB1B,MOB Kinase Activator 1B,Protein Coding,45.7,63,False,False
primary_anywhere,11287,ELAVL4,ELAV Like RNA Binding Protein 4,Protein Coding,45.7,75,False,True
primary_anywhere,11288,MIF4GD,MIF4G Domain Containing,Protein Coding,45.7,62,False,False
primary_anywhere,11289,TYW1,TRNA-YW Synthesizing Protein 1 Homolog,Protein Coding,45.7,68,False,False
primary_anywhere,11290,CCL23,C-C Motif Chemokine Ligand 23,Protein Coding,45.6,69,False,False
primary_anywhere,11291,WDR3,WD Repeat Domain 3,Protein Coding,45.6,69,False,False
primary_anywhere,11292,PKD1L1,"Polycystin 1 Like 1, Transient Receptor Potential Channel Interacting",Protein Coding,45.6,79,False,False
primary_anywhere,11293,HSP90AA4P,"Heat Shock Protein 90 Alpha Family Class A Member 4, Pseudogene",Pseudogene,45.6,62,False,True
primary_anywhere,11294,TMEM203,Transmembrane Protein 203,Protein Coding,45.6,48,False,True
primary_anywhere,11295,SUPT7L,"SPT7 Like, STAGA Complex Subunit Gamma",Protein Coding,45.6,63,False,False
primary_anywhere,11296,LINC01060,Long Intergenic Non-Protein Coding RNA 1060,RNA Gene,45.6,53,False,False
primary_anywhere,11297,MAP3K10,Mitogen-Activated Protein Kinase Kinase Kinase 10,Protein Coding,45.6,84,False,True
primary_anywhere,11298,PURG,Purine Rich Element Binding Protein G,Protein Coding,45.6,55,False,True
primary_anywhere,11299,DCTPP1,DCTP Pyrophosphatase 1,Protein Coding,45.6,62,False,False
primary_anywhere,11300,SRA1,Steroid Receptor RNA Activator 1,Protein Coding,45.6,72,False,False
primary_anywhere,11301,PRP4K,Pre-MRNA Processing Factor Kinase PRP4K,Protein Coding,45.6,74,False,True
primary_anywhere,11302,RGPD1,RANBP2 Like And GRIP Domain Containing 1,Protein Coding,45.6,52,False,False
primary_anywhere,11303,CAPN7,Calpain 7,Protein Coding,45.6,71,False,False
primary_anywhere,11304,STIP1,Stress Induced Phosphoprotein 1,Protein Coding,45.6,76,False,False
primary_anywhere,11305,CADPS,Calcium Dependent Secretion Activator,Protein Coding,45.6,79,False,True
primary_anywhere,11306,KIF20B,Kinesin Family Member 20B,Protein Coding,45.6,79,False,True
primary_anywhere,11307,DNAJC4,DnaJ Heat Shock Protein Family (Hsp40) Member C4,Protein Coding,45.5,55,False,False
primary_anywhere,11308,CRYBA2,Crystallin Beta A2,Protein Coding,45.5,60,False,False
primary_anywhere,11309,RBM7,RNA Binding Motif Protein 7,Protein Coding,45.5,70,False,False
primary_anywhere,11310,PCBP1-AS1,PCBP1 Antisense RNA 1,RNA Gene,45.5,53,False,False
primary_anywhere,11311,MOB4,"MOB Family Member 4, Phocein",Protein Coding,45.5,61,False,True
primary_anywhere,11312,GBP7,Guanylate Binding Protein 7,Protein Coding,45.5,63,False,False
primary_anywhere,11313,NFKBID,NFKB Inhibitor Delta,Protein Coding,45.5,56,False,True
primary_anywhere,11314,KCNC4,Potassium Voltage-Gated Channel Subfamily C Member 4,Protein Coding,45.5,81,False,True
primary_anywhere,11315,GPSM3,G Protein Signaling Modulator 3,Protein Coding,45.5,64,False,False
primary_anywhere,11316,WDR25,WD Repeat Domain 25,Protein Coding,45.5,56,False,False
primary_anywhere,11317,ARFRP1,ARF Related Protein 1,Protein Coding,45.5,74,False,False
primary_anywhere,11318,ITPKB,Inositol-Trisphosphate 3-Kinase B,Protein Coding,45.5,74,False,True
primary_anywhere,11319,KPNA4,Karyopherin Subunit Alpha 4,Protein Coding,45.5,78,False,True
primary_anywhere,11320,EPIC1,Epigenetically Induced MYC Interacting LncRNA 1,RNA Gene,45.5,53,False,False
primary_anywhere,11321,ATG4C,Autophagy Related 4C Cysteine Peptidase,Protein Coding,45.5,67,False,False
primary_anywhere,11322,URB1,URB1 Ribosome Biogenesis Factor,Protein Coding,45.5,61,False,False
primary_anywhere,11323,PEF1,Penta-EF-Hand Domain Containing 1,Protein Coding,45.5,68,False,True
primary_anywhere,11324,LYAR,Ly1 Antibody Reactive,Protein Coding,45.5,67,False,False
primary_anywhere,11325,IRS3P,"Insulin Receptor Substrate 3, Pseudogene",Pseudogene,45.4,54,False,False
primary_anywhere,11326,AMOT,Angiomotin,Protein Coding,45.4,75,False,True
primary_anywhere,11327,EGFL7,EGF Like Domain Multiple 7,Protein Coding,45.4,69,False,True
primary_anywhere,11328,CBX8,Chromobox 8,Protein Coding,45.4,76,False,False
primary_anywhere,11329,CCDC85C,Coiled-Coil Domain Containing 85C,Protein Coding,45.4,58,False,False
primary_anywhere,11330,GGH,Gamma-Glutamyl Hydrolase,Protein Coding,45.4,77,False,False
primary_anywhere,11331,TRIM59,Tripartite Motif Containing 59,Protein Coding,45.4,64,False,False
primary_anywhere,11332,VPS28,VPS28 Subunit Of ESCRT-I,Protein Coding,45.4,77,False,False
primary_anywhere,11333,MPPED1,Metallophosphoesterase Domain Containing 1,Protein Coding,45.4,57,False,False
primary_anywhere,11334,EXOSC7,Exosome Component 7,Protein Coding,45.4,67,False,False
primary_anywhere,11335,ENTPD1-AS1,ENTPD1 Antisense RNA 1,RNA Gene,45.4,65,False,False
