gene_cards_k,cluster_id,gene_symbol,set_label
20554,cluster_6,IL37,primary_anywhere
20554,cluster_6,IL4R,primary_anywhere
20554,cluster_6,IL5,primary_anywhere
20554,cluster_6,IL6,primary_anywhere
20554,cluster_6,IMP3,primary_anywhere
20554,cluster_6,INHBE,primary_anywhere
20554,cluster_6,INTS6,primary_anywhere
20554,cluster_6,IP6K2,primary_anywhere
20554,cluster_6,IQCJ-SCHIP1,primary_anywhere
20554,cluster_6,IRAK1,primary_anywhere
20554,cluster_6,IRAK2,primary_anywhere
20554,cluster_6,IRF1,primary_anywhere
20554,cluster_6,IRS2,primary_anywhere
20554,cluster_6,IRX3,primary_anywhere
20554,cluster_6,ISCA1,primary_anywhere
20554,cluster_6,ISL2,primary_anywhere
20554,cluster_6,ITGA2,primary_anywhere
20554,cluster_6,JAG1,primary_anywhere
20554,cluster_6,JMJD1C,primary_anywhere
20554,cluster_6,JPH2,primary_anywhere
20554,cluster_6,JUN,primary_anywhere
20554,cluster_6,KANK1,primary_anywhere
20554,cluster_6,KCMF1,primary_anywhere
20554,cluster_6,KCNA10,primary_anywhere
20554,cluster_6,KCNE1,primary_anywhere
20554,cluster_6,KCNH1,primary_anywhere
20554,cluster_6,KCNJ12,primary_anywhere
20554,cluster_6,KCNJ14,primary_anywhere
20554,cluster_6,KCNJ15,primary_anywhere
20554,cluster_6,KCNJ2,primary_anywhere
20554,cluster_6,KCNJ4,primary_anywhere
20554,cluster_6,KCNJ8,primary_anywhere
20554,cluster_6,KCNK18,primary_anywhere
20554,cluster_6,KCNQ1,primary_anywhere
20554,cluster_6,KCTD11,primary_anywhere
20554,cluster_6,KDM2A,primary_anywhere
20554,cluster_6,KDM6A,primary_anywhere
20554,cluster_6,KDM7A,primary_anywhere
20554,cluster_6,KLB,primary_anywhere
20554,cluster_6,KLF10,primary_anywhere
20554,cluster_6,KLF4,primary_anywhere
20554,cluster_6,KLF5,primary_anywhere
20554,cluster_6,KLF6,primary_anywhere
20554,cluster_6,KLF7,primary_anywhere
20554,cluster_6,KLF9,primary_anywhere
20554,cluster_6,KLHL15,primary_anywhere
20554,cluster_6,KLHL21,primary_anywhere
20554,cluster_6,KLHL24,primary_anywhere
20554,cluster_6,KPNA4,primary_anywhere
20554,cluster_6,KRT7,primary_anywhere
20554,cluster_6,KRTAP2-3,primary_anywhere
20554,cluster_6,KYNU,primary_anywhere
20554,cluster_6,LARP4,primary_anywhere
20554,cluster_6,LARP4B,primary_anywhere
20554,cluster_6,LATS2,primary_anywhere
20554,cluster_6,LAYN,primary_anywhere
20554,cluster_6,LBH,primary_anywhere
20554,cluster_6,LDLR,primary_anywhere
20554,cluster_6,LIMA1,primary_anywhere
20554,cluster_6,LINC00304,primary_anywhere
20554,cluster_6,LRRC8A,primary_anywhere
20554,cluster_6,LTO1,primary_anywhere
20554,cluster_6,LY96,primary_anywhere
20554,cluster_6,MAFB,primary_anywhere
20554,cluster_6,MAFF,primary_anywhere
20554,cluster_6,MAFG,primary_anywhere
20554,cluster_6,MAFK,primary_anywhere
20554,cluster_6,MAP1LC3B,primary_anywhere
20554,cluster_6,MAP2,primary_anywhere
20554,cluster_6,MAP3K1,primary_anywhere
20554,cluster_6,MAP3K14,primary_anywhere
20554,cluster_6,MAP3K2,primary_anywhere
20554,cluster_6,MAPK1,primary_anywhere
20554,cluster_6,MAPK14,primary_anywhere
20554,cluster_6,MAPK3,primary_anywhere
20554,cluster_6,MAPK8,primary_anywhere
20554,cluster_6,MAPT,primary_anywhere
20554,cluster_6,MARK3,primary_anywhere
20554,cluster_6,MARS1,primary_anywhere
20554,cluster_6,MARS2,primary_anywhere
20554,cluster_6,MBOAT7,primary_anywhere
20554,cluster_6,MCL1,primary_anywhere
20554,cluster_6,MCM10,primary_anywhere
20554,cluster_6,MCM3,primary_anywhere
20554,cluster_6,MDM2,primary_anywhere
20554,cluster_6,MEF2D,primary_anywhere
20554,cluster_6,METRNL,primary_anywhere
20554,cluster_6,MFAP4,primary_anywhere
20554,cluster_6,MGAT2,primary_anywhere
20554,cluster_6,MIDEAS,primary_anywhere
20554,cluster_6,MIF,primary_anywhere
20554,cluster_6,MIMS1,primary_anywhere
20554,cluster_6,MIR106A,primary_anywhere
20554,cluster_6,MIR1224,primary_anywhere
20554,cluster_6,MIR1229,primary_anywhere
20554,cluster_6,MIR1247,primary_anywhere
20554,cluster_6,MIR1248,primary_anywhere
20554,cluster_6,MIR1275,primary_anywhere
20554,cluster_6,MIR1281,primary_anywhere
20554,cluster_6,MIR1290,primary_anywhere
20554,cluster_6,MIR132,primary_anywhere
20554,cluster_6,MIR138-1,primary_anywhere
20554,cluster_6,MIR140,primary_anywhere
20554,cluster_6,MIR141,primary_anywhere
20554,cluster_6,MIR150,primary_anywhere
20554,cluster_6,MIR155,primary_anywhere
20554,cluster_6,MIR15A,primary_anywhere
20554,cluster_6,MIR16-1,primary_anywhere
20554,cluster_6,MIR181C,primary_anywhere
20554,cluster_6,MIR187,primary_anywhere
20554,cluster_6,MIR18A,primary_anywhere
20554,cluster_6,MIR191,primary_anywhere
20554,cluster_6,MIR192,primary_anywhere
20554,cluster_6,MIR196B,primary_anywhere
20554,cluster_6,MIR198,primary_anywhere
20554,cluster_6,MIR19A,primary_anywhere
20554,cluster_6,MIR19B2,primary_anywhere
20554,cluster_6,MIR200A,primary_anywhere
20554,cluster_6,MIR200C,primary_anywhere
20554,cluster_6,MIR20B,primary_anywhere
20554,cluster_6,MIR214,primary_anywhere
20554,cluster_6,MIR22,primary_anywhere
20554,cluster_6,MIR23A,primary_anywhere
20554,cluster_6,MIR23B,primary_anywhere
20554,cluster_6,MIR27A,primary_anywhere
20554,cluster_6,MIR27B,primary_anywhere
20554,cluster_6,MIR297,primary_anywhere
20554,cluster_6,MIR299,primary_anywhere
20554,cluster_6,MIR29B1,primary_anywhere
20554,cluster_6,MIR29B2,primary_anywhere
20554,cluster_6,MIR302A,primary_anywhere
20554,cluster_6,MIR302C,primary_anywhere
20554,cluster_6,MIR302D,primary_anywhere
20554,cluster_6,MIR30A,primary_anywhere
20554,cluster_6,MIR30C2,primary_anywhere
20554,cluster_6,MIR3144,primary_anywhere
20554,cluster_6,MIR32,primary_anywhere
20554,cluster_6,MIR33A,primary_anywhere
20554,cluster_6,MIR33B,primary_anywhere
20554,cluster_6,MIR362,primary_anywhere
20554,cluster_6,MIR379,primary_anywhere
20554,cluster_6,MIR409,primary_anywhere
20554,cluster_6,MIR411,primary_anywhere
20554,cluster_6,MIR455,primary_anywhere
20554,cluster_6,MIR483,primary_anywhere
20554,cluster_6,MIR545,primary_anywhere
20554,cluster_6,MIR551B,primary_anywhere
20554,cluster_6,MIR571,primary_anywhere
20554,cluster_6,MIR579,primary_anywhere
20554,cluster_6,MIR593,primary_anywhere
20554,cluster_6,MIR603,primary_anywhere
20554,cluster_6,MIR616,primary_anywhere
20554,cluster_6,MIR624,primary_anywhere
20554,cluster_6,MIR632,primary_anywhere
20554,cluster_6,MIR636,primary_anywhere
20554,cluster_6,MIR659,primary_anywhere
20554,cluster_6,MIR877,primary_anywhere
20554,cluster_6,MIR92A2,primary_anywhere
20554,cluster_6,MIR933,primary_anywhere
20554,cluster_6,MIR935,primary_anywhere
20554,cluster_6,MIRLET7C,primary_anywhere
20554,cluster_6,MIRLET7G,primary_anywhere
20554,cluster_6,MMP10,primary_anywhere
20554,cluster_6,MMP14,primary_anywhere
20554,cluster_6,MMP3,primary_anywhere
20554,cluster_6,MORC4,primary_anywhere
20554,cluster_6,MRPL18,primary_anywhere
20554,cluster_6,MRPS26,primary_anywhere
20554,cluster_6,MSH6,primary_anywhere
20554,cluster_6,MSX1,primary_anywhere
20554,cluster_6,MT1A,primary_anywhere
20554,cluster_6,MT1B,primary_anywhere
20554,cluster_6,MT1E,primary_anywhere
20554,cluster_6,MT1F,primary_anywhere
20554,cluster_6,MT1G,primary_anywhere
20554,cluster_6,MT1H,primary_anywhere
20554,cluster_6,MT1M,primary_anywhere
20554,cluster_6,MT1X,primary_anywhere
20554,cluster_6,MT2A,primary_anywhere
20554,cluster_6,MTHFD2,primary_anywhere
20554,cluster_6,MXD1,primary_anywhere
20554,cluster_6,MYD88,primary_anywhere
20554,cluster_6,NAB2,primary_anywhere
20554,cluster_6,NCF2,primary_anywhere
20554,cluster_6,NECTIN2,primary_anywhere
20554,cluster_6,NETO1,primary_anywhere
20554,cluster_6,NFE2L2,primary_anywhere
20554,cluster_6,NFKB1,primary_anywhere
20554,cluster_6,NFKB2,primary_anywhere
20554,cluster_6,NFKBIA,primary_anywhere
20554,cluster_6,NKTR,primary_anywhere
20554,cluster_6,NLRC4,primary_anywhere
20554,cluster_6,NOD2,primary_anywhere
20554,cluster_6,NOS1,primary_anywhere
20554,cluster_6,NOS2,primary_anywhere
20554,cluster_6,NPAS3,primary_anywhere
20554,cluster_6,NPPB,primary_anywhere
20554,cluster_6,NPR3,primary_anywhere
20554,cluster_6,NQO1,primary_anywhere
20554,cluster_6,NR0B2,primary_anywhere
20554,cluster_6,NR4A1,primary_anywhere
20554,cluster_6,NTN4,primary_anywhere
20554,cluster_6,NUAK2,primary_anywhere
20554,cluster_6,NUP153,primary_anywhere
20554,cluster_6,NXF1,primary_anywhere
20554,cluster_6,OLR1,primary_anywhere
20554,cluster_6,OSER1,primary_anywhere
20554,cluster_6,OSGIN1,primary_anywhere
20554,cluster_6,OTX2,primary_anywhere
20554,cluster_6,OVOL1,primary_anywhere
20554,cluster_6,P2RX7,primary_anywhere
20554,cluster_6,PALB2,primary_anywhere
20554,cluster_6,PALLD,primary_anywhere
20554,cluster_6,PALM2AKAP2,primary_anywhere
20554,cluster_6,PANK1,primary_anywhere
20554,cluster_6,PARD6B,primary_anywhere
20554,cluster_6,PAWR,primary_anywhere
20554,cluster_6,PCK2,primary_anywhere
20554,cluster_6,PCNA,primary_anywhere
20554,cluster_6,PCSK9,primary_anywhere
20554,cluster_6,PDE1A,primary_anywhere
20554,cluster_6,PFKFB3,primary_anywhere
20554,cluster_6,PGR,primary_anywhere
20554,cluster_6,PHGDH,primary_anywhere
20554,cluster_6,PHLDB2,primary_anywhere
20554,cluster_6,PIK3R3,primary_anywhere
20554,cluster_6,PIM1,primary_anywhere
20554,cluster_6,PIM3,primary_anywhere
20554,cluster_6,PIP5K1A,primary_anywhere
20554,cluster_6,PLCXD2,primary_anywhere
20554,cluster_6,PLEKHH2,primary_anywhere
20554,cluster_6,PLGLB2,primary_anywhere
20554,cluster_6,PLK2,primary_anywhere
20554,cluster_6,PMAIP1,primary_anywhere
20554,cluster_6,POLR1C,primary_anywhere
20554,cluster_6,POU3F2,primary_anywhere
20554,cluster_6,PPP1R10,primary_anywhere
20554,cluster_6,PPP1R15A,primary_anywhere
20554,cluster_6,PPP1R15B,primary_anywhere
20554,cluster_6,PPP1R3C,primary_anywhere
20554,cluster_6,PPP2CB,primary_anywhere
20554,cluster_6,PPP2R2C,primary_anywhere
20554,cluster_6,PRAG1,primary_anywhere
20554,cluster_6,PRKAG2,primary_anywhere
20554,cluster_6,PRKCZ,primary_anywhere
20554,cluster_6,PRNP,primary_anywhere
20554,cluster_6,PROSER2,primary_anywhere
20554,cluster_6,PROX1,primary_anywhere
20554,cluster_6,PSMD12,primary_anywhere
20554,cluster_6,PSME4,primary_anywhere
20554,cluster_6,PTGES3,primary_anywhere
20554,cluster_6,PTK2,primary_anywhere
20554,cluster_6,RAB3IP,primary_anywhere
20554,cluster_6,RAB5B,primary_anywhere
20554,cluster_6,RAPGEF2,primary_anywhere
20554,cluster_6,RARA,primary_anywhere
20554,cluster_6,RASAL2,primary_anywhere
20554,cluster_6,RASD1,primary_anywhere
20554,cluster_6,RBBP6,primary_anywhere
20554,cluster_6,RBM5,primary_anywhere
20554,cluster_6,RCAN1,primary_anywhere
20554,cluster_6,RDH14,primary_anywhere
20554,cluster_6,REM2,primary_anywhere
20554,cluster_6,RFX4,primary_anywhere
20554,cluster_6,RGCC,primary_anywhere
20554,cluster_6,RGS16,primary_anywhere
20554,cluster_6,RGS2,primary_anywhere
20554,cluster_6,RHOBTB1,primary_anywhere
20554,cluster_6,RHOU,primary_anywhere
20554,cluster_6,RIOK3,primary_anywhere
20554,cluster_6,RIPK1,primary_anywhere
20554,cluster_6,RIT1,primary_anywhere
20554,cluster_6,RMND5A,primary_anywhere
20554,cluster_6,RNF19A,primary_anywhere
20554,cluster_6,RNF43,primary_anywhere
20554,cluster_6,RNMT,primary_anywhere
20554,cluster_6,RPS6KA3,primary_anywhere
20554,cluster_6,RRAD,primary_anywhere
20554,cluster_6,RRAS2,primary_anywhere
20554,cluster_6,RSL1D1,primary_anywhere
20554,cluster_6,RSL24D1,primary_anywhere
20554,cluster_6,RSRC2,primary_anywhere
20554,cluster_6,RTN4,primary_anywhere
20554,cluster_6,RUNX1,primary_anywhere
20554,cluster_6,RUNX3,primary_anywhere
20554,cluster_6,RYBP,primary_anywhere
20554,cluster_6,S100A4,primary_anywhere
20554,cluster_6,S100P,primary_anywhere
20554,cluster_6,SAMD4A,primary_anywhere
20554,cluster_6,SAMTOR,primary_anywhere
20554,cluster_6,SAP30BP,primary_anywhere
20554,cluster_6,SCARA3,primary_anywhere
20554,cluster_6,SCHIP1,primary_anywhere
20554,cluster_6,SEL1L3,primary_anywhere
20554,cluster_6,SELENOP,primary_anywhere
20554,cluster_6,SEMA6A,primary_anywhere
20554,cluster_6,SEMA6D,primary_anywhere
20554,cluster_6,SERPINB9,primary_anywhere
20554,cluster_6,SERPINE1,primary_anywhere
20554,cluster_6,SERPINH1,primary_anywhere
20554,cluster_6,SERTAD1,primary_anywhere
20554,cluster_6,SERTAD2,primary_anywhere
20554,cluster_6,SESN1,primary_anywhere
20554,cluster_6,SESN2,primary_anywhere
20554,cluster_6,SGK1,primary_anywhere
20554,cluster_6,SGK2,primary_anywhere
20554,cluster_6,SGK3,primary_anywhere
20554,cluster_6,SGMS2,primary_anywhere
20554,cluster_6,SH2B3,primary_anywhere
20554,cluster_6,SH3BP4,primary_anywhere
20554,cluster_6,SHANK2,primary_anywhere
20554,cluster_6,SIK1,primary_anywhere
20554,cluster_6,SIRT1,primary_anywhere
20554,cluster_6,SIRT5,primary_anywhere
20554,cluster_6,SLC17A7,primary_anywhere
20554,cluster_6,SLC20A2,primary_anywhere
20554,cluster_6,SLC25A19,primary_anywhere
20554,cluster_6,SLC26A11,primary_anywhere
20554,cluster_6,SLC30A1,primary_anywhere
20554,cluster_6,SLC30A2,primary_anywhere
20554,cluster_6,SLC31A2,primary_anywhere
20554,cluster_6,SLC39A10,primary_anywhere
20554,cluster_6,SLC3A2,primary_anywhere
20554,cluster_6,SLC40A1,primary_anywhere
20554,cluster_6,SLC6A13,primary_anywhere
20554,cluster_6,SLC7A11,primary_anywhere
20554,cluster_6,SLF2,primary_anywhere
20554,cluster_6,SMAD3,primary_anywhere
20554,cluster_6,SMAD7,primary_anywhere
20554,cluster_6,SMURF1,primary_anywhere
20554,cluster_6,SMURF2,primary_anywhere
20554,cluster_6,SNAI1,primary_anywhere
20554,cluster_6,SNHG12,primary_anywhere
20554,cluster_6,SNX16,primary_anywhere
20554,cluster_6,SOD1,primary_anywhere
20554,cluster_6,SOD2,primary_anywhere
20554,cluster_6,SOHLH2,primary_anywhere
20554,cluster_6,SOWAHC,primary_anywhere
20554,cluster_6,SOX2,primary_anywhere
20554,cluster_6,SOX3,primary_anywhere
20554,cluster_6,SOX4,primary_anywhere
20554,cluster_6,SOX9,primary_anywhere
20554,cluster_6,SP1,primary_anywhere
20554,cluster_6,SPAG9,primary_anywhere
20554,cluster_6,SPP1,primary_anywhere
20554,cluster_6,SPRED2,primary_anywhere
20554,cluster_6,SPTY2D1,primary_anywhere
20554,cluster_6,SQSTM1,primary_anywhere
20554,cluster_6,SRSF2,primary_anywhere
20554,cluster_6,SRXN1,primary_anywhere
20554,cluster_6,SSX3,primary_anywhere
20554,cluster_6,ST8SIA4,primary_anywhere
20554,cluster_6,STC2,primary_anywhere
20554,cluster_6,STX3,primary_anywhere
20554,cluster_6,STXBP6,primary_anywhere
20554,cluster_6,SYNJ2,primary_anywhere
20554,cluster_6,TAC1,primary_anywhere
20554,cluster_6,TACC1,primary_anywhere
20554,cluster_6,TACC3,primary_anywhere
20554,cluster_6,TADA1,primary_anywhere
20554,cluster_6,TAGLN,primary_anywhere
20554,cluster_6,TAP1,primary_anywhere
20554,cluster_6,TAX1BP1,primary_anywhere
20554,cluster_6,TBX3,primary_anywhere
20554,cluster_6,TCP1,primary_anywhere
20554,cluster_6,TES,primary_anywhere
20554,cluster_6,TET1,primary_anywhere
20554,cluster_6,TFEB,primary_anywhere
20554,cluster_6,TFF1,primary_anywhere
20554,cluster_6,TGM2,primary_anywhere
20554,cluster_6,THBS1,primary_anywhere
20554,cluster_6,TIMP3,primary_anywhere
20554,cluster_6,TLR3,primary_anywhere
20554,cluster_6,TLR6,primary_anywhere
20554,cluster_6,TM2D3,primary_anywhere
20554,cluster_6,TMEM177,primary_anywhere
20554,cluster_6,TMEM203,primary_anywhere
20554,cluster_6,TMEM37,primary_anywhere
20554,cluster_6,TMEM41B,primary_anywhere
20554,cluster_6,TMEM60,primary_anywhere
20554,cluster_6,TMT1A,primary_anywhere
20554,cluster_6,TNF,primary_anywhere
20554,cluster_6,TNFAIP3,primary_anywhere
20554,cluster_6,TNFRSF10B,primary_anywhere
20554,cluster_6,TNFRSF12A,primary_anywhere
20554,cluster_6,TNFSF10,primary_anywhere
20554,cluster_6,TNFSF14,primary_anywhere
20554,cluster_6,TNFSF9,primary_anywhere
20554,cluster_6,TOLLIP,primary_anywhere
20554,cluster_6,TP53,primary_anywhere
20554,cluster_6,TP53RK,primary_anywhere
20554,cluster_6,TPM4,primary_anywhere
20554,cluster_6,TPO,primary_anywhere
20554,cluster_6,TRA2B,primary_anywhere
20554,cluster_6,TRAF6,primary_anywhere
20554,cluster_6,TRIB1,primary_anywhere
20554,cluster_6,TRIB3,primary_anywhere
20554,cluster_6,TRPC3,primary_anywhere
20554,cluster_6,TRPM6,primary_anywhere
20554,cluster_6,TRPV6,primary_anywhere
20554,cluster_6,TSC22D2,primary_anywhere
20554,cluster_6,TTR,primary_anywhere
20554,cluster_6,TUT7,primary_anywhere
20554,cluster_6,TXNIP,primary_anywhere
20554,cluster_6,TXNRD1,primary_anywhere
20554,cluster_6,TYMP,primary_anywhere
20554,cluster_6,UBC,primary_anywhere
20554,cluster_6,UBD,primary_anywhere
20554,cluster_6,UBE2W,primary_anywhere
20554,cluster_6,UBL3,primary_anywhere
20554,cluster_6,UBR2,primary_anywhere
20554,cluster_6,UCA1,primary_anywhere
20554,cluster_6,UNKL,primary_anywhere
20554,cluster_6,UROD,primary_anywhere
20554,cluster_6,USP27X,primary_anywhere
20554,cluster_6,USP31,primary_anywhere
20554,cluster_6,USPL1,primary_anywhere
20554,cluster_6,VAV3,primary_anywhere
20554,cluster_6,VCAN,primary_anywhere
20554,cluster_6,VEGFA,primary_anywhere
20554,cluster_6,VIP,primary_anywhere
20554,cluster_6,VLDLR,primary_anywhere
20554,cluster_6,VPS37B,primary_anywhere
20554,cluster_6,VTCN1,primary_anywhere
20554,cluster_6,WNT7B,primary_anywhere
20554,cluster_6,XBP1,primary_anywhere
20554,cluster_6,YPEL2,primary_anywhere
20554,cluster_6,YTHDC1,primary_anywhere
20554,cluster_6,ZBED5,primary_anywhere
20554,cluster_6,ZBTB11,primary_anywhere
20554,cluster_6,ZBTB2,primary_anywhere
20554,cluster_6,ZBTB20,primary_anywhere
20554,cluster_6,ZBTB21,primary_anywhere
20554,cluster_6,ZBTB33,primary_anywhere
20554,cluster_6,ZBTB4,primary_anywhere
20554,cluster_6,ZC3HAV1,primary_anywhere
20554,cluster_6,ZCCHC12,primary_anywhere
20554,cluster_6,ZCCHC8,primary_anywhere
20554,cluster_6,ZEB1,primary_anywhere
20554,cluster_6,ZEB2,primary_anywhere
20554,cluster_6,ZFAND5,primary_anywhere
20554,cluster_6,ZFP36L2,primary_anywhere
20554,cluster_6,ZIC1,primary_anywhere
20554,cluster_6,ZIC3,primary_anywhere
20554,cluster_6,ZIC4,primary_anywhere
20554,cluster_6,ZIC5,primary_anywhere
20554,cluster_6,ZNF222,primary_anywhere
20554,cluster_6,ZNF263,primary_anywhere
20554,cluster_6,ZNF281,primary_anywhere
20554,cluster_6,ZNF408,primary_anywhere
20554,cluster_6,ZNF503,primary_anywhere
20554,cluster_6,ZNF655,primary_anywhere
20554,cluster_6,ZNF746,primary_anywhere
20554,cluster_6,ZSCAN31,primary_anywhere
20554,cluster_6,ZSWIM6,primary_anywhere
20554,cluster_6,ZYX,primary_anywhere
20554,cluster_7,CASP3,primary_anywhere
20554,cluster_7,CASP7,primary_anywhere
20554,cluster_7,CASP8,primary_anywhere
20554,cluster_7,CASP9,primary_anywhere
20554,cluster_7,CAT,primary_anywhere
20554,cluster_7,MIR196B,primary_anywhere
20554,cluster_7,NQO1,primary_anywhere
20554,cluster_7,PRL,primary_anywhere
20554,cluster_7,TP53,primary_anywhere
20554,cluster_8,A2M,primary_anywhere
20554,cluster_8,AAGAB,primary_anywhere
20554,cluster_8,ABCA2,primary_anywhere
20554,cluster_8,ABCA3,primary_anywhere
20554,cluster_8,ABCB1,primary_anywhere
20554,cluster_8,ABCC1,primary_anywhere
20554,cluster_8,ABCC3,primary_anywhere
20554,cluster_8,ABCF1,primary_anywhere
20554,cluster_8,ABCG2,primary_anywhere
20554,cluster_8,ABCG4,primary_anywhere
20554,cluster_8,ABHD12,primary_anywhere
20554,cluster_8,ABHD2,primary_anywhere
20554,cluster_8,ABHD8,primary_anywhere
20554,cluster_8,ABL2,primary_anywhere
20554,cluster_8,ABLIM1,primary_anywhere
20554,cluster_8,ABR,primary_anywhere
20554,cluster_8,ABT1,primary_anywhere
20554,cluster_8,ACACB,primary_anywhere
20554,cluster_8,ACADL,primary_anywhere
20554,cluster_8,ACADM,primary_anywhere
20554,cluster_8,ACBD4,primary_anywhere
20554,cluster_8,ACBD5,primary_anywhere
20554,cluster_8,ACD,primary_anywhere
20554,cluster_8,ACHE,primary_anywhere
20554,cluster_8,ACKR2,primary_anywhere
20554,cluster_8,ACLY,primary_anywhere
20554,cluster_8,ACO1,primary_anywhere
20554,cluster_8,ACP1,primary_anywhere
20554,cluster_8,ACSL4,primary_anywhere
20554,cluster_8,ACSM1,primary_anywhere
20554,cluster_8,ACSM3,primary_anywhere
20554,cluster_8,ACSS1,primary_anywhere
20554,cluster_8,ACTB,primary_anywhere
20554,cluster_8,ACTL6A,primary_anywhere
20554,cluster_8,ACTN1,primary_anywhere
20554,cluster_8,ACTN2,primary_anywhere
20554,cluster_8,ACVR1,primary_anywhere
20554,cluster_8,ACVR1C,primary_anywhere
20554,cluster_8,ACYP1,primary_anywhere
20554,cluster_8,ADAM9,primary_anywhere
20554,cluster_8,ADAMTS1,primary_anywhere
20554,cluster_8,ADAMTS12,primary_anywhere
20554,cluster_8,ADAMTS2,primary_anywhere
20554,cluster_8,ADAMTS3,primary_anywhere
20554,cluster_8,ADAMTS5,primary_anywhere
20554,cluster_8,ADCK2,primary_anywhere
20554,cluster_8,ADCY2,primary_anywhere
20554,cluster_8,ADCY8,primary_anywhere
20554,cluster_8,ADCY9,primary_anywhere
20554,cluster_8,ADCYAP1,primary_anywhere
20554,cluster_8,ADCYAP1R1,primary_anywhere
20554,cluster_8,ADD1,primary_anywhere
20554,cluster_8,ADD2,primary_anywhere
20554,cluster_8,ADH1B,primary_anywhere
20554,cluster_8,ADH4,primary_anywhere
20554,cluster_8,ADIPOR1,primary_anywhere
20554,cluster_8,ADK,primary_anywhere
20554,cluster_8,ADORA1,primary_anywhere
20554,cluster_8,ADORA2B,primary_anywhere
20554,cluster_8,ADRA2A,primary_anywhere
20554,cluster_8,ADSL,primary_anywhere
20554,cluster_8,AFF4,primary_anywhere
20554,cluster_8,AFTPH,primary_anywhere
20554,cluster_8,AGAP2,primary_anywhere
20554,cluster_8,AGBL4,primary_anywhere
20554,cluster_8,AGO1,primary_anywhere
20554,cluster_8,AGPAT5,primary_anywhere
20554,cluster_8,AGT,primary_anywhere
20554,cluster_8,AHR,primary_anywhere
20554,cluster_8,AHSG,primary_anywhere
20554,cluster_8,AIFM1,primary_anywhere
20554,cluster_8,AIRE,primary_anywhere
20554,cluster_8,AK5,primary_anywhere
20554,cluster_8,AKAP10,primary_anywhere
20554,cluster_8,AKAP6,primary_anywhere
20554,cluster_8,AKR1B1,primary_anywhere
20554,cluster_8,AKR1B10,primary_anywhere
20554,cluster_8,AKR1C1,primary_anywhere
20554,cluster_8,AKT1,primary_anywhere
20554,cluster_8,AKT2,primary_anywhere
20554,cluster_8,AKT3,primary_anywhere
20554,cluster_8,AKTIP,primary_anywhere
20554,cluster_8,ALAD,primary_anywhere
20554,cluster_8,ALAS1,primary_anywhere
20554,cluster_8,ALB,primary_anywhere
20554,cluster_8,ALCAM,primary_anywhere
20554,cluster_8,ALDH16A1,primary_anywhere
20554,cluster_8,ALDH1B1,primary_anywhere
20554,cluster_8,ALDH2,primary_anywhere
20554,cluster_8,ALDH3A2,primary_anywhere
20554,cluster_8,ALDH5A1,primary_anywhere
20554,cluster_8,ALDH9A1,primary_anywhere
20554,cluster_8,ALDOA,primary_anywhere
20554,cluster_8,ALKBH7,primary_anywhere
20554,cluster_8,ALPI,primary_anywhere
20554,cluster_8,AMFR,primary_anywhere
20554,cluster_8,AMN,primary_anywhere
20554,cluster_8,ANAPC2,primary_anywhere
20554,cluster_8,ANAPC5,primary_anywhere
20554,cluster_8,ANK1,primary_anywhere
20554,cluster_8,ANK2,primary_anywhere
20554,cluster_8,ANK3,primary_anywhere
20554,cluster_8,ANKHD1,primary_anywhere
20554,cluster_8,ANKRA2,primary_anywhere
20554,cluster_8,ANKRD12,primary_anywhere
20554,cluster_8,ANKRD13C-DT,primary_anywhere
20554,cluster_8,ANKRD16,primary_anywhere
20554,cluster_8,ANKRD6,primary_anywhere
20554,cluster_8,ANO1,primary_anywhere
20554,cluster_8,ANOS1,primary_anywhere
20554,cluster_8,ANXA1,primary_anywhere
20554,cluster_8,ANXA2,primary_anywhere
20554,cluster_8,ANXA4,primary_anywhere
20554,cluster_8,ANXA5,primary_anywhere
20554,cluster_8,AP2A1,primary_anywhere
20554,cluster_8,AP2B1,primary_anywhere
20554,cluster_8,AP2M1,primary_anywhere
20554,cluster_8,AP3M1,primary_anywhere
20554,cluster_8,APBA1,primary_anywhere
20554,cluster_8,APCS,primary_anywhere
20554,cluster_8,APEX1,primary_anywhere
20554,cluster_8,APH1A,primary_anywhere
20554,cluster_8,APLP2,primary_anywhere
20554,cluster_8,APOA1,primary_anywhere
20554,cluster_8,APOA2,primary_anywhere
20554,cluster_8,APOE,primary_anywhere
20554,cluster_8,APP,primary_anywhere
20554,cluster_8,AQP1,primary_anywhere
20554,cluster_8,AQP4,primary_anywhere
20554,cluster_8,AQR,primary_anywhere
20554,cluster_8,ARAF,primary_anywhere
20554,cluster_8,ARF3,primary_anywhere
20554,cluster_8,ARG1,primary_anywhere
20554,cluster_8,ARHGAP1,primary_anywhere
20554,cluster_8,ARHGAP22,primary_anywhere
20554,cluster_8,ARHGAP42,primary_anywhere
20554,cluster_8,ARHGDIA,primary_anywhere
20554,cluster_8,ARHGEF12,primary_anywhere
20554,cluster_8,ARHGEF3,primary_anywhere
20554,cluster_8,ARIH1,primary_anywhere
20554,cluster_8,ARL1,primary_anywhere
20554,cluster_8,ARL5A,primary_anywhere
20554,cluster_8,ARL8A,primary_anywhere
20554,cluster_8,ARNT,primary_anywhere
20554,cluster_8,ARPC1A,primary_anywhere
20554,cluster_8,ARPC2,primary_anywhere
